SingleRound,AllRound,WholeTime
0.0530,0.0530,1183.9881
0.0419,0.0948,1183.9881
0.0392,0.1341,1183.9881
0.0433,0.1774,1183.9881
0.0460,0.2234,1183.9881
0.0490,0.2724,1183.9881
0.0371,0.3095,1183.9881
0.0596,0.3692,1183.9881
0.0358,0.4050,1183.9881
0.0379,0.4429,1183.9881
0.0392,0.4821,1183.9881
0.0373,0.5194,1183.9881
0.0348,0.5542,1183.9881
0.0522,0.6064,1183.9881
0.0355,0.6419,1183.9881
0.0387,0.6806,1183.9881
0.0376,0.7183,1183.9881
0.0366,0.7549,1183.9881
0.0356,0.7905,1183.9881
0.0371,0.8276,1183.9881
0.0338,0.8614,1183.9881
0.0338,0.8952,1183.9881
0.0338,0.9290,1183.9881
0.0338,0.9628,1183.9881
0.0338,0.9965,1183.9881
0.0399,1.0365,1183.9881
0.0345,1.0710,1183.9881
0.0376,1.1085,1183.9881
0.0337,1.1423,1183.9881
0.0345,1.1767,1183.9881
0.0343,1.2110,1183.9881
0.1000,1.3110,1183.9881
0.2394,1.5504,1183.9881
0.2359,1.7863,1183.9881
0.2798,2.0661,1183.9881
0.3822,2.4484,1183.9881
0.4727,2.9211,1183.9881
0.4598,3.3809,1183.9881
0.5471,3.9280,1183.9881
0.9025,4.8306,1183.9881
0.6220,5.4525,1183.9881
0.9772,6.4297,1183.9881
0.7974,7.2272,1183.9881
1.0159,8.2431,1183.9881
0.9584,9.2015,1183.9881
1.1949,10.3964,1183.9881
0.7402,11.1366,1183.9881
0.8270,11.9636,1183.9881
0.7162,12.6798,1183.9881
0.8659,13.5457,1183.9881
1.0617,14.6073,1183.9881
1.0352,15.6425,1183.9881
1.0268,16.6694,1183.9881
1.1304,17.7997,1183.9881
1.5271,19.3269,1183.9881
1.2462,20.5730,1183.9881
1.6676,22.2407,1183.9881
1.3874,23.6280,1183.9881
1.7048,25.3328,1183.9881
1.6080,26.9408,1183.9881
1.9963,28.9371,1183.9881
1.5617,30.4988,1183.9881
1.6620,32.1607,1183.9881
1.4819,33.6426,1183.9881
1.4484,35.0909,1183.9881
1.8322,36.9231,1183.9881
1.8963,38.8194,1183.9881
1.7444,40.5639,1183.9881
1.7987,42.3626,1183.9881
2.2653,44.6279,1183.9881
1.9262,46.5541,1183.9881
2.5707,49.1247,1183.9881
2.0822,51.2069,1183.9881
2.2575,53.4644,1183.9881
2.2509,55.7153,1183.9881
2.7494,58.4647,1183.9881
2.2603,60.7250,1183.9881
2.5249,63.2498,1183.9881
1.8826,65.1325,1183.9881
2.2870,67.4195,1183.9881
2.5150,69.9345,1183.9881
3.0258,72.9603,1183.9881
2.6199,75.5802,1183.9881
2.6480,78.2282,1183.9881
3.5453,81.7735,1183.9881
2.7829,84.5565,1183.9881
3.5664,88.1228,1183.9881
2.8111,90.9339,1183.9881
3.2698,94.2037,1183.9881
3.2366,97.4404,1183.9881
3.7359,101.1762,1183.9881
2.7938,103.9701,1183.9881
3.1315,107.1016,1183.9881
2.3094,109.4110,1183.9881
2.7842,112.1953,1183.9881
3.0530,115.2483,1183.9881
3.2142,118.4625,1183.9881
3.0401,121.5026,1183.9881
3.2784,124.7809,1183.9881
3.8871,128.6680,1183.9881
3.2414,131.9094,1183.9881
3.9358,135.8452,1183.9881
3.2814,139.1266,1183.9881
3.3780,142.5045,1183.9881
3.6956,146.2001,1183.9881
4.2601,150.4602,1183.9881
3.2693,153.7295,1183.9881
3.6879,157.4174,1183.9881
2.7544,160.1719,1183.9881
3.2299,163.4018,1183.9881
3.4109,166.8127,1183.9881
3.6883,170.5009,1183.9881
3.4714,173.9723,1183.9881
3.4853,177.4576,1183.9881
4.8067,182.2643,1183.9881
3.8129,186.0772,1183.9881
4.3856,190.4628,1183.9881
4.0819,194.5447,1183.9881
3.9164,198.4611,1183.9881
4.0048,202.4659,1183.9881
4.9342,207.4001,1183.9881
3.6333,211.0333,1183.9881
4.2285,215.2618,1183.9881
3.3859,218.6477,1183.9881
3.7135,222.3612,1183.9881
4.5517,226.9129,1183.9881
4.5286,231.4416,1183.9881
3.9341,235.3757,1183.9881
4.4759,239.8516,1183.9881
5.8417,245.6933,1183.9881
4.5044,250.1977,1183.9881
5.2746,255.4723,1183.9881
4.4005,259.8728,1183.9881
5.6102,265.4830,1183.9881
4.8440,270.3269,1183.9881
5.4835,275.8104,1183.9881
4.5642,280.3746,1183.9881
5.3523,285.7270,1183.9881
3.9584,289.6854,1183.9881
4.1137,293.7991,1183.9881
4.4456,298.2447,1183.9881
4.9094,303.1541,1183.9881
4.2858,307.4399,1183.9881
4.6839,312.1239,1183.9881
5.8344,317.9582,1183.9881
4.8336,322.7919,1183.9881
5.9413,328.7332,1183.9881
4.8930,333.6262,1183.9881
5.1144,338.7407,1183.9881
5.2615,344.0022,1183.9881
6.0222,350.0244,1183.9881
4.7732,354.7976,1183.9881
5.4099,360.2075,1183.9881
4.0469,364.2544,1183.9881
4.5518,368.8062,1183.9881
4.9132,373.7193,1183.9881
5.2368,378.9562,1183.9881
4.7688,383.7250,1183.9881
5.0823,388.8073,1183.9881
6.3387,395.1460,1183.9881
5.4160,400.5620,1183.9881
6.5591,407.1211,1183.9881
5.4182,412.5393,1183.9881
5.7264,418.2656,1183.9881
6.1133,424.3789,1183.9881
6.8746,431.2535,1183.9881
5.1521,436.4057,1183.9881
6.0586,442.4642,1183.9881
4.4249,446.8892,1183.9881
5.0331,451.9222,1183.9881
5.3664,457.2886,1183.9881
5.7250,463.0137,1183.9881
5.3767,468.3904,1183.9881
5.3995,473.7899,1183.9881
7.0205,480.8104,1183.9881
5.7008,486.5112,1183.9881
6.5865,493.0977,1183.9881
5.7933,498.8910,1183.9881
6.0234,504.9144,1183.9881
6.6350,511.5494,1183.9881
6.6243,518.1737,1183.9881
5.9899,524.1636,1183.9881
6.8625,531.0261,1183.9881
5.0846,536.1107,1183.9881
5.6889,541.7996,1183.9881
6.3927,548.1923,1183.9881
6.6885,554.8809,1183.9881
5.8881,560.7689,1183.9881
6.3633,567.1322,1183.9881
7.6355,574.7677,1183.9881
6.5356,581.3033,1183.9881
7.7677,589.0710,1183.9881
6.6135,595.6845,1183.9881
6.9613,602.6458,1183.9881
7.3617,610.0074,1183.9881
7.9106,617.9180,1183.9881
6.8922,624.8102,1183.9881
7.8496,632.6599,1183.9881
5.6868,638.3467,1183.9881
6.4499,644.7966,1183.9881
7.0139,651.8104,1183.9881
7.3096,659.1201,1183.9881
6.8557,665.9758,1183.9881
6.9044,672.8802,1183.9881
11.4190,684.2992,1183.9881
9.8194,694.1186,1183.9881
11.5240,705.6426,1183.9881
9.4437,715.0863,1183.9881
8.7738,723.8601,1183.9881
7.9001,731.7602,1183.9881
9.0225,740.7826,1183.9881
7.7020,748.4846,1183.9881
9.1730,757.6576,1183.9881
6.2846,763.9422,1183.9881
7.2726,771.2148,1183.9881
7.4342,778.6490,1183.9881
8.5441,787.1932,1183.9881
7.3384,794.5316,1183.9881
7.5910,802.1226,1183.9881
9.7255,811.8481,1183.9881
7.9762,819.8243,1183.9881
9.9552,829.7795,1183.9881
7.9300,837.7094,1183.9881
8.4358,846.1452,1183.9881
8.6934,854.8387,1183.9881
10.1228,864.9614,1183.9881
9.2478,874.2093,1183.9881
10.3422,884.5515,1183.9881
7.3074,891.8589,1183.9881
8.2970,900.1559,1183.9881
8.9403,909.0962,1183.9881
9.3168,918.4130,1183.9881
8.2781,926.6911,1183.9881
8.6325,935.3236,1183.9881
11.5698,946.8934,1183.9881
10.5186,957.4120,1183.9881
11.1504,968.5625,1183.9881
