SingleRound,AllRound,WholeTime
0.0357,0.0357,11.6389
0.0275,0.0632,11.6389
0.0513,0.1145,11.6389
0.0521,0.1666,11.6389
0.0555,0.2220,11.6389
0.0496,0.2716,11.6389
0.0365,0.3081,11.6389
0.0277,0.3358,11.6389
0.0366,0.3724,11.6389
0.1604,0.5328,11.6389
0.2353,0.7682,11.6389
0.4141,1.1823,11.6389
0.2554,1.4377,11.6389
0.2987,1.7364,11.6389
0.3819,2.1183,11.6389
0.3766,2.4949,11.6389
0.4473,2.9422,11.6389
0.3762,3.3184,11.6389
0.7049,4.0233,11.6389
0.7493,4.7727,11.6389
0.6950,5.4677,11.6389
0.7324,6.2001,11.6389
0.8171,7.0172,11.6389
0.9015,7.9187,11.6389
0.8190,8.7377,11.6389
