SingleRound,AllRound,WholeTime
0.0358,0.0358,23.7543
0.0494,0.0852,23.7543
0.0268,0.1120,23.7543
0.0275,0.1395,23.7543
0.0271,0.1666,23.7543
0.0269,0.1934,23.7543
0.0263,0.2197,23.7543
0.0351,0.2548,23.7543
0.0310,0.2858,23.7543
0.0261,0.3119,23.7543
0.0344,0.3462,23.7543
0.1239,0.4701,23.7543
0.1527,0.6228,23.7543
0.2545,0.8774,23.7543
0.4791,1.3564,23.7543
0.4561,1.8125,23.7543
0.3943,2.2068,23.7543
0.3491,2.5559,23.7543
0.5564,3.1124,23.7543
0.4856,3.5980,23.7543
0.7338,4.3318,23.7543
0.5041,4.8359,23.7543
0.5909,5.4268,23.7543
0.8607,6.2875,23.7543
0.8600,7.1475,23.7543
0.8213,7.9688,23.7543
0.8970,8.8658,23.7543
0.8110,9.6768,23.7543
1.0444,10.7212,23.7543
1.2473,11.9685,23.7543
1.1860,13.1546,23.7543
1.3188,14.4734,23.7543
0.9456,15.4190,23.7543
1.6298,17.0489,23.7543
1.9237,18.9725,23.7543
2.0210,20.9936,23.7543
