SingleRound,AllRound,WholeTime
0.0808,0.0808,895.8580
0.0406,0.1214,895.8580
0.0391,0.1605,895.8580
0.0371,0.1976,895.8580
0.0430,0.2407,895.8580
0.0458,0.2865,895.8580
0.0444,0.3309,895.8580
0.0485,0.3794,895.8580
0.0576,0.4370,895.8580
0.0347,0.4716,895.8580
0.0347,0.5064,895.8580
0.0369,0.5433,895.8580
0.0382,0.5815,895.8580
0.0339,0.6154,895.8580
0.0351,0.6505,895.8580
0.0343,0.6848,895.8580
0.0350,0.7198,895.8580
0.0361,0.7558,895.8580
0.0352,0.7910,895.8580
0.0531,0.8441,895.8580
0.0336,0.8777,895.8580
0.0335,0.9112,895.8580
0.0327,0.9438,895.8580
0.0326,0.9765,895.8580
0.0325,1.0090,895.8580
0.0329,1.0418,895.8580
0.0326,1.0744,895.8580
0.0329,1.1073,895.8580
0.0347,1.1420,895.8580
0.0978,1.2398,895.8580
0.1985,1.4383,895.8580
0.3193,1.7576,895.8580
0.2987,2.0563,895.8580
0.3658,2.4220,895.8580
0.4202,2.8422,895.8580
0.4280,3.2702,895.8580
0.7015,3.9717,895.8580
0.5442,4.5160,895.8580
0.8209,5.3369,895.8580
0.7140,6.0509,895.8580
0.9389,6.9898,895.8580
0.8989,7.8887,895.8580
1.0127,8.9013,895.8580
0.6377,9.5391,895.8580
0.8550,10.3941,895.8580
0.7296,11.1237,895.8580
0.8986,12.0223,895.8580
0.9882,13.0105,895.8580
0.9612,13.9717,895.8580
1.0692,15.0409,895.8580
1.4001,16.4410,895.8580
1.2040,17.6450,895.8580
1.6389,19.2840,895.8580
1.2918,20.5757,895.8580
1.4213,21.9971,895.8580
1.4533,23.4504,895.8580
1.8924,25.3428,895.8580
1.4342,26.7770,895.8580
1.7054,28.4824,895.8580
1.3865,29.8690,895.8580
1.6311,31.5001,895.8580
1.7268,33.2269,895.8580
1.6108,34.8376,895.8580
1.6671,36.5048,895.8580
2.0151,38.5199,895.8580
1.8399,40.3598,895.8580
2.1724,42.5322,895.8580
1.9546,44.4867,895.8580
2.1006,46.5873,895.8580
2.2005,48.7878,895.8580
2.4897,51.2774,895.8580
2.1752,53.4526,895.8580
2.5592,56.0118,895.8580
2.3079,58.3197,895.8580
2.1639,60.4835,895.8580
2.5470,63.0306,895.8580
2.5239,65.5545,895.8580
2.2664,67.8209,895.8580
2.9844,70.8053,895.8580
2.7222,73.5275,895.8580
3.0716,76.5991,895.8580
2.6575,79.2566,895.8580
2.8781,82.1346,895.8580
2.9391,85.0737,895.8580
3.5058,88.5795,895.8580
2.5465,91.1260,895.8580
2.8376,93.9636,895.8580
2.4920,96.4556,895.8580
2.8365,99.2922,895.8580
2.8988,102.1909,895.8580
2.8444,105.0353,895.8580
2.8103,107.8456,895.8580
3.6661,111.5117,895.8580
3.1002,114.6120,895.8580
3.5931,118.2051,895.8580
3.0576,121.2628,895.8580
3.2139,124.4766,895.8580
3.5020,127.9787,895.8580
3.8310,131.8096,895.8580
2.9414,134.7511,895.8580
3.6509,138.4020,895.8580
3.0452,141.4472,895.8580
3.0451,144.4923,895.8580
3.4377,147.9300,895.8580
3.2847,151.2147,895.8580
3.2343,154.4490,895.8580
4.1881,158.6371,895.8580
3.6602,162.2972,895.8580
3.9535,166.2507,895.8580
3.6505,169.9012,895.8580
4.1150,174.0162,895.8580
3.8728,177.8890,895.8580
4.4740,182.3631,895.8580
3.5467,185.9097,895.8580
4.0589,189.9686,895.8580
3.3669,193.3355,895.8580
3.6230,196.9585,895.8580
3.8163,200.7749,895.8580
3.7348,204.5097,895.8580
3.7983,208.3080,895.8580
5.0173,213.3253,895.8580
4.4089,217.7343,895.8580
4.7824,222.5167,895.8580
4.0521,226.5688,895.8580
4.1820,230.7508,895.8580
4.6059,235.3567,895.8580
4.9982,240.3549,895.8580
4.1011,244.4560,895.8580
4.6831,249.1392,895.8580
3.7951,252.9342,895.8580
4.1748,257.1090,895.8580
4.4314,261.5405,895.8580
4.2388,265.7792,895.8580
4.3023,270.0816,895.8580
5.4251,275.5066,895.8580
4.6229,280.1296,895.8580
5.4411,285.5707,895.8580
4.6276,290.1982,895.8580
4.8839,295.0821,895.8580
4.8979,299.9800,895.8580
5.4999,305.4799,895.8580
4.3595,309.8393,895.8580
5.3066,315.1460,895.8580
4.3077,319.4536,895.8580
4.8163,324.2699,895.8580
5.1105,329.3804,895.8580
