Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             1901.12           0.00             1901.12            25588.98 
3.92            3.32             0.00              0.00             7.24               25596.22 
0.04            1.66             0.00              0.00             1.70               25597.92 
0.03            1.44             0.00              0.00             1.47               25599.39 
0.03            1.55             0.00              0.00             1.58               25600.97 
0.03            1.51             0.00              0.00             1.54               25602.51 
0.03            1.46             0.00              0.00             1.49               25604.00 
0.03            1.62             0.00              0.00             1.65               25605.65 
0.03            1.65             0.00              0.00             1.68               25607.33 
0.03            1.61             0.00              0.00             1.64               25608.97 
0.03            1.56             0.00              0.00             1.59               25610.56 
0.03            1.61             0.00              0.00             1.64               25612.20 
0.03            1.59             0.00              0.00             1.62               25613.82 
0.03            1.32             0.00              0.00             1.35               25615.17 
0.03            1.59             0.00              0.00             1.62               25616.79 
0.03            1.61             0.00              0.00             1.64               25618.43 
0.03            1.33             0.00              0.00             1.36               25619.79 
0.04            1.22             0.00              0.00             1.26               25621.05 
0.03            1.32             0.00              0.00             1.35               25622.40 
0.03            1.50             0.00              0.00             1.53               25623.93 
0.03            1.54             0.00              0.00             1.57               25625.50 
0.03            1.59             0.00              0.00             1.62               25627.12 
0.03            1.58             0.00              0.00             1.61               25628.73 
0.03            3.20             0.00              0.00             3.23               25631.96 
0.03            1.51             0.00              0.00             1.54               25633.50 
0.03            3.20             0.00              0.00             3.23               25636.73 
0.03            1.24             0.00              0.00             1.27               25638.00 
0.03            1.47             0.00              0.00             1.50               25639.50 
0.03            1.59             0.00              0.00             1.62               25641.12 
0.03            1.47             0.00              0.00             1.50               25642.62 
0.03            1.57             0.00              0.00             1.60               25644.22 
0.03            1.60             0.00              0.00             1.63               25645.85 
0.03            1.56             0.00              0.00             1.59               25647.44 
0.03            1.53             0.00              0.00             1.56               25649.00 
0.03            0.21             0.00              0.00             0.24               25649.24 
0.02            0.16             0.00              0.00             0.18               25649.42 
0.02            0.17             0.00              0.00             0.19               25649.61 
0.02            0.16             0.00              0.00             0.18               25649.79 
0.02            1.45             0.00              0.00             1.47               25651.26 
0.03            0.16             0.00              0.00             0.19               25651.45 
0.02            1.38             0.00              0.00             1.40               25652.85 
0.03            0.14             0.00              0.00             0.17               25653.02 
0.03            0.18             0.00              0.00             0.21               25653.23 
0.02            0.18             0.00              0.00             0.20               25653.43 
0.02            0.16             0.00              0.00             0.18               25653.61 
0.02            0.14             0.00              0.00             0.16               25653.77 
0.02            0.19             0.00              0.00             0.21               25653.98 
0.02            0.18             0.00              0.00             0.20               25654.18 
0.02            0.18             0.00              0.00             0.20               25654.38 
0.02            0.17             0.00              0.00             0.19               25654.57 
0.01            0.17             0.00              0.00             0.18               25654.75 
0.02            0.18             0.00              0.00             0.20               25654.95 
0.02            1.34             0.00              0.00             1.36               25656.31 
0.03            0.17             0.00              0.00             0.20               25656.51 
0.02            0.16             0.00              0.00             0.18               25656.69 
0.02            1.33             0.00              0.00             1.35               25658.04 
0.02            0.19             0.00              0.00             0.21               25658.25 
0.02            0.16             0.00              0.00             0.18               25658.43 
0.02            0.16             0.00              0.00             0.18               25658.61 
0.02            0.16             0.00              0.00             0.18               25658.79 
0.03            0.16             0.00              0.00             0.19               25658.98 
0.02            0.16             0.00              0.00             0.18               25659.16 
0.01            0.16             0.00              0.00             0.17               25659.33 
0.02            0.16             0.00              0.00             0.18               25659.51 
0.02            0.16             0.00              0.00             0.18               25659.69 
0.02            0.17             0.00              0.00             0.19               25659.88 
0.02            0.16             0.00              0.00             0.18               25660.06 
0.02            0.16             0.00              0.00             0.18               25660.24 
0.02            0.18             0.00              0.00             0.20               25660.44 
0.02            0.17             0.00              0.00             0.19               25660.63 
0.02            0.15             0.00              0.00             0.17               25660.80 
0.02            0.14             0.00              0.00             0.16               25660.96 
0.02            0.19             0.00              0.00             0.21               25661.17 
0.02            0.18             0.00              0.00             0.20               25661.37 
0.02            0.17             0.00              0.00             0.19               25661.56 
0.02            1.37             0.00              0.00             1.39               25662.95 
0.03            1.36             0.00              0.00             1.39               25664.34 
0.03            0.14             0.00              0.00             0.17               25664.51 
0.02            0.16             0.00              0.00             0.18               25664.69 
0.02            0.16             0.00              0.00             0.18               25664.87 
0.02            0.19             0.00              0.00             0.21               25665.08 
0.02            0.19             0.00              0.00             0.21               25665.29 
0.02            0.19             0.00              0.00             0.21               25665.50 
0.02            0.19             0.00              0.00             0.21               25665.71 
0.02            0.19             0.00              0.00             0.21               25665.92 
0.02            1.57             0.00              0.00             1.59               25667.51 
0.03            0.19             0.00              0.00             0.22               25667.73 
0.02            0.19             0.00              0.00             0.21               25667.94 
0.02            0.19             0.00              0.00             0.21               25668.15 
0.02            1.48             0.00              0.00             1.50               25669.65 
0.02            0.19             0.00              0.00             0.21               25669.86 
0.02            0.18             0.00              0.00             0.20               25670.06 
0.02            0.18             0.00              0.00             0.20               25670.26 
0.02            0.18             0.00              0.00             0.20               25670.46 
0.02            0.18             0.00              0.00             0.20               25670.66 
0.02            0.19             0.00              0.00             0.21               25670.87 
0.02            0.18             0.00              0.00             0.20               25671.07 
0.02            0.19             0.00              0.00             0.21               25671.28 
0.01            0.17             0.00              0.00             0.18               25671.46 
0.02            0.16             0.00              0.00             0.18               25671.64 
0.02            0.17             0.00              0.00             0.19               25671.83 
0.02            0.16             0.00              0.00             0.18               25672.01 
0.02            0.16             0.00              0.00             0.18               25672.19 
0.02            0.16             0.00              0.00             0.18               25672.37 
0.01            0.16             0.00              0.00             0.17               25672.54 
0.02            0.16             0.00              0.00             0.18               25672.72 
0.02            0.17             0.00              0.00             0.19               25672.91 
0.02            0.16             0.00              0.00             0.18               25673.09 
0.01            0.16             0.00              0.00             0.17               25673.26 
0.02            1.39             0.00              0.00             1.41               25674.67 
0.02            1.42             0.00              0.00             1.44               25676.11 
0.02            0.19             0.00              0.00             0.21               25676.32 
0.02            0.18             0.00              0.00             0.20               25676.52 
0.02            0.15             0.00              0.00             0.17               25676.69 
0.02            1.50             0.00              0.00             1.52               25678.21 
0.03            1.44             0.00              0.00             1.47               25679.68 
0.03            0.18             0.00              0.00             0.21               25679.89 
0.02            0.14             0.00              0.00             0.16               25680.05 
0.02            0.16             0.00              0.00             0.18               25680.23 
0.02            0.17             0.00              0.00             0.19               25680.42 
0.02            0.15             0.00              0.00             0.17               25680.59 
0.02            0.19             0.00              0.00             0.21               25680.80 
0.02            0.19             0.00              0.00             0.21               25681.01 
0.02            0.18             0.00              0.00             0.20               25681.21 
0.02            0.18             0.00              0.00             0.20               25681.41 
0.02            0.18             0.00              0.00             0.20               25681.61 
0.02            0.18             0.00              0.00             0.20               25681.81 
0.02            0.18             0.00              0.00             0.20               25682.01 
0.02            0.17             0.00              0.00             0.19               25682.20 
0.02            0.17             0.00              0.00             0.19               25682.39 
0.02            0.17             0.00              0.00             0.19               25682.58 
0.02            0.17             0.00              0.00             0.19               25682.77 
0.01            0.18             0.00              0.00             0.19               25682.96 
0.02            1.39             0.00              0.00             1.41               25684.37 
0.03            0.17             0.00              0.00             0.20               25684.57 
0.02            0.17             0.00              0.00             0.19               25684.76 
0.02            1.45             0.00              0.00             1.47               25686.23 
0.03            0.18             0.00              0.00             0.21               25686.44 
0.02            0.18             0.00              0.00             0.20               25686.64 
0.02            0.19             0.00              0.00             0.21               25686.85 
0.02            0.18             0.00              0.00             0.20               25687.05 
0.02            1.46             0.00              0.00             1.48               25688.53 
0.03            0.17             0.00              0.00             0.20               25688.73 
0.02            0.15             0.00              0.00             0.17               25688.90 
0.02            0.18             0.00              0.00             0.20               25689.10 
0.02            0.18             0.00              0.00             0.20               25689.30 
0.02            0.18             0.00              0.00             0.20               25689.50 
0.02            0.19             0.00              0.00             0.21               25689.71 
0.02            0.16             0.00              0.00             0.18               25689.89 
0.02            1.44             0.00              0.00             1.46               25691.35 
0.03            0.19             0.00              0.00             0.22               25691.57 
0.02            0.15             0.00              0.00             0.17               25691.74 
0.02            0.18             0.00              0.00             0.20               25691.94 
0.02            0.14             0.00              0.00             0.16               25692.10 
0.02            1.36             0.00              0.00             1.38               25693.48 
0.02            0.17             0.00              0.00             0.19               25693.67 
0.02            0.17             0.00              0.00             0.19               25693.86 
0.02            0.17             0.00              0.00             0.19               25694.05 
0.02            0.17             0.00              0.00             0.19               25694.24 
0.01            0.17             0.00              0.00             0.18               25694.42 
0.02            0.17             0.00              0.00             0.19               25694.61 
0.02            0.17             0.00              0.00             0.19               25694.80 
0.01            0.17             0.00              0.00             0.18               25694.98 
0.02            1.41             0.00              0.00             1.43               25696.41 
0.02            0.18             0.00              0.00             0.20               25696.61 
0.02            0.18             0.00              0.00             0.20               25696.81 
0.02            0.18             0.00              0.00             0.20               25697.01 
0.02            0.16             0.00              0.00             0.18               25697.19 
0.02            1.49             0.00              0.00             1.51               25698.70 
0.03            0.15             0.00              0.00             0.18               25698.88 
0.02            0.19             0.00              0.00             0.21               25699.09 
0.02            0.19             0.00              0.00             0.21               25699.30 
0.02            0.18             0.00              0.00             0.20               25699.50 
0.02            0.17             0.00              0.00             0.19               25699.69 
0.02            0.15             0.00              0.00             0.17               25699.86 
0.02            0.16             0.00              0.00             0.18               25700.04 
0.02            0.19             0.00              0.00             0.21               25700.25 
0.02            0.15             0.00              0.00             0.17               25700.42 
0.02            1.42             0.00              0.00             1.44               25701.86 
0.03            0.18             0.00              0.00             0.21               25702.07 
0.02            0.18             0.00              0.00             0.20               25702.27 
0.02            0.17             0.00              0.00             0.19               25702.46 
0.02            0.17             0.00              0.00             0.19               25702.65 
0.02            1.39             0.00              0.00             1.41               25704.06 
0.02            0.18             0.00              0.00             0.20               25704.26 
0.02            1.38             0.00              0.00             1.40               25705.66 
0.02            0.20             0.00              0.00             0.22               25705.88 
0.02            0.18             0.00              0.00             0.20               25706.08 
0.02            0.18             0.00              0.00             0.20               25706.28 
0.02            0.18             0.00              0.00             0.20               25706.48 
0.02            0.18             0.00              0.00             0.20               25706.68 
0.02            0.15             0.00              0.00             0.17               25706.85 
0.02            0.16             0.00              0.00             0.18               25707.03 
0.03            1.22             0.00              0.00             1.25               25708.28 
0.02            0.15             0.00              0.00             0.17               25708.45 
0.02            0.15             0.00              0.00             0.17               25708.62 
0.02            0.18             0.00              0.00             0.20               25708.82 
0.02            0.15             0.00              0.00             0.17               25708.99 
0.02            1.24             0.00              0.00             1.26               25710.25 
0.03            0.15             0.00              0.00             0.18               25710.43 
0.02            0.15             0.00              0.00             0.17               25710.60 
0.02            0.15             0.00              0.00             0.17               25710.77 
