Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            41.48         0.00             0.00             41.48              1091.15  
0.36            0.00          0.11             0.00             0.47               1091.62  
0.04            0.00          0.06             0.00             0.10               1091.72  
0.03            0.00          0.07             0.00             0.10               1091.82  
0.02            0.00          0.04             0.00             0.06               1091.88  
0.02            0.00          0.06             0.00             0.08               1091.96  
0.02            0.00          0.04             0.00             0.06               1092.02  
0.02            0.00          0.04             0.00             0.06               1092.08  
0.02            0.00          0.05             0.00             0.07               1092.15  
0.02            0.00          0.04             0.00             0.06               1092.21  
0.02            0.00          0.03             0.00             0.05               1092.26  
0.02            0.00          0.03             0.00             0.05               1092.31  
0.02            0.00          0.05             0.00             0.07               1092.38  
0.02            0.00          0.03             0.00             0.05               1092.43  
0.02            0.00          0.04             0.00             0.06               1092.49  
0.02            0.00          0.03             0.00             0.05               1092.54  
0.02            0.00          0.03             0.00             0.05               1092.59  
0.02            0.00          0.02             0.00             0.04               1092.63  
0.02            0.00          0.03             0.00             0.05               1092.68  
0.02            0.00          0.02             0.00             0.04               1092.72  
0.02            0.00          0.02             0.00             0.04               1092.76  
0.03            0.00          0.02             0.00             0.05               1092.81  
0.02            0.00          0.03             0.00             0.05               1092.86  
0.02            0.00          0.02             0.00             0.04               1092.90  
0.02            0.00          0.04             0.00             0.06               1092.96  
0.02            0.00          0.03             0.00             0.05               1093.01  
0.02            0.00          0.03             0.00             0.05               1093.06  
0.02            0.00          0.03             0.00             0.05               1093.11  
0.02            0.00          0.02             0.00             0.04               1093.15  
0.02            0.00          0.02             0.00             0.04               1093.19  
0.02            0.00          0.02             0.00             0.04               1093.23  
0.02            0.00          0.03             0.00             0.05               1093.28  
0.02            0.00          0.01             0.00             0.03               1093.31  
0.02            0.00          0.02             0.00             0.04               1093.35  
0.02            0.00          0.01             0.00             0.03               1093.38  
0.02            0.00          0.01             0.00             0.03               1093.41  
0.02            0.00          0.01             0.00             0.03               1093.44  
0.02            0.00          0.01             0.00             0.03               1093.47  
0.02            0.00          0.02             0.00             0.04               1093.51  
0.04            0.00          0.04             0.00             0.08               1093.59  
0.02            0.00          0.04             0.00             0.06               1093.65  
0.02            0.00          0.04             0.00             0.06               1093.71  
0.02            0.00          0.03             0.00             0.05               1093.76  
0.02            0.00          0.01             0.00             0.03               1093.79  
0.03            0.00          0.01             0.00             0.04               1093.83  
0.02            0.00          0.01             0.00             0.03               1093.86  
0.03            0.00          0.01             0.00             0.04               1093.90  
0.02            0.00          0.01             0.00             0.03               1093.93  
0.02            0.00          0.02             0.00             0.04               1093.97  
0.02            0.00          0.01             0.00             0.03               1094.00  
0.03            0.00          0.01             0.00             0.04               1094.04  
0.02            0.00          0.01             0.00             0.03               1094.07  
0.02            0.00          0.01             0.00             0.03               1094.10  
0.02            0.00          0.01             0.00             0.03               1094.13  
0.02            0.00          0.01             0.00             0.03               1094.16  
0.02            0.00          0.01             0.00             0.03               1094.19  
0.03            0.00          0.00             0.00             0.03               1094.22  
0.02            0.00          0.00             0.00             0.02               1094.24  
0.02            0.00          0.00             0.00             0.02               1094.26  
0.03            0.00          0.00             0.00             0.03               1094.29  
0.02            0.00          0.00             0.00             0.02               1094.31  
0.03            0.00          0.00             0.00             0.03               1094.34  
0.02            0.00          0.00             0.00             0.02               1094.36  
0.02            0.00          0.00             0.00             0.02               1094.38  
0.03            0.00          0.00             0.00             0.03               1094.41  
0.00            0.00          0.00             0.84             0.84               1095.25  
