SingleRound,AllRound,WholeTime
0.0034,0.0034,7.0329
0.0026,0.0060,7.0329
0.0025,0.0085,7.0329
0.0025,0.0110,7.0329
0.0025,0.0134,7.0329
0.0026,0.0160,7.0329
0.0024,0.0184,7.0329
0.0026,0.0210,7.0329
0.0027,0.0237,7.0329
0.0026,0.0262,7.0329
0.0026,0.0288,7.0329
0.0142,0.0431,7.0329
0.0183,0.0613,7.0329
0.0242,0.0855,7.0329
0.0337,0.1192,7.0329
0.0390,0.1582,7.0329
0.0393,0.1975,7.0329
0.0452,0.2426,7.0329
0.0528,0.2954,7.0329
0.0537,0.3492,7.0329
0.0645,0.4137,7.0329
0.0631,0.4768,7.0329
0.0610,0.5378,7.0329
0.0687,0.6064,7.0329
0.0835,0.6899,7.0329
0.0857,0.7756,7.0329
0.0921,0.8677,7.0329
0.0770,0.9447,7.0329
0.0877,1.0324,7.0329
0.1100,1.1423,7.0329
0.1043,1.2466,7.0329
0.1110,1.3577,7.0329
0.1030,1.4607,7.0329
0.1287,1.5894,7.0329
0.1462,1.7356,7.0329
0.1391,1.8747,7.0329
