SingleRound,AllRound,WholeTime
0.0054,0.0054,18.1379
0.0050,0.0104,18.1379
0.0034,0.0138,18.1379
0.0034,0.0172,18.1379
0.0037,0.0209,18.1379
0.0035,0.0245,18.1379
0.0060,0.0305,18.1379
0.0060,0.0364,18.1379
0.0043,0.0407,18.1379
0.0036,0.0443,18.1379
0.0037,0.0481,18.1379
0.0066,0.0546,18.1379
0.0067,0.0613,18.1379
0.0215,0.0828,18.1379
0.0346,0.1174,18.1379
0.0520,0.1693,18.1379
0.0348,0.2042,18.1379
0.0449,0.2490,18.1379
0.0507,0.2997,18.1379
0.0487,0.3485,18.1379
0.0513,0.3998,18.1379
0.0595,0.4593,18.1379
0.0654,0.5247,18.1379
0.0767,0.6015,18.1379
0.0888,0.6902,18.1379
0.0832,0.7734,18.1379
0.0818,0.8552,18.1379
0.0892,0.9444,18.1379
0.1105,1.0550,18.1379
0.1148,1.1697,18.1379
0.1289,1.2986,18.1379
0.1273,1.4259,18.1379
0.1121,1.5380,18.1379
0.1361,1.6742,18.1379
0.1594,1.8335,18.1379
0.1472,1.9808,18.1379
0.1647,2.1455,18.1379
0.1788,2.3242,18.1379
0.1669,2.4911,18.1379
0.1853,2.6765,18.1379
0.2179,2.8944,18.1379
0.2034,3.0977,18.1379
0.2260,3.3238,18.1379
0.2399,3.5637,18.1379
0.2170,3.7807,18.1379
0.2642,4.0449,18.1379
0.2867,4.3315,18.1379
0.2884,4.6199,18.1379
0.2861,4.9060,18.1379
