SingleRound,AllRound,WholeTime
0.0027,0.0027,2.8819
0.0018,0.0045,2.8819
0.0018,0.0063,2.8819
0.0018,0.0082,2.8819
0.0017,0.0099,2.8819
0.0018,0.0117,2.8819
0.0019,0.0137,2.8819
0.0019,0.0156,2.8819
0.0018,0.0174,2.8819
0.0134,0.0307,2.8819
0.0175,0.0482,2.8819
0.0237,0.0719,2.8819
0.0309,0.1028,2.8819
0.0321,0.1349,2.8819
0.0369,0.1719,2.8819
0.0436,0.2155,2.8819
0.0484,0.2639,2.8819
0.0512,0.3151,2.8819
0.0509,0.3660,2.8819
0.0669,0.4329,2.8819
0.0631,0.4960,2.8819
0.0654,0.5614,2.8819
0.0510,0.6124,2.8819
0.0716,0.6840,2.8819
0.0655,0.7495,2.8819
