SingleRound,AllRound,WholeTime
0.0102,0.0102,233.7954
0.0078,0.0181,233.7954
0.0080,0.0261,233.7954
0.0083,0.0343,233.7954
0.0087,0.0430,233.7954
0.0090,0.0520,233.7954
0.0089,0.0609,233.7954
0.0089,0.0698,233.7954
0.0093,0.0791,233.7954
0.0091,0.0882,233.7954
0.0089,0.0971,233.7954
0.0092,0.1063,233.7954
0.0095,0.1158,233.7954
0.0097,0.1255,233.7954
0.0095,0.1350,233.7954
0.0096,0.1446,233.7954
0.0098,0.1543,233.7954
0.0101,0.1644,233.7954
0.0099,0.1743,233.7954
0.0251,0.1994,233.7954
0.0258,0.2252,233.7954
0.0326,0.2578,233.7954
0.0445,0.3023,233.7954
0.0482,0.3505,233.7954
0.0602,0.4106,233.7954
0.0688,0.4794,233.7954
0.0790,0.5584,233.7954
0.0806,0.6390,233.7954
0.0916,0.7307,233.7954
0.0927,0.8234,233.7954
0.0985,0.9219,233.7954
0.1223,1.0441,233.7954
0.1171,1.1613,233.7954
0.1338,1.2950,233.7954
0.1474,1.4424,233.7954
0.1538,1.5962,233.7954
0.1712,1.7674,233.7954
0.1693,1.9367,233.7954
0.1755,2.1122,233.7954
0.1900,2.3022,233.7954
0.2066,2.5087,233.7954
0.2210,2.7297,233.7954
0.2376,2.9673,233.7954
0.2392,3.2065,233.7954
0.2564,3.4629,233.7954
0.2720,3.7350,233.7954
0.2722,4.0072,233.7954
0.2765,4.2837,233.7954
0.2845,4.5682,233.7954
0.3137,4.8819,233.7954
0.3294,5.2113,233.7954
0.3336,5.5449,233.7954
0.3512,5.8961,233.7954
0.3946,6.2907,233.7954
0.4105,6.7013,233.7954
0.4087,7.1099,233.7954
0.3917,7.5017,233.7954
0.4160,7.9177,233.7954
0.4563,8.3740,233.7954
0.4890,8.8630,233.7954
0.4575,9.3205,233.7954
0.4721,9.7925,233.7954
0.5130,10.3055,233.7954
0.5312,10.8367,233.7954
0.5511,11.3879,233.7954
0.5487,11.9365,233.7954
0.5820,12.5185,233.7954
0.6003,13.1188,233.7954
0.6572,13.7760,233.7954
0.6351,14.4111,233.7954
0.6595,15.0706,233.7954
0.6960,15.7666,233.7954
0.7273,16.4939,233.7954
0.7530,17.2469,233.7954
0.7275,17.9744,233.7954
0.8007,18.7751,233.7954
0.8585,19.6336,233.7954
0.9284,20.5620,233.7954
0.8574,21.4194,233.7954
0.8769,22.2963,233.7954
0.9193,23.2156,233.7954
0.9574,24.1730,233.7954
1.0266,25.1996,233.7954
1.0080,26.2076,233.7954
1.0587,27.2663,233.7954
1.0839,28.3501,233.7954
1.1349,29.4850,233.7954
1.1586,30.6437,233.7954
1.1643,31.8079,233.7954
1.2095,33.0174,233.7954
1.3014,34.3188,233.7954
1.2732,35.5920,233.7954
1.2448,36.8368,233.7954
1.4106,38.2473,233.7954
1.3916,39.6389,233.7954
1.4991,41.1380,233.7954
1.4375,42.5755,233.7954
1.4843,44.0599,233.7954
1.5371,45.5970,233.7954
1.6040,47.2010,233.7954
