SingleRound,AllRound,WholeTime
0.0061,0.0061,46.0164
0.0047,0.0108,46.0164
0.0044,0.0152,46.0164
0.0043,0.0195,46.0164
0.0046,0.0241,46.0164
0.0053,0.0294,46.0164
0.0049,0.0343,46.0164
0.0051,0.0394,46.0164
0.0047,0.0440,46.0164
0.0049,0.0489,46.0164
0.0048,0.0537,46.0164
0.0051,0.0588,46.0164
0.0052,0.0640,46.0164
0.0052,0.0692,46.0164
0.0052,0.0745,46.0164
0.0194,0.0939,46.0164
0.0219,0.1158,46.0164
0.0285,0.1442,46.0164
0.0410,0.1852,46.0164
0.0411,0.2264,46.0164
0.0502,0.2766,46.0164
0.0540,0.3306,46.0164
0.0582,0.3888,46.0164
0.0606,0.4494,46.0164
0.0705,0.5199,46.0164
0.0735,0.5933,46.0164
0.0911,0.6844,46.0164
0.0911,0.7756,46.0164
0.1021,0.8776,46.0164
0.1065,0.9841,46.0164
0.1009,1.0851,46.0164
0.1138,1.1989,46.0164
0.1427,1.3416,46.0164
0.1402,1.4818,46.0164
0.1573,1.6391,46.0164
0.1623,1.8013,46.0164
0.1652,1.9666,46.0164
0.1529,2.1194,46.0164
0.1812,2.3006,46.0164
0.2086,2.5092,46.0164
0.1970,2.7062,46.0164
0.2063,2.9125,46.0164
0.2351,3.1476,46.0164
0.2367,3.3843,46.0164
0.2263,3.6106,46.0164
0.2669,3.8775,46.0164
0.2798,4.1573,46.0164
0.2730,4.4303,46.0164
0.2994,4.7297,46.0164
0.3056,5.0354,46.0164
0.3299,5.3652,46.0164
0.3067,5.6719,46.0164
0.3466,6.0185,46.0164
0.3808,6.3992,46.0164
0.3760,6.7752,46.0164
0.3997,7.1750,46.0164
0.4040,7.5789,46.0164
0.4332,8.0121,46.0164
0.4135,8.4256,46.0164
0.4786,8.9042,46.0164
0.4802,9.3844,46.0164
0.4644,9.8488,46.0164
0.4969,10.3458,46.0164
0.5192,10.8650,46.0164
