Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             19.32             0.00             19.32              237.25   
0.31            0.10             0.00              0.00             0.41               237.66   
0.05            0.08             0.00              0.00             0.13               237.79   
0.04            0.06             0.00              0.00             0.10               237.89   
0.03            0.06             0.00              0.00             0.09               237.98   
0.03            0.05             0.00              0.00             0.08               238.06   
0.03            0.05             0.00              0.00             0.08               238.14   
0.04            0.07             0.00              0.00             0.11               238.25   
0.03            0.05             0.00              0.00             0.08               238.33   
0.03            0.04             0.00              0.00             0.07               238.40   
0.03            0.05             0.00              0.00             0.08               238.48   
0.03            0.04             0.00              0.00             0.07               238.55   
0.03            0.03             0.00              0.00             0.06               238.61   
0.03            0.03             0.00              0.00             0.06               238.67   
0.03            0.04             0.00              0.00             0.07               238.74   
0.03            0.03             0.00              0.00             0.06               238.80   
0.03            0.03             0.00              0.00             0.06               238.86   
0.03            0.04             0.00              0.00             0.07               238.93   
0.04            0.03             0.00              0.00             0.07               239.00   
0.03            0.04             0.00              0.00             0.07               239.07   
0.02            0.03             0.00              0.00             0.05               239.12   
0.02            0.03             0.00              0.00             0.05               239.17   
0.02            0.03             0.00              0.00             0.05               239.22   
0.02            0.04             0.00              0.00             0.06               239.28   
0.03            0.04             0.00              0.00             0.07               239.35   
0.03            0.03             0.00              0.00             0.06               239.41   
0.04            0.02             0.00              0.00             0.06               239.47   
0.03            0.03             0.00              0.00             0.06               239.53   
0.03            0.02             0.00              0.00             0.05               239.58   
0.03            0.02             0.00              0.00             0.05               239.63   
0.03            0.03             0.00              0.00             0.06               239.69   
0.03            0.01             0.00              0.00             0.04               239.73   
0.03            0.02             0.00              0.00             0.05               239.78   
0.02            0.02             0.00              0.00             0.04               239.82   
0.02            0.02             0.00              0.00             0.04               239.86   
0.03            0.00             0.00              0.00             0.03               239.89   
0.00            0.00             0.00              1.91             1.91               241.80   
