Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             6.72              0.00             6.72               116.30   
0.66            0.17             0.00              0.00             0.83               117.13   
0.14            0.16             0.00              0.00             0.30               117.43   
0.10            0.12             0.00              0.00             0.22               117.65   
0.09            0.12             0.00              0.00             0.21               117.86   
0.08            0.15             0.00              0.00             0.23               118.09   
0.08            0.11             0.00              0.00             0.19               118.28   
0.07            0.10             0.00              0.00             0.17               118.45   
0.08            0.11             0.00              0.00             0.19               118.64   
0.08            0.11             0.00              0.00             0.19               118.83   
0.08            0.09             0.00              0.00             0.17               119.00   
0.12            0.09             0.00              0.00             0.21               119.21   
0.09            0.10             0.00              0.00             0.19               119.40   
0.09            0.08             0.00              0.00             0.17               119.57   
0.08            0.08             0.00              0.00             0.16               119.73   
0.08            0.07             0.00              0.00             0.15               119.88   
0.08            0.08             0.00              0.00             0.16               120.04   
0.07            0.07             0.00              0.00             0.14               120.18   
0.08            0.08             0.00              0.00             0.16               120.34   
0.09            0.05             0.00              0.00             0.14               120.48   
0.09            0.05             0.00              0.00             0.14               120.62   
0.08            0.04             0.00              0.00             0.12               120.74   
0.08            0.04             0.00              0.00             0.12               120.86   
0.08            0.04             0.00              0.00             0.12               120.98   
0.00            0.00             0.00              4.64             4.64               125.62   
