Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             37.33             0.00             37.33              330.03   
0.58            0.15             0.00              0.00             0.73               330.76   
0.07            0.16             0.00              0.00             0.23               330.99   
0.07            0.09             0.00              0.00             0.16               331.15   
0.06            0.10             0.00              0.00             0.16               331.31   
0.05            0.08             0.00              0.00             0.13               331.44   
0.04            0.22             0.00              0.00             0.26               331.70   
0.06            0.11             0.00              0.00             0.17               331.87   
0.06            0.15             0.00              0.00             0.21               332.08   
0.06            0.08             0.00              0.00             0.14               332.22   
0.06            0.09             0.00              0.00             0.15               332.37   
0.05            0.10             0.00              0.00             0.15               332.52   
0.05            0.06             0.00              0.00             0.11               332.63   
0.05            0.06             0.00              0.00             0.11               332.74   
0.04            0.08             0.00              0.00             0.12               332.86   
0.05            0.06             0.00              0.00             0.11               332.97   
0.05            0.05             0.00              0.00             0.10               333.07   
0.06            0.05             0.00              0.00             0.11               333.18   
0.05            0.08             0.00              0.00             0.13               333.31   
0.05            0.07             0.00              0.00             0.12               333.43   
0.05            0.05             0.00              0.00             0.10               333.53   
0.05            0.05             0.00              0.00             0.10               333.63   
0.05            0.05             0.00              0.00             0.10               333.73   
0.05            0.05             0.00              0.00             0.10               333.83   
0.05            0.06             0.00              0.00             0.11               333.94   
0.05            0.11             0.00              0.00             0.16               334.10   
0.06            0.05             0.00              0.00             0.11               334.21   
0.05            0.04             0.00              0.00             0.09               334.30   
0.05            0.03             0.00              0.00             0.08               334.38   
0.04            0.04             0.00              0.00             0.08               334.46   
0.04            0.04             0.00              0.00             0.08               334.54   
0.04            0.05             0.00              0.00             0.09               334.63   
0.05            0.04             0.00              0.00             0.09               334.72   
0.04            0.03             0.00              0.00             0.07               334.79   
0.07            0.04             0.00              0.00             0.11               334.90   
0.05            0.03             0.00              0.00             0.08               334.98   
0.00            0.00             0.00              2.72             2.72               337.70   
