Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             76.36             0.00             76.36              507.45   
1.19            1.28             0.00              0.00             2.47               509.92   
0.47            0.61             0.00              0.00             1.08               511.00   
0.31            0.58             0.00              0.00             0.89               511.89   
0.26            0.73             0.00              0.00             0.99               512.88   
0.30            0.55             0.00              0.00             0.85               513.73   
0.22            0.71             0.00              0.00             0.93               514.66   
0.25            0.65             0.00              0.00             0.90               515.56   
0.17            0.58             0.00              0.00             0.75               516.31   
0.16            0.76             0.00              0.00             0.92               517.23   
0.18            0.46             0.00              0.00             0.64               517.87   
0.08            8.10             0.00              0.00             8.18               526.05   
0.32            0.36             0.00              0.00             0.68               526.73   
0.15            0.82             0.00              0.00             0.97               527.70   
0.24            0.34             0.00              0.00             0.58               528.28   
0.11            0.47             0.00              0.00             0.58               528.86   
0.11            0.30             0.00              0.00             0.41               529.27   
0.07            0.61             0.00              0.00             0.68               529.95   
0.28            0.35             0.00              0.00             0.63               530.58   
0.14            0.33             0.00              0.00             0.47               531.05   
0.15            0.42             0.00              0.00             0.57               531.62   
0.11            0.41             0.00              0.00             0.52               532.14   
0.08            0.50             0.00              0.00             0.58               532.72   
0.22            0.77             0.00              0.00             0.99               533.71   
0.29            0.63             0.00              0.00             0.92               534.63   
0.22            0.45             0.00              0.00             0.67               535.30   
0.12            0.43             0.00              0.00             0.55               535.85   
0.12            0.40             0.00              0.00             0.52               536.37   
0.08            0.55             0.00              0.00             0.63               537.00   
0.23            0.30             0.00              0.00             0.53               537.53   
0.11            0.68             0.00              0.00             0.79               538.32   
0.15            0.29             0.00              0.00             0.44               538.76   
0.06            0.48             0.00              0.00             0.54               539.30   
0.17            0.47             0.00              0.00             0.64               539.94   
0.17            0.48             0.00              0.00             0.65               540.59   
0.12            0.70             0.00              0.00             0.82               541.41   
0.13            0.55             0.00              0.00             0.68               542.09   
0.16            0.27             0.00              0.00             0.43               542.52   
0.07            0.30             0.00              0.00             0.37               542.89   
0.10            0.49             0.00              0.00             0.59               543.48   
0.12            0.76             0.00              0.00             0.88               544.36   
0.19            0.53             0.00              0.00             0.72               545.08   
0.11            0.28             0.00              0.00             0.39               545.47   
0.14            0.45             0.00              0.00             0.59               546.06   
0.19            0.51             0.00              0.00             0.70               546.76   
0.18            0.24             0.00              0.00             0.42               547.18   
0.06            0.23             0.00              0.00             0.29               547.47   
0.05            0.34             0.00              0.00             0.39               547.86   
0.13            0.23             0.00              0.00             0.36               548.22   
0.06            0.64             0.00              0.00             0.70               548.92   
0.41            0.50             0.00              0.00             0.91               549.83   
0.18            0.30             0.00              0.00             0.48               550.31   
0.06            0.28             0.00              0.00             0.34               550.65   
0.06            0.25             0.00              0.00             0.31               550.96   
0.06            0.22             0.00              0.00             0.28               551.24   
0.06            0.50             0.00              0.00             0.56               551.80   
0.21            0.47             0.00              0.00             0.68               552.48   
0.18            0.29             0.00              0.00             0.47               552.95   
0.10            0.30             0.00              0.00             0.40               553.35   
0.10            0.47             0.00              0.00             0.57               553.92   
0.11            0.27             0.00              0.00             0.38               554.30   
0.10            0.21             0.00              0.00             0.31               554.61   
0.05            0.24             0.00              0.00             0.29               554.90   
0.10            0.21             0.00              0.00             0.31               555.21   
0.06            0.36             0.00              0.00             0.42               555.63   
0.07            0.49             0.00              0.00             0.56               556.19   
0.21            0.24             0.00              0.00             0.45               556.64   
0.09            0.41             0.00              0.00             0.50               557.14   
0.11            0.21             0.00              0.00             0.32               557.46   
0.06            0.71             0.00              0.00             0.77               558.23   
0.27            0.66             0.00              0.00             0.93               559.16   
0.22            0.63             0.00              0.00             0.85               560.01   
0.12            0.41             0.00              0.00             0.53               560.54   
0.12            0.44             0.00              0.00             0.56               561.10   
0.07            0.40             0.00              0.00             0.47               561.57   
0.11            0.41             0.00              0.00             0.52               562.09   
0.12            0.38             0.00              0.00             0.50               562.59   
0.07            0.21             0.00              0.00             0.28               562.87   
0.06            0.22             0.00              0.00             0.28               563.15   
0.07            0.48             0.00              0.00             0.55               563.70   
0.18            0.31             0.00              0.00             0.49               564.19   
0.10            0.30             0.00              0.00             0.40               564.59   
0.10            0.50             0.00              0.00             0.60               565.19   
0.12            0.21             0.00              0.00             0.33               565.52   
0.07            0.21             0.00              0.00             0.28               565.80   
0.05            0.48             0.00              0.00             0.53               566.33   
0.16            0.22             0.00              0.00             0.38               566.71   
0.05            0.24             0.00              0.00             0.29               567.00   
0.11            0.41             0.00              0.00             0.52               567.52   
0.11            0.42             0.00              0.00             0.53               568.05   
0.12            0.62             0.00              0.00             0.74               568.79   
0.13            0.31             0.00              0.00             0.44               569.23   
0.10            0.49             0.00              0.00             0.59               569.82   
0.12            0.57             0.00              0.00             0.69               570.51   
0.12            0.47             0.00              0.00             0.59               571.10   
0.12            0.51             0.00              0.00             0.63               571.73   
0.12            0.61             0.00              0.00             0.73               572.46   
0.11            0.30             0.00              0.00             0.41               572.87   
0.13            0.18             0.00              0.00             0.31               573.18   
0.05            0.46             0.00              0.00             0.51               573.69   
0.19            0.20             0.00              0.00             0.39               574.08   
0.05            0.17             0.00              0.00             0.22               574.30   
0.05            0.50             0.00              0.00             0.55               574.85   
0.19            0.24             0.00              0.00             0.43               575.28   
0.05            0.21             0.00              0.00             0.26               575.54   
0.05            0.31             0.00              0.00             0.36               575.90   
0.14            0.24             0.00              0.00             0.38               576.28   
0.06            0.33             0.00              0.00             0.39               576.67   
0.14            0.47             0.00              0.00             0.61               577.28   
0.15            0.29             0.00              0.00             0.44               577.72   
0.10            0.37             0.00              0.00             0.47               578.19   
0.07            0.21             0.00              0.00             0.28               578.47   
0.06            0.22             0.00              0.00             0.28               578.75   
0.06            0.42             0.00              0.00             0.48               579.23   
0.18            0.25             0.00              0.00             0.43               579.66   
0.09            0.43             0.00              0.00             0.52               580.18   
0.14            0.22             0.00              0.00             0.36               580.54   
0.05            0.66             0.00              0.00             0.71               581.25   
0.19            0.22             0.00              0.00             0.41               581.66   
0.05            0.21             0.00              0.00             0.26               581.92   
0.06            0.29             0.00              0.00             0.35               582.27   
0.11            0.31             0.00              0.00             0.42               582.69   
0.10            0.36             0.00              0.00             0.46               583.15   
0.08            0.16             0.00              0.00             0.24               583.39   
0.05            0.16             0.00              0.00             0.21               583.60   
0.05            0.50             0.00              0.00             0.55               584.15   
0.23            0.26             0.00              0.00             0.49               584.64   
0.09            0.38             0.00              0.00             0.47               585.11   
0.11            0.23             0.00              0.00             0.34               585.45   
0.06            0.17             0.00              0.00             0.23               585.68   
0.04            0.16             0.00              0.00             0.20               585.88   
0.05            0.60             0.00              0.00             0.65               586.53   
0.22            0.47             0.00              0.00             0.69               587.22   
0.18            0.42             0.00              0.00             0.60               587.82   
0.11            0.42             0.00              0.00             0.53               588.35   
0.11            0.56             0.00              0.00             0.67               589.02   
0.08            0.51             0.00              0.00             0.59               589.61   
0.15            0.37             0.00              0.00             0.52               590.13   
0.08            0.36             0.00              0.00             0.44               590.57   
0.07            0.23             0.00              0.00             0.30               590.87   
0.05            0.22             0.00              0.00             0.27               591.14   
0.06            0.16             0.00              0.00             0.22               591.36   
0.05            0.15             0.00              0.00             0.20               591.56   
0.05            0.45             0.00              0.00             0.50               592.06   
0.10            0.26             0.00              0.00             0.36               592.42   
0.10            0.42             0.00              0.00             0.52               592.94   
0.11            0.29             0.00              0.00             0.40               593.34   
0.11            0.31             0.00              0.00             0.42               593.76   
0.10            0.39             0.00              0.00             0.49               594.25   
0.08            0.48             0.00              0.00             0.56               594.81   
0.16            0.22             0.00              0.00             0.38               595.19   
0.06            0.27             0.00              0.00             0.33               595.52   
0.10            0.43             0.00              0.00             0.53               596.05   
0.12            0.42             0.00              0.00             0.54               596.59   
0.11            0.50             0.00              0.00             0.61               597.20   
0.09            0.28             0.00              0.00             0.37               597.57   
0.10            0.37             0.00              0.00             0.47               598.04   
0.14            0.31             0.00              0.00             0.45               598.49   
0.12            0.42             0.00              0.00             0.54               599.03   
0.12            0.42             0.00              0.00             0.54               599.57   
0.09            0.29             0.00              0.00             0.38               599.95   
0.14            0.17             0.00              0.00             0.31               600.26   
0.09            0.19             0.00              0.00             0.28               600.54   
0.10            0.22             0.00              0.00             0.32               600.86   
0.12            0.41             0.00              0.00             0.53               601.39   
0.21            0.27             0.00              0.00             0.48               601.87   
0.13            0.40             0.00              0.00             0.53               602.40   
0.18            0.22             0.00              0.00             0.40               602.80   
0.06            0.42             0.00              0.00             0.48               603.28   
0.12            0.22             0.00              0.00             0.34               603.62   
0.06            0.24             0.00              0.00             0.30               603.92   
0.11            0.22             0.00              0.00             0.33               604.25   
0.05            0.37             0.00              0.00             0.42               604.67   
0.13            0.23             0.00              0.00             0.36               605.03   
0.05            0.20             0.00              0.00             0.25               605.28   
0.06            0.42             0.00              0.00             0.48               605.76   
