Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             439.21            0.00             439.21             122726.38
3.60            6.03             0.00              0.00             9.63               122736.01
2.11            3.28             0.00              0.00             5.39               122741.40
1.30            2.94             0.00              0.00             4.24               122745.64
1.17            2.97             0.00              0.00             4.14               122749.78
1.17            4.87             0.00              0.00             6.04               122755.82
1.74            2.62             0.00              0.00             4.36               122760.18
1.00            4.61             0.00              0.00             5.61               122765.79
1.57            2.74             0.00              0.00             4.31               122770.10
0.90            2.39             0.00              0.00             3.29               122773.39
0.80            2.59             0.00              0.00             3.39               122776.78
0.81            2.70             0.00              0.00             3.51               122780.29
0.83            2.77             0.00              0.00             3.60               122783.89
0.64            2.98             0.00              0.00             3.62               122787.51
0.61            2.57             0.00              0.00             3.18               122790.69
0.61            2.81             0.00              0.00             3.42               122794.11
0.49            2.29             0.00              0.00             2.78               122796.89
0.50            2.52             0.00              0.00             3.02               122799.91
0.44            2.36             0.00              0.00             2.80               122802.71
0.43            2.61             0.00              0.00             3.04               122805.75
0.31            2.52             0.00              0.00             2.83               122808.58
0.31            4.12             0.00              0.00             4.43               122813.01
0.31            2.16             0.00              0.00             2.47               122815.48
0.07            1.17             0.00              0.00             1.24               122816.72
0.38            2.86             0.00              0.00             3.24               122819.96
1.09            1.01             0.00              0.00             2.10               122822.06
0.28            2.95             0.00              0.00             3.23               122825.29
1.03            1.03             0.00              0.00             2.06               122827.35
0.16            1.00             0.00              0.00             1.16               122828.51
0.16            2.58             0.00              0.00             2.74               122831.25
0.60            0.94             0.00              0.00             1.54               122832.79
0.05            0.94             0.00              0.00             0.99               122833.78
0.05            0.94             0.00              0.00             0.99               122834.77
0.05            0.85             0.00              0.00             0.90               122835.67
0.05            0.91             0.00              0.00             0.96               122836.63
0.06            1.13             0.00              0.00             1.19               122837.82
0.41            1.08             0.00              0.00             1.49               122839.31
0.38            2.75             0.00              0.00             3.13               122842.44
0.98            2.41             0.00              0.00             3.39               122845.83
0.78            0.89             0.00              0.00             1.67               122847.50
0.16            2.41             0.00              0.00             2.57               122850.07
0.61            1.01             0.00              0.00             1.62               122851.69
0.05            1.00             0.00              0.00             1.05               122852.74
0.05            1.08             0.00              0.00             1.13               122853.87
0.06            1.06             0.00              0.00             1.12               122854.99
0.05            0.99             0.00              0.00             1.04               122856.03
0.05            1.18             0.00              0.00             1.23               122857.26
0.37            1.20             0.00              0.00             1.57               122858.83
0.41            2.85             0.00              0.00             3.26               122862.09
1.00            1.11             0.00              0.00             2.11               122864.20
0.29            1.10             0.00              0.00             1.39               122865.59
0.32            1.20             0.00              0.00             1.52               122867.11
0.28            0.98             0.00              0.00             1.26               122868.37
0.29            2.26             0.00              0.00             2.55               122870.92
0.38            2.12             0.00              0.00             2.50               122873.42
0.28            1.00             0.00              0.00             1.28               122874.70
0.05            0.84             0.00              0.00             0.89               122875.59
0.05            4.84             0.00              0.00             4.89               122880.48
1.80            2.51             0.00              0.00             4.31               122884.79
0.99            2.82             0.00              0.00             3.81               122888.60
0.95            2.70             0.00              0.00             3.65               122892.25
0.80            2.43             0.00              0.00             3.23               122895.48
0.79            3.73             0.00              0.00             4.52               122900.00
1.29            2.62             0.00              0.00             3.91               122903.91
0.81            2.60             0.00              0.00             3.41               122907.32
0.51            2.51             0.00              0.00             3.02               122910.34
0.55            2.49             0.00              0.00             3.04               122913.38
0.60            4.05             0.00              0.00             4.65               122918.03
0.69            2.20             0.00              0.00             2.89               122920.92
0.48            2.03             0.00              0.00             2.51               122923.43
0.18            2.62             0.00              0.00             2.80               122926.23
0.18            2.20             0.00              0.00             2.38               122928.61
0.44            2.03             0.00              0.00             2.47               122931.08
0.07            2.19             0.00              0.00             2.26               122933.34
0.06            0.98             0.00              0.00             1.04               122934.38
0.27            0.97             0.00              0.00             1.24               122935.62
0.30            0.95             0.00              0.00             1.25               122936.87
0.29            1.04             0.00              0.00             1.33               122938.20
0.30            1.09             0.00              0.00             1.39               122939.59
0.37            2.43             0.00              0.00             2.80               122942.39
0.60            2.12             0.00              0.00             2.72               122945.11
0.30            0.89             0.00              0.00             1.19               122946.30
0.05            0.84             0.00              0.00             0.89               122947.19
0.05            2.82             0.00              0.00             2.87               122950.06
0.97            2.91             0.00              0.00             3.88               122953.94
0.94            2.77             0.00              0.00             3.71               122957.65
0.93            2.83             0.00              0.00             3.76               122961.41
0.91            2.21             0.00              0.00             3.12               122964.53
0.52            2.28             0.00              0.00             2.80               122967.33
0.50            4.34             0.00              0.00             4.84               122972.17
1.02            2.18             0.00              0.00             3.20               122975.37
0.41            2.34             0.00              0.00             2.75               122978.12
0.52            2.89             0.00              0.00             3.41               122981.53
0.50            1.96             0.00              0.00             2.46               122983.99
0.17            2.05             0.00              0.00             2.22               122986.21
0.21            2.14             0.00              0.00             2.35               122988.56
0.17            2.04             0.00              0.00             2.21               122990.77
0.18            2.03             0.00              0.00             2.21               122992.98
0.08            1.19             0.00              0.00             1.27               122994.25
0.16            1.12             0.00              0.00             1.28               122995.53
0.17            1.09             0.00              0.00             1.26               122996.79
0.17            2.59             0.00              0.00             2.76               122999.55
0.60            0.95             0.00              0.00             1.55               123001.10
0.05            1.04             0.00              0.00             1.09               123002.19
0.05            1.05             0.00              0.00             1.10               123003.29
0.05            1.00             0.00              0.00             1.05               123004.34
0.05            0.90             0.00              0.00             0.95               123005.29
0.16            0.87             0.00              0.00             1.03               123006.32
0.16            0.89             0.00              0.00             1.05               123007.37
0.16            0.90             0.00              0.00             1.06               123008.43
0.17            2.21             0.00              0.00             2.38               123010.81
0.44            0.86             0.00              0.00             1.30               123012.11
0.04            0.87             0.00              0.00             0.91               123013.02
0.05            1.05             0.00              0.00             1.10               123014.12
0.17            1.02             0.00              0.00             1.19               123015.31
0.16            1.04             0.00              0.00             1.20               123016.51
0.17            1.06             0.00              0.00             1.23               123017.74
0.17            1.06             0.00              0.00             1.23               123018.97
0.18            2.54             0.00              0.00             2.72               123021.69
0.29            0.99             0.00              0.00             1.28               123022.97
0.05            2.69             0.00              0.00             2.74               123025.71
0.81            1.02             0.00              0.00             1.83               123027.54
0.05            0.98             0.00              0.00             1.03               123028.57
0.05            0.90             0.00              0.00             0.95               123029.52
0.05            1.00             0.00              0.00             1.05               123030.57
0.05            1.08             0.00              0.00             1.13               123031.70
0.06            1.03             0.00              0.00             1.09               123032.79
0.05            0.97             0.00              0.00             1.02               123033.81
0.17            1.08             0.00              0.00             1.25               123035.06
0.17            1.12             0.00              0.00             1.29               123036.35
0.17            2.55             0.00              0.00             2.72               123039.07
0.30            0.88             0.00              0.00             1.18               123040.25
0.05            1.06             0.00              0.00             1.11               123041.36
0.17            1.01             0.00              0.00             1.18               123042.54
0.17            1.11             0.00              0.00             1.28               123043.82
0.21            1.13             0.00              0.00             1.34               123045.16
0.18            2.64             0.00              0.00             2.82               123047.98
0.20            2.46             0.00              0.00             2.66               123050.64
0.76            0.91             0.00              0.00             1.67               123052.31
0.05            0.92             0.00              0.00             0.97               123053.28
0.05            0.92             0.00              0.00             0.97               123054.25
0.05            0.89             0.00              0.00             0.94               123055.19
0.05            1.13             0.00              0.00             1.18               123056.37
0.17            0.97             0.00              0.00             1.14               123057.51
0.17            2.63             0.00              0.00             2.80               123060.31
0.31            1.02             0.00              0.00             1.33               123061.64
0.05            1.02             0.00              0.00             1.07               123062.71
0.17            0.96             0.00              0.00             1.13               123063.84
0.17            0.93             0.00              0.00             1.10               123064.94
0.17            2.11             0.00              0.00             2.28               123067.22
0.17            1.04             0.00              0.00             1.21               123068.43
0.17            2.49             0.00              0.00             2.66               123071.09
0.31            0.97             0.00              0.00             1.28               123072.37
