Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             573.76            0.00             573.76             15904.59 
1.47            1.18             0.00              0.00             2.65               15907.24 
0.04            0.56             0.00              0.00             0.60               15907.84 
0.03            0.59             0.00              0.00             0.62               15908.46 
0.03            0.59             0.00              0.00             0.62               15909.08 
0.02            1.08             0.00              0.00             1.10               15910.18 
0.03            0.54             0.00              0.00             0.57               15910.75 
0.03            1.14             0.00              0.00             1.17               15911.92 
0.03            0.63             0.00              0.00             0.66               15912.58 
0.03            0.51             0.00              0.00             0.54               15913.12 
0.02            0.50             0.00              0.00             0.52               15913.64 
0.02            0.59             0.00              0.00             0.61               15914.25 
0.02            0.64             0.00              0.00             0.66               15914.91 
0.03            0.59             0.00              0.00             0.62               15915.53 
0.03            0.59             0.00              0.00             0.62               15916.15 
0.02            0.63             0.00              0.00             0.65               15916.80 
0.03            0.62             0.00              0.00             0.65               15917.45 
0.03            0.62             0.00              0.00             0.65               15918.10 
0.02            0.62             0.00              0.00             0.64               15918.74 
0.03            0.65             0.00              0.00             0.68               15919.42 
0.02            0.58             0.00              0.00             0.60               15920.02 
0.02            0.59             0.00              0.00             0.61               15920.63 
0.02            0.61             0.00              0.00             0.63               15921.26 
0.03            1.25             0.00              0.00             1.28               15922.54 
0.03            0.62             0.00              0.00             0.65               15923.19 
0.03            0.14             0.00              0.00             0.17               15923.36 
0.02            0.49             0.00              0.00             0.51               15923.87 
0.02            0.53             0.00              0.00             0.55               15924.42 
0.02            0.12             0.00              0.00             0.14               15924.56 
0.02            0.15             0.00              0.00             0.17               15924.73 
0.02            0.14             0.00              0.00             0.16               15924.89 
0.02            0.14             0.00              0.00             0.16               15925.05 
0.02            0.13             0.00              0.00             0.15               15925.20 
0.02            0.14             0.00              0.00             0.16               15925.36 
0.02            0.50             0.00              0.00             0.52               15925.88 
0.02            0.12             0.00              0.00             0.14               15926.02 
0.02            0.12             0.00              0.00             0.14               15926.16 
0.02            0.13             0.00              0.00             0.15               15926.31 
0.02            0.13             0.00              0.00             0.15               15926.46 
0.02            0.60             0.00              0.00             0.62               15927.08 
0.02            0.54             0.00              0.00             0.56               15927.64 
