Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             203.87            0.00             203.87             3307.46  
0.58            0.41             0.00              0.00             0.99               3308.45  
0.03            0.20             0.00              0.00             0.23               3308.68  
0.02            0.22             0.00              0.00             0.24               3308.92  
0.02            0.31             0.00              0.00             0.33               3309.25  
0.02            0.31             0.00              0.00             0.33               3309.58  
0.02            0.19             0.00              0.00             0.21               3309.79  
0.02            0.18             0.00              0.00             0.20               3309.99  
0.02            0.19             0.00              0.00             0.21               3310.20  
0.02            0.18             0.00              0.00             0.20               3310.40  
0.02            0.18             0.00              0.00             0.20               3310.60  
0.02            0.19             0.00              0.00             0.21               3310.81  
0.02            0.17             0.00              0.00             0.19               3311.00  
0.02            0.19             0.00              0.00             0.21               3311.21  
0.02            0.17             0.00              0.00             0.19               3311.40  
0.02            0.32             0.00              0.00             0.34               3311.74  
0.02            0.19             0.00              0.00             0.21               3311.95  
0.02            0.16             0.00              0.00             0.18               3312.13  
0.02            0.06             0.00              0.00             0.08               3312.21  
0.02            0.17             0.00              0.00             0.19               3312.40  
0.02            0.06             0.00              0.00             0.08               3312.48  
0.02            0.06             0.00              0.00             0.08               3312.56  
0.02            0.16             0.00              0.00             0.18               3312.74  
0.02            0.06             0.00              0.00             0.08               3312.82  
0.02            0.06             0.00              0.00             0.08               3312.90  
0.02            0.06             0.00              0.00             0.08               3312.98  
0.02            0.06             0.00              0.00             0.08               3313.06  
0.03            0.20             0.00              0.00             0.23               3313.29  
0.02            0.07             0.00              0.00             0.09               3313.38  
0.02            0.06             0.00              0.00             0.08               3313.46  
0.02            0.07             0.00              0.00             0.09               3313.55  
0.02            0.17             0.00              0.00             0.19               3313.74  
0.02            0.18             0.00              0.00             0.20               3313.94  
0.02            0.06             0.00              0.00             0.08               3314.02  
0.02            0.33             0.00              0.00             0.35               3314.37  
0.02            0.19             0.00              0.00             0.21               3314.58  
0.02            0.16             0.00              0.00             0.18               3314.76  
0.02            0.18             0.00              0.00             0.20               3314.96  
0.02            0.17             0.00              0.00             0.19               3315.15  
0.02            0.18             0.00              0.00             0.20               3315.35  
0.02            0.17             0.00              0.00             0.19               3315.54  
0.02            0.31             0.00              0.00             0.33               3315.87  
0.04            0.15             0.00              0.00             0.19               3316.06  
0.02            0.16             0.00              0.00             0.18               3316.24  
0.02            0.16             0.00              0.00             0.18               3316.42  
0.02            0.15             0.00              0.00             0.17               3316.59  
0.02            0.16             0.00              0.00             0.18               3316.77  
0.02            0.15             0.00              0.00             0.17               3316.94  
0.02            0.16             0.00              0.00             0.18               3317.12  
0.02            0.19             0.00              0.00             0.21               3317.33  
0.02            0.17             0.00              0.00             0.19               3317.52  
0.02            0.35             0.00              0.00             0.37               3317.89  
0.02            0.18             0.00              0.00             0.20               3318.09  
0.02            0.18             0.00              0.00             0.20               3318.29  
0.02            0.19             0.00              0.00             0.21               3318.50  
0.02            0.15             0.00              0.00             0.17               3318.67  
0.02            0.17             0.00              0.00             0.19               3318.86  
0.03            0.06             0.00              0.00             0.09               3318.95  
0.01            0.06             0.00              0.00             0.07               3319.02  
0.02            0.18             0.00              0.00             0.20               3319.22  
0.02            0.07             0.00              0.00             0.09               3319.31  
0.02            0.08             0.00              0.00             0.10               3319.41  
0.02            0.06             0.00              0.00             0.08               3319.49  
0.02            0.06             0.00              0.00             0.08               3319.57  
0.02            0.06             0.00              0.00             0.08               3319.65  
0.01            0.17             0.00              0.00             0.18               3319.83  
0.02            0.06             0.00              0.00             0.08               3319.91  
0.02            0.06             0.00              0.00             0.08               3319.99  
0.02            0.19             0.00              0.00             0.21               3320.20  
