1	814.5	588.1	29.26	49.4
2	2422.5	805.4	72.91	44.63
3	9995.6	2320.6	129.88	72.05
4	35660.3	13464.8	284.75	103.65
5	103850.9	66339	605.44	183.86
6	242533.8	237731.1	1281.5	321.76
7	511299.4	1021782	2349.34	446.71
8	935552.1	3600000	4329	770.98
9	1569160.7	3600000	7470.08	1096.72
10	2596609.4	3600000	12341.64	1517.53
11	3600000	3600000	20227.72	2288.38
12	3600000	3600000	32585.85	3336.69
13	3600000	3600000	49700.46	4718.23
14	3600000	3600000	75699.05	6316.44
15	3600000	3600000	109565.12	8260.93
