Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            1190.53        0.00             0.00             1190.53            25288.49 
2.77            0.00          0.47             0.00             3.24               25291.73 
0.04            0.00          0.27             0.00             0.31               25292.04 
0.07            0.00          0.22             0.00             0.29               25292.33 
0.06            0.00          0.21             0.00             0.27               25292.60 
0.03            0.00          0.24             0.00             0.27               25292.87 
0.03            0.00          0.38             0.00             0.41               25293.28 
0.05            0.00          0.20             0.00             0.25               25293.53 
0.02            0.00          0.26             0.00             0.28               25293.81 
0.02            0.00          0.23             0.00             0.25               25294.06 
0.05            0.00          0.21             0.00             0.26               25294.32 
0.03            0.00          0.37             0.00             0.40               25294.72 
0.02            0.00          0.24             0.00             0.26               25294.98 
0.02            0.00          0.23             0.00             0.25               25295.23 
0.06            0.00          0.21             0.00             0.27               25295.50 
0.05            0.00          0.19             0.00             0.24               25295.74 
0.06            0.00          0.20             0.00             0.26               25296.00 
0.02            0.00          0.27             0.00             0.29               25296.29 
0.03            0.00          0.22             0.00             0.25               25296.54 
0.06            0.00          0.21             0.00             0.27               25296.81 
0.05            0.00          0.19             0.00             0.24               25297.05 
0.02            0.00          0.25             0.00             0.27               25297.32 
0.02            0.00          0.23             0.00             0.25               25297.57 
0.02            0.00          0.23             0.00             0.25               25297.82 
0.06            0.00          0.21             0.00             0.27               25298.09 
0.05            0.00          0.19             0.00             0.24               25298.33 
0.03            0.00          0.01             0.00             0.04               25298.37 
0.02            0.00          0.01             0.00             0.03               25298.40 
0.03            0.00          0.01             0.00             0.04               25298.44 
0.03            0.00          0.01             0.00             0.04               25298.48 
0.03            0.00          0.01             0.00             0.04               25298.52 
0.02            0.00          0.24             0.00             0.26               25298.78 
0.03            0.00          0.01             0.00             0.04               25298.82 
0.03            0.00          0.01             0.00             0.04               25298.86 
0.03            0.00          0.01             0.00             0.04               25298.90 
0.03            0.00          0.01             0.00             0.04               25298.94 
0.03            0.00          0.01             0.00             0.04               25298.98 
0.02            0.00          0.21             0.00             0.23               25299.21 
0.04            0.00          0.01             0.00             0.05               25299.26 
0.03            0.00          0.01             0.00             0.04               25299.30 
0.02            0.00          0.01             0.00             0.03               25299.33 
0.02            0.00          0.01             0.00             0.03               25299.36 
0.02            0.00          0.01             0.00             0.03               25299.39 
0.02            0.00          0.01             0.00             0.03               25299.42 
0.03            0.00          0.01             0.00             0.04               25299.46 
0.02            0.00          0.01             0.00             0.03               25299.49 
0.02            0.00          0.01             0.00             0.03               25299.52 
0.02            0.00          0.01             0.00             0.03               25299.55 
0.02            0.00          0.20             0.00             0.22               25299.77 
0.02            0.00          0.01             0.00             0.03               25299.80 
0.01            0.00          0.16             0.00             0.17               25299.97 
