SingleRound,AllRound,WholeTime
0.0078,0.0078,149.7219
0.0063,0.0141,149.7219
0.0060,0.0201,149.7219
0.0065,0.0267,149.7219
0.0063,0.0330,149.7219
0.0065,0.0395,149.7219
0.0071,0.0466,149.7219
0.0076,0.0542,149.7219
0.0062,0.0605,149.7219
0.0066,0.0671,149.7219
0.0069,0.0740,149.7219
0.0071,0.0811,149.7219
0.0068,0.0879,149.7219
0.0071,0.0951,149.7219
0.0078,0.1029,149.7219
0.0080,0.1109,149.7219
0.0080,0.1189,149.7219
0.0078,0.1267,149.7219
0.0100,0.1367,149.7219
0.0125,0.1491,149.7219
0.0092,0.1583,149.7219
0.0095,0.1678,149.7219
0.0082,0.1760,149.7219
0.0085,0.1846,149.7219
0.0090,0.1936,149.7219
0.0091,0.2026,149.7219
0.0090,0.2116,149.7219
0.0092,0.2209,149.7219
0.0101,0.2310,149.7219
0.0092,0.2402,149.7219
0.0094,0.2496,149.7219
0.0094,0.2590,149.7219
0.0116,0.2706,149.7219
0.0102,0.2808,149.7219
0.0106,0.2914,149.7219
0.0121,0.3035,149.7219
0.0115,0.3150,149.7219
0.0122,0.3272,149.7219
0.0122,0.3395,149.7219
0.0125,0.3520,149.7219
0.0126,0.3646,149.7219
0.0131,0.3777,149.7219
0.0150,0.3927,149.7219
0.0142,0.4069,149.7219
0.0146,0.4216,149.7219
0.0140,0.4356,149.7219
0.0143,0.4499,149.7219
0.0145,0.4644,149.7219
0.0151,0.4796,149.7219
0.0169,0.4965,149.7219
0.0158,0.5123,149.7219
0.0159,0.5282,149.7219
0.0167,0.5448,149.7219
0.0167,0.5615,149.7219
0.0170,0.5785,149.7219
0.0173,0.5958,149.7219
0.0224,0.6183,149.7219
0.0199,0.6381,149.7219
0.0205,0.6586,149.7219
0.0210,0.6796,149.7219
0.0213,0.7009,149.7219
0.0216,0.7225,149.7219
0.0222,0.7447,149.7219
0.0228,0.7675,149.7219
0.0202,0.7877,149.7219
0.0264,0.8141,149.7219
0.0211,0.8351,149.7219
0.0212,0.8563,149.7219
0.0215,0.8778,149.7219
0.0225,0.9002,149.7219
0.0259,0.9261,149.7219
0.0233,0.9494,149.7219
0.0233,0.9727,149.7219
0.0245,0.9972,149.7219
0.0247,1.0220,149.7219
0.0241,1.0461,149.7219
0.0245,1.0706,149.7219
0.0286,1.0993,149.7219
0.0318,1.1311,149.7219
0.0465,1.1776,149.7219
0.0568,1.2344,149.7219
0.0654,1.2998,149.7219
0.0726,1.3724,149.7219
0.0846,1.4570,149.7219
0.2387,1.6957,149.7219
0.0301,1.7258,149.7219
0.0306,1.7563,149.7219
0.0304,1.7867,149.7219
0.0307,1.8173,149.7219
0.0311,1.8484,149.7219
0.0311,1.8795,149.7219
0.2571,2.1366,149.7219
0.0331,2.1697,149.7219
0.0332,2.2029,149.7219
0.0334,2.2363,149.7219
0.0340,2.2703,149.7219
0.0340,2.3044,149.7219
0.0344,2.3388,149.7219
0.2679,2.6067,149.7219
0.0363,2.6430,149.7219
0.0365,2.6796,149.7219
0.0369,2.7164,149.7219
0.0372,2.7536,149.7219
0.0377,2.7913,149.7219
0.0381,2.8294,149.7219
0.0808,2.9102,149.7219
0.0811,2.9913,149.7219
0.0842,3.0755,149.7219
0.0887,3.1643,149.7219
0.0785,3.2427,149.7219
0.0794,3.3221,149.7219
0.0762,3.3982,149.7219
0.0950,3.4932,149.7219
0.0950,3.5882,149.7219
0.1172,3.7054,149.7219
0.1273,3.8327,149.7219
0.1330,3.9658,149.7219
0.1438,4.1095,149.7219
0.3998,4.5093,149.7219
0.1545,4.6638,149.7219
0.1340,4.7978,149.7219
0.1538,4.9515,149.7219
0.1513,5.1028,149.7219
0.1451,5.2480,149.7219
0.1565,5.4044,149.7219
0.1165,5.5209,149.7219
0.5311,6.0521,149.7219
0.1706,6.2227,149.7219
0.1598,6.3825,149.7219
0.1675,6.5500,149.7219
0.1639,6.7139,149.7219
0.1644,6.8783,149.7219
0.1650,7.0434,149.7219
0.1381,7.1815,149.7219
0.1807,7.3621,149.7219
0.1723,7.5345,149.7219
0.1892,7.7237,149.7219
0.1814,7.9051,149.7219
0.1711,8.0762,149.7219
0.1796,8.2558,149.7219
0.1486,8.4044,149.7219
0.1964,8.6008,149.7219
0.1808,8.7815,149.7219
0.1976,8.9792,149.7219
0.1917,9.1709,149.7219
0.1842,9.3550,149.7219
0.1849,9.5400,149.7219
0.1585,9.6984,149.7219
0.2672,9.9657,149.7219
0.4033,10.3690,149.7219
0.3612,10.7302,149.7219
0.3017,11.0319,149.7219
0.4843,11.5162,149.7219
0.3536,11.8699,149.7219
0.1884,12.0582,149.7219
0.5618,12.6201,149.7219
0.2458,12.8659,149.7219
0.2329,13.0988,149.7219
0.2587,13.3575,149.7219
0.2815,13.6390,149.7219
0.3091,13.9481,149.7219
0.3208,14.2689,149.7219
1.1543,15.4232,149.7219
1.0991,16.5223,149.7219
0.3565,16.8788,149.7219
0.3496,17.2283,149.7219
0.3565,17.5849,149.7219
0.3630,17.9479,149.7219
0.3608,18.3087,149.7219
0.3619,18.6706,149.7219
0.3183,18.9889,149.7219
0.3809,19.3698,149.7219
0.3982,19.7679,149.7219
0.3808,20.1487,149.7219
0.3872,20.5359,149.7219
0.3859,20.9218,149.7219
0.3856,21.3074,149.7219
0.3510,21.6584,149.7219
0.4112,22.0696,149.7219
0.4082,22.4779,149.7219
0.4019,22.8798,149.7219
0.4098,23.2896,149.7219
0.4193,23.7090,149.7219
0.4148,24.1238,149.7219
0.3643,24.4881,149.7219
0.5555,25.0435,149.7219
1.2716,26.3151,149.7219
1.2033,27.5184,149.7219
