SingleRound,AllRound,WholeTime
0.0033,0.0033,1.8415
0.0021,0.0055,1.8415
0.0022,0.0077,1.8415
0.0023,0.0100,1.8415
0.0023,0.0123,1.8415
0.0023,0.0145,1.8415
0.0024,0.0169,1.8415
0.0023,0.0192,1.8415
0.0025,0.0217,1.8415
0.0029,0.0246,1.8415
0.0033,0.0279,1.8415
0.0033,0.0312,1.8415
0.0024,0.0336,1.8415
0.0031,0.0367,1.8415
0.0030,0.0397,1.8415
0.0031,0.0428,1.8415
0.0024,0.0452,1.8415
0.0026,0.0478,1.8415
0.0028,0.0506,1.8415
0.0029,0.0535,1.8415
0.0042,0.0577,1.8415
0.0032,0.0609,1.8415
0.0028,0.0637,1.8415
0.0028,0.0664,1.8415
0.0036,0.0700,1.8415
0.0032,0.0732,1.8415
0.0030,0.0763,1.8415
0.0034,0.0797,1.8415
0.0036,0.0832,1.8415
0.0038,0.0870,1.8415
0.0041,0.0911,1.8415
0.0042,0.0954,1.8415
0.0033,0.0987,1.8415
0.0092,0.1079,1.8415
0.0228,0.1307,1.8415
0.0256,0.1563,1.8415
0.0131,0.1693,1.8415
0.0132,0.1825,1.8415
0.0074,0.1899,1.8415
0.0041,0.1940,1.8415
0.0260,0.2200,1.8415
0.0266,0.2467,1.8415
0.0257,0.2724,1.8415
0.0332,0.3056,1.8415
0.0285,0.3342,1.8415
0.0281,0.3622,1.8415
0.0155,0.3778,1.8415
0.0048,0.3826,1.8415
0.0425,0.4251,1.8415
0.0094,0.4345,1.8415
0.0306,0.4651,1.8415
0.0495,0.5146,1.8415
0.0436,0.5582,1.8415
0.0392,0.5974,1.8415
0.0483,0.6458,1.8415
