SingleRound,AllRound,WholeTime
0.0142,0.0142,3503.2097
0.0116,0.0257,3503.2097
0.0119,0.0376,3503.2097
0.0124,0.0500,3503.2097
0.0123,0.0624,3503.2097
0.0128,0.0751,3503.2097
0.0128,0.0879,3503.2097
0.0133,0.1012,3503.2097
0.0138,0.1150,3503.2097
0.0156,0.1306,3503.2097
0.0134,0.1440,3503.2097
0.0142,0.1582,3503.2097
0.0145,0.1727,3503.2097
0.0150,0.1878,3503.2097
0.0152,0.2030,3503.2097
0.0298,0.2328,3503.2097
0.0172,0.2500,3503.2097
0.0172,0.2672,3503.2097
0.0188,0.2860,3503.2097
0.0178,0.3038,3503.2097
0.0174,0.3212,3503.2097
0.0184,0.3396,3503.2097
0.0186,0.3582,3503.2097
0.0193,0.3775,3503.2097
0.0194,0.3969,3503.2097
0.0199,0.4168,3503.2097
0.0206,0.4374,3503.2097
0.0246,0.4620,3503.2097
0.0225,0.4845,3503.2097
0.0322,0.5167,3503.2097
0.0227,0.5394,3503.2097
0.0230,0.5624,3503.2097
0.0236,0.5860,3503.2097
0.0243,0.6103,3503.2097
0.0248,0.6351,3503.2097
0.0254,0.6605,3503.2097
0.0316,0.6921,3503.2097
0.0259,0.7180,3503.2097
0.0265,0.7445,3503.2097
0.0275,0.7720,3503.2097
0.0278,0.7998,3503.2097
0.0279,0.8278,3503.2097
0.0286,0.8563,3503.2097
0.0291,0.8854,3503.2097
0.0296,0.9150,3503.2097
0.0352,0.9502,3503.2097
0.0313,0.9815,3503.2097
0.0536,1.0351,3503.2097
0.0345,1.0696,3503.2097
0.0344,1.1039,3503.2097
0.0347,1.1387,3503.2097
0.0347,1.1734,3503.2097
0.0353,1.2086,3503.2097
0.0360,1.2446,3503.2097
0.0418,1.2865,3503.2097
0.0370,1.3235,3503.2097
0.0375,1.3610,3503.2097
0.0379,1.3989,3503.2097
0.0391,1.4380,3503.2097
0.0400,1.4780,3503.2097
0.0401,1.5181,3503.2097
0.0437,1.5619,3503.2097
0.0410,1.6029,3503.2097
0.0616,1.6645,3503.2097
0.0419,1.7064,3503.2097
0.0510,1.7574,3503.2097
0.0423,1.7997,3503.2097
0.0425,1.8422,3503.2097
0.0431,1.8854,3503.2097
0.0451,1.9304,3503.2097
0.0442,1.9746,3503.2097
0.0441,2.0188,3503.2097
0.0507,2.0694,3503.2097
0.0447,2.1141,3503.2097
0.0445,2.1586,3503.2097
0.0450,2.2037,3503.2097
0.0458,2.2494,3503.2097
0.0458,2.2952,3503.2097
0.0480,2.3432,3503.2097
0.0465,2.3898,3503.2097
0.0468,2.4366,3503.2097
0.0546,2.4911,3503.2097
0.0472,2.5384,3503.2097
0.0479,2.5863,3503.2097
0.0492,2.6355,3503.2097
0.0484,2.6839,3503.2097
0.0525,2.7363,3503.2097
0.0494,2.7857,3503.2097
0.0495,2.8352,3503.2097
0.0502,2.8854,3503.2097
0.0666,2.9520,3503.2097
0.0580,3.0100,3503.2097
0.0587,3.0686,3503.2097
0.0590,3.1276,3503.2097
0.0592,3.1868,3503.2097
0.0595,3.2464,3503.2097
0.0610,3.3073,3503.2097
0.0609,3.3682,3503.2097
0.0617,3.4299,3503.2097
0.0630,3.4930,3503.2097
0.0541,3.5471,3503.2097
0.0545,3.6016,3503.2097
0.0623,3.6639,3503.2097
0.0555,3.7194,3503.2097
0.0556,3.7751,3503.2097
0.0562,3.8313,3503.2097
0.0569,3.8882,3503.2097
0.0568,3.9451,3503.2097
0.0672,4.0122,3503.2097
0.0588,4.0710,3503.2097
0.0588,4.1299,3503.2097
0.0593,4.1892,3503.2097
0.0594,4.2486,3503.2097
0.0604,4.3090,3503.2097
0.0603,4.3693,3503.2097
0.0607,4.4301,3503.2097
0.0608,4.4909,3503.2097
0.0709,4.5618,3503.2097
0.0676,4.6294,3503.2097
0.0853,4.7147,3503.2097
0.1003,4.8150,3503.2097
0.1050,4.9200,3503.2097
0.1229,5.0429,3503.2097
0.1330,5.1759,3503.2097
0.1449,5.3208,3503.2097
0.1577,5.4785,3503.2097
0.6699,6.1484,3503.2097
0.0715,6.2198,3503.2097
0.0716,6.2915,3503.2097
0.0716,6.3630,3503.2097
0.0717,6.4348,3503.2097
0.0785,6.5133,3503.2097
0.0750,6.5883,3503.2097
0.0742,6.6625,3503.2097
0.0735,6.7359,3503.2097
