SingleRound,AllRound,WholeTime
0.0040,0.0040,7.4364
0.0031,0.0071,7.4364
0.0030,0.0101,7.4364
0.0030,0.0131,7.4364
0.0032,0.0163,7.4364
0.0035,0.0198,7.4364
0.0031,0.0229,7.4364
0.0032,0.0260,7.4364
0.0031,0.0292,7.4364
0.0033,0.0325,7.4364
0.0033,0.0358,7.4364
0.0040,0.0398,7.4364
0.0040,0.0438,7.4364
0.0041,0.0479,7.4364
0.0043,0.0522,7.4364
0.0039,0.0561,7.4364
0.0041,0.0602,7.4364
0.0043,0.0645,7.4364
0.0042,0.0687,7.4364
0.0044,0.0731,7.4364
0.0042,0.0773,7.4364
0.0041,0.0814,7.4364
0.0043,0.0857,7.4364
0.0042,0.0899,7.4364
0.0043,0.0942,7.4364
0.0047,0.0990,7.4364
0.0049,0.1038,7.4364
0.0050,0.1088,7.4364
0.0050,0.1138,7.4364
0.0052,0.1190,7.4364
0.0056,0.1247,7.4364
0.0050,0.1297,7.4364
0.0051,0.1348,7.4364
0.0051,0.1399,7.4364
0.0057,0.1456,7.4364
0.0055,0.1511,7.4364
0.0052,0.1563,7.4364
0.0053,0.1617,7.4364
0.0055,0.1672,7.4364
0.0060,0.1732,7.4364
0.0058,0.1790,7.4364
0.0061,0.1852,7.4364
0.0065,0.1917,7.4364
0.0063,0.1980,7.4364
0.0066,0.2046,7.4364
0.0066,0.2112,7.4364
0.0127,0.2238,7.4364
0.0265,0.2504,7.4364
0.0289,0.2793,7.4364
0.0390,0.3184,7.4364
0.0454,0.3638,7.4364
0.0079,0.3717,7.4364
0.0079,0.3796,7.4364
0.0091,0.3887,7.4364
0.0083,0.3970,7.4364
0.0212,0.4182,7.4364
0.0247,0.4429,7.4364
0.0200,0.4629,7.4364
0.0159,0.4787,7.4364
0.0187,0.4974,7.4364
0.0293,0.5268,7.4364
0.0365,0.5632,7.4364
0.0488,0.6120,7.4364
0.0483,0.6603,7.4364
0.0834,0.7437,7.4364
0.0523,0.7960,7.4364
0.0433,0.8393,7.4364
0.0483,0.8876,7.4364
0.0383,0.9259,7.4364
0.0322,0.9581,7.4364
0.1732,1.1313,7.4364
0.0640,1.1953,7.4364
0.0707,1.2660,7.4364
0.0543,1.3203,7.4364
0.0516,1.3719,7.4364
0.0483,1.4202,7.4364
0.0853,1.5055,7.4364
0.1288,1.6343,7.4364
0.1192,1.7534,7.4364
0.1414,1.8948,7.4364
0.0266,1.9215,7.4364
0.1082,2.0296,7.4364
0.0841,2.1137,7.4364
0.0867,2.2004,7.4364
0.0900,2.2904,7.4364
0.1004,2.3908,7.4364
0.2411,2.6319,7.4364
0.2358,2.8677,7.4364
0.1333,3.0010,7.4364
0.1107,3.1117,7.4364
0.1217,3.2334,7.4364
0.1052,3.3386,7.4364
0.0317,3.3702,7.4364
0.0810,3.4513,7.4364
0.2444,3.6957,7.4364
0.1592,3.8549,7.4364
0.2483,4.1032,7.4364
0.1518,4.2550,7.4364
0.1496,4.4047,7.4364
0.1740,4.5786,7.4364
0.1668,4.7454,7.4364
