Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            2524.70        0.00             0.00             2524.70            56783.95 
5.47            0.00          4.56             0.00             10.03              56793.98 
0.04            0.00          2.26             0.00             2.30               56796.28 
0.03            0.00          2.02             0.00             2.05               56798.33 
0.03            0.00          2.20             0.00             2.23               56800.56 
0.03            0.00          4.36             0.00             4.39               56804.95 
0.04            0.00          1.95             0.00             1.99               56806.94 
0.03            0.00          4.32             0.00             4.35               56811.29 
0.03            0.00          1.95             0.00             1.98               56813.27 
0.03            0.00          2.02             0.00             2.05               56815.32 
0.03            0.00          2.23             0.00             2.26               56817.58 
0.03            0.00          2.11             0.00             2.14               56819.72 
0.03            0.00          2.31             0.00             2.34               56822.06 
0.03            0.00          2.25             0.00             2.28               56824.34 
0.03            0.00          2.20             0.00             2.23               56826.57 
0.03            0.00          2.09             0.00             2.12               56828.69 
0.03            0.00          2.10             0.00             2.13               56830.82 
0.03            0.00          2.22             0.00             2.25               56833.07 
0.03            0.00          2.28             0.00             2.31               56835.38 
0.03            0.00          2.04             0.00             2.07               56837.45 
0.03            0.00          2.04             0.00             2.07               56839.52 
0.03            0.00          2.24             0.00             2.27               56841.79 
0.03            0.00          2.26             0.00             2.29               56844.08 
0.03            0.00          2.10             0.00             2.13               56846.21 
0.03            0.00          2.05             0.00             2.08               56848.29 
0.03            0.00          2.07             0.00             2.10               56850.39 
0.03            0.00          2.00             0.00             2.03               56852.42 
0.03            0.00          2.08             0.00             2.11               56854.53 
0.03            0.00          2.12             0.00             2.15               56856.68 
0.03            0.00          2.10             0.00             2.13               56858.81 
0.03            0.00          0.26             0.00             0.29               56859.10 
0.02            0.00          0.25             0.00             0.27               56859.37 
0.02            0.00          0.27             0.00             0.29               56859.66 
0.02            0.00          0.27             0.00             0.29               56859.95 
0.02            0.00          0.27             0.00             0.29               56860.24 
0.02            0.00          0.26             0.00             0.28               56860.52 
0.01            0.00          1.94             0.00             1.95               56862.47 
0.03            0.00          0.27             0.00             0.30               56862.77 
0.02            0.00          0.24             0.00             0.26               56863.03 
0.02            0.00          0.27             0.00             0.29               56863.32 
0.02            0.00          0.25             0.00             0.27               56863.59 
0.01            0.00          0.27             0.00             0.28               56863.87 
0.02            0.00          0.26             0.00             0.28               56864.15 
0.01            0.00          1.97             0.00             1.98               56866.13 
0.04            0.00          0.24             0.00             0.28               56866.41 
0.02            0.00          0.23             0.00             0.25               56866.66 
0.01            0.00          0.25             0.00             0.26               56866.92 
0.02            0.00          0.25             0.00             0.27               56867.19 
0.01            0.00          0.22             0.00             0.23               56867.42 
0.02            0.00          0.23             0.00             0.25               56867.67 
0.01            0.00          1.74             0.00             1.75               56869.42 
0.03            0.00          0.24             0.00             0.27               56869.69 
0.02            0.00          0.21             0.00             0.23               56869.92 
0.02            0.00          0.24             0.00             0.26               56870.18 
0.01            0.00          0.20             0.00             0.21               56870.39 
0.01            0.00          0.23             0.00             0.24               56870.63 
0.01            0.00          0.23             0.00             0.24               56870.87 
0.02            0.00          0.24             0.00             0.26               56871.13 
0.02            0.00          1.68             0.00             1.70               56872.83 
0.03            0.00          0.25             0.00             0.28               56873.11 
0.02            0.00          0.26             0.00             0.28               56873.39 
0.01            0.00          1.93             0.00             1.94               56875.33 
0.03            0.00          0.24             0.00             0.27               56875.60 
0.02            0.00          0.26             0.00             0.28               56875.88 
0.02            0.00          0.26             0.00             0.28               56876.16 
0.02            0.00          0.26             0.00             0.28               56876.44 
0.01            0.00          0.24             0.00             0.25               56876.69 
0.01            0.00          0.26             0.00             0.27               56876.96 
0.02            0.00          0.22             0.00             0.24               56877.20 
0.01            0.00          0.26             0.00             0.27               56877.47 
0.01            0.00          0.24             0.00             0.25               56877.72 
0.02            0.00          0.26             0.00             0.28               56878.00 
0.02            0.00          1.84             0.00             1.86               56879.86 
