Encoding        Operation        Labels        Reduction        SingleRound        AllRounds 
0.00            0.00             1477.00           0.00             1477.00            2550251.87
7.73            14.36            0.00              0.00             22.09              2550273.96
5.40            6.62             0.00              0.00             12.02              2550285.98
2.91            7.02             0.00              0.00             9.93               2550295.91
2.73            6.57             0.00              0.00             9.30               2550305.21
2.90            7.52             0.00              0.00             10.42              2550315.63
2.64            7.17             0.00              0.00             9.81               2550325.44
2.65            6.15             0.00              0.00             8.80               2550334.24
2.40            7.67             0.00              0.00             10.07              2550344.31
2.50            5.99             0.00              0.00             8.49               2550352.80
2.21            7.04             0.00              0.00             9.25               2550362.05
2.32            6.44             0.00              0.00             8.76               2550370.81
2.23            5.67             0.00              0.00             7.90               2550378.71
1.79            5.45             0.00              0.00             7.24               2550385.95
1.86            5.45             0.00              0.00             7.31               2550393.26
1.86            4.87             0.00              0.00             6.73               2550399.99
1.81            5.62             0.00              0.00             7.43               2550407.42
1.49            9.15             0.00              0.00             10.64              2550418.06
1.53            5.70             0.00              0.00             7.23               2550425.29
1.44            9.79             0.00              0.00             11.23              2550436.52
2.05            6.25             0.00              0.00             8.30               2550444.82
1.13            9.46             0.00              0.00             10.59              2550455.41
1.68            4.12             0.00              0.00             5.80               2550461.21
0.85            4.92             0.00              0.00             5.77               2550466.98
0.89            4.73             0.00              0.00             5.62               2550472.60
0.52            4.73             0.00              0.00             5.25               2550477.85
0.48            5.82             0.00              0.00             6.30               2550484.15
0.51            4.68             0.00              0.00             5.19               2550489.34
0.28            4.49             0.00              0.00             4.77               2550494.11
0.29            4.65             0.00              0.00             4.94               2550499.05
0.07            1.85             0.00              0.00             1.92               2550500.97
0.45            1.65             0.00              0.00             2.10               2550503.07
0.45            1.64             0.00              0.00             2.09               2550505.16
0.45            5.48             0.00              0.00             5.93               2550511.09
2.18            1.57             0.00              0.00             3.75               2550514.84
0.26            5.37             0.00              0.00             5.63               2550520.47
1.80            1.17             0.00              0.00             2.97               2550523.44
0.04            1.52             0.00              0.00             1.56               2550525.00
0.04            1.52             0.00              0.00             1.56               2550526.56
0.04            1.32             0.00              0.00             1.36               2550527.92
0.04            1.42             0.00              0.00             1.46               2550529.38
0.06            1.48             0.00              0.00             1.54               2550530.92
0.04            1.48             0.00              0.00             1.52               2550532.44
0.04            1.54             0.00              0.00             1.58               2550534.02
0.04            1.35             0.00              0.00             1.39               2550535.41
0.04            2.09             0.00              0.00             2.13               2550537.54
0.51            6.16             0.00              0.00             6.67               2550544.21
2.55            1.96             0.00              0.00             4.51               2550548.72
0.27            5.89             0.00              0.00             6.16               2550554.88
2.10            1.66             0.00              0.00             3.76               2550558.64
0.04            1.64             0.00              0.00             1.68               2550560.32
0.04            1.74             0.00              0.00             1.78               2550562.10
0.04            1.52             0.00              0.00             1.56               2550563.66
0.04            1.76             0.00              0.00             1.80               2550565.46
0.04            1.80             0.00              0.00             1.84               2550567.30
0.04            1.79             0.00              0.00             1.83               2550569.13
0.04            1.77             0.00              0.00             1.81               2550570.94
0.04            1.59             0.00              0.00             1.63               2550572.57
0.04            1.83             0.00              0.00             1.87               2550574.44
0.04            1.99             0.00              0.00             2.03               2550576.47
0.48            2.23             0.00              0.00             2.71               2550579.18
0.46            1.88             0.00              0.00             2.34               2550581.52
0.45            1.58             0.00              0.00             2.03               2550583.55
0.47            2.31             0.00              0.00             2.78               2550586.33
0.48            2.20             0.00              0.00             2.68               2550589.01
0.50            2.25             0.00              0.00             2.75               2550591.76
0.45            5.19             0.00              0.00             5.64               2550597.40
1.25            5.03             0.00              0.00             6.28               2550603.68
1.04            1.82             0.00              0.00             2.86               2550606.54
0.04            1.34             0.00              0.00             1.38               2550607.92
0.05            1.81             0.00              0.00             1.86               2550609.78
0.04            1.94             0.00              0.00             1.98               2550611.76
0.04            1.89             0.00              0.00             1.93               2550613.69
0.04            2.13             0.00              0.00             2.17               2550615.86
0.47            2.22             0.00              0.00             2.69               2550618.55
0.46            7.14             0.00              0.00             7.60               2550626.15
2.06            1.83             0.00              0.00             3.89               2550630.04
0.45            1.61             0.00              0.00             2.06               2550632.10
0.24            1.98             0.00              0.00             2.22               2550634.32
0.26            6.75             0.00              0.00             7.01               2550641.33
1.26            1.82             0.00              0.00             3.08               2550644.41
0.04            1.75             0.00              0.00             1.79               2550646.20
0.04            1.94             0.00              0.00             1.98               2550648.18
0.04            1.78             0.00              0.00             1.82               2550650.00
0.05            1.95             0.00              0.00             2.00               2550652.00
0.04            2.01             0.00              0.00             2.05               2550654.05
0.04            2.18             0.00              0.00             2.22               2550656.27
0.45            2.09             0.00              0.00             2.54               2550658.81
0.46            2.13             0.00              0.00             2.59               2550661.40
0.45            2.05             0.00              0.00             2.50               2550663.90
0.45            2.05             0.00              0.00             2.50               2550666.40
0.46            1.80             0.00              0.00             2.26               2550668.66
0.46            2.06             0.00              0.00             2.52               2550671.18
0.46            1.99             0.00              0.00             2.45               2550673.63
0.45            2.15             0.00              0.00             2.60               2550676.23
0.46            5.05             0.00              0.00             5.51               2550681.74
0.67            4.79             0.00              0.00             5.46               2550687.20
0.51            1.68             0.00              0.00             2.19               2550689.39
0.04            1.82             0.00              0.00             1.86               2550691.25
0.04            1.64             0.00              0.00             1.68               2550692.93
0.43            5.65             0.00              0.00             6.08               2550699.01
1.99            5.28             0.00              0.00             7.27               2550706.28
1.85            1.62             0.00              0.00             3.47               2550709.75
0.04            1.29             0.00              0.00             1.33               2550711.08
0.04            1.47             0.00              0.00             1.51               2550712.59
0.04            1.62             0.00              0.00             1.66               2550714.25
0.04            1.77             0.00              0.00             1.81               2550716.06
0.04            1.86             0.00              0.00             1.90               2550717.96
0.04            1.62             0.00              0.00             1.66               2550719.62
0.04            1.77             0.00              0.00             1.81               2550721.43
0.04            1.78             0.00              0.00             1.82               2550723.25
0.04            2.18             0.00              0.00             2.22               2550725.47
0.47            2.20             0.00              0.00             2.67               2550728.14
0.47            2.05             0.00              0.00             2.52               2550730.66
