Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             370.25            0.00             370.25             24152.00 
2.35            3.57             0.00              0.00             5.92               24157.92 
1.39            1.88             0.00              0.00             3.27               24161.19 
0.79            3.06             0.00              0.00             3.85               24165.04 
1.15            1.82             0.00              0.00             2.97               24168.01 
0.67            1.74             0.00              0.00             2.41               24170.42 
0.65            1.48             0.00              0.00             2.13               24172.55 
0.60            1.92             0.00              0.00             2.52               24175.07 
0.59            2.84             0.00              0.00             3.43               24178.50 
0.89            1.53             0.00              0.00             2.42               24180.92 
0.46            1.39             0.00              0.00             1.85               24182.77 
0.43            1.81             0.00              0.00             2.24               24185.01 
0.45            1.47             0.00              0.00             1.92               24186.93 
0.35            1.70             0.00              0.00             2.05               24188.98 
0.39            1.40             0.00              0.00             1.79               24190.77 
0.23            1.52             0.00              0.00             1.75               24192.52 
0.31            1.32             0.00              0.00             1.63               24194.15 
0.18            1.35             0.00              0.00             1.53               24195.68 
0.17            1.31             0.00              0.00             1.48               24197.16 
0.16            1.39             0.00              0.00             1.55               24198.71 
0.09            0.79             0.00              0.00             0.88               24199.59 
0.21            1.59             0.00              0.00             1.80               24201.39 
0.66            0.65             0.00              0.00             1.31               24202.70 
0.14            0.54             0.00              0.00             0.68               24203.38 
0.14            0.71             0.00              0.00             0.85               24204.23 
0.14            0.71             0.00              0.00             0.85               24205.08 
0.14            0.53             0.00              0.00             0.67               24205.75 
0.13            0.66             0.00              0.00             0.79               24206.54 
0.13            1.26             0.00              0.00             1.39               24207.93 
0.15            0.60             0.00              0.00             0.75               24208.68 
0.05            1.68             0.00              0.00             1.73               24210.41 
0.72            1.76             0.00              0.00             2.48               24212.89 
0.58            1.65             0.00              0.00             2.23               24215.12 
0.55            13.18            0.00              0.00             13.73              24228.85 
0.61            1.57             0.00              0.00             2.18               24231.03 
0.51            2.63             0.00              0.00             3.14               24234.17 
0.81            1.53             0.00              0.00             2.34               24236.51 
0.45            1.34             0.00              0.00             1.79               24238.30 
0.38            1.40             0.00              0.00             1.78               24240.08 
0.38            1.28             0.00              0.00             1.66               24241.74 
0.31            1.51             0.00              0.00             1.82               24243.56 
0.30            1.27             0.00              0.00             1.57               24245.13 
0.35            1.50             0.00              0.00             1.85               24246.98 
0.31            1.25             0.00              0.00             1.56               24248.54 
0.07            1.16             0.00              0.00             1.23               24249.77 
0.07            1.17             0.00              0.00             1.24               24251.01 
0.07            0.71             0.00              0.00             0.78               24251.79 
0.13            0.58             0.00              0.00             0.71               24252.50 
0.14            1.57             0.00              0.00             1.71               24254.21 
0.47            0.56             0.00              0.00             1.03               24255.24 
0.05            0.59             0.00              0.00             0.64               24255.88 
0.05            0.60             0.00              0.00             0.65               24256.53 
0.04            0.57             0.00              0.00             0.61               24257.14 
0.04            0.59             0.00              0.00             0.63               24257.77 
0.05            0.64             0.00              0.00             0.69               24258.46 
0.15            0.66             0.00              0.00             0.81               24259.27 
0.14            0.70             0.00              0.00             0.84               24260.11 
0.14            0.52             0.00              0.00             0.66               24260.77 
0.15            0.64             0.00              0.00             0.79               24261.56 
0.14            1.27             0.00              0.00             1.41               24262.97 
0.24            0.56             0.00              0.00             0.80               24263.77 
0.04            0.46             0.00              0.00             0.50               24264.27 
0.04            0.50             0.00              0.00             0.54               24264.81 
0.13            0.53             0.00              0.00             0.66               24265.47 
0.13            1.27             0.00              0.00             1.40               24266.87 
0.39            0.48             0.00              0.00             0.87               24267.74 
0.04            0.47             0.00              0.00             0.51               24268.25 
0.04            0.46             0.00              0.00             0.50               24268.75 
0.07            0.48             0.00              0.00             0.55               24269.30 
0.06            0.69             0.00              0.00             0.75               24270.05 
0.16            0.68             0.00              0.00             0.84               24270.89 
0.15            0.62             0.00              0.00             0.77               24271.66 
0.13            1.49             0.00              0.00             1.62               24273.28 
0.31            0.61             0.00              0.00             0.92               24274.20 
0.04            0.64             0.00              0.00             0.68               24274.88 
0.06            0.53             0.00              0.00             0.59               24275.47 
0.04            1.39             0.00              0.00             1.43               24276.90 
0.51            1.35             0.00              0.00             1.86               24278.76 
0.39            1.38             0.00              0.00             1.77               24280.53 
0.37            1.35             0.00              0.00             1.72               24282.25 
0.37            1.48             0.00              0.00             1.85               24284.10 
0.31            1.41             0.00              0.00             1.72               24285.82 
0.30            1.55             0.00              0.00             1.85               24287.67 
0.31            1.27             0.00              0.00             1.58               24289.25 
0.17            1.25             0.00              0.00             1.42               24290.67 
0.16            1.40             0.00              0.00             1.56               24292.23 
0.15            1.19             0.00              0.00             1.34               24293.57 
0.06            0.64             0.00              0.00             0.70               24294.27 
0.05            0.49             0.00              0.00             0.54               24294.81 
0.04            0.57             0.00              0.00             0.61               24295.42 
0.05            0.60             0.00              0.00             0.65               24296.07 
0.05            0.55             0.00              0.00             0.60               24296.67 
0.04            0.49             0.00              0.00             0.53               24297.20 
0.04            0.48             0.00              0.00             0.52               24297.72 
0.05            0.48             0.00              0.00             0.53               24298.25 
0.04            0.47             0.00              0.00             0.51               24298.76 
0.05            0.44             0.00              0.00             0.49               24299.25 
0.05            0.51             0.00              0.00             0.56               24299.81 
0.04            0.61             0.00              0.00             0.65               24300.46 
0.04            0.62             0.00              0.00             0.66               24301.12 
0.04            0.51             0.00              0.00             0.55               24301.67 
0.04            0.58             0.00              0.00             0.62               24302.29 
0.06            0.58             0.00              0.00             0.64               24302.93 
0.05            0.61             0.00              0.00             0.66               24303.59 
0.05            0.56             0.00              0.00             0.61               24304.20 
0.05            0.51             0.00              0.00             0.56               24304.76 
0.05            0.61             0.00              0.00             0.66               24305.42 
0.04            0.54             0.00              0.00             0.58               24306.00 
0.05            0.61             0.00              0.00             0.66               24306.66 
0.05            0.56             0.00              0.00             0.61               24307.27 
0.04            0.54             0.00              0.00             0.58               24307.85 
0.05            0.50             0.00              0.00             0.55               24308.40 
0.04            0.52             0.00              0.00             0.56               24308.96 
0.04            0.56             0.00              0.00             0.60               24309.56 
0.04            0.50             0.00              0.00             0.54               24310.10 
0.05            0.58             0.00              0.00             0.63               24310.73 
0.05            0.55             0.00              0.00             0.60               24311.33 
0.05            0.58             0.00              0.00             0.63               24311.96 
0.12            0.50             0.00              0.00             0.62               24312.58 
0.04            1.53             0.00              0.00             1.57               24314.15 
0.57            0.46             0.00              0.00             1.03               24315.18 
0.04            0.49             0.00              0.00             0.53               24315.71 
0.04            0.52             0.00              0.00             0.56               24316.27 
