Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             418.61            0.00             418.61             117334.83
3.07            4.61             0.00              0.00             7.68               117342.51
1.76            2.29             0.00              0.00             4.05               117346.56
1.00            2.26             0.00              0.00             3.26               117349.82
1.05            4.03             0.00              0.00             5.08               117354.90
1.48            2.32             0.00              0.00             3.80               117358.70
0.80            2.28             0.00              0.00             3.08               117361.78
0.91            2.00             0.00              0.00             2.91               117364.69
0.69            1.92             0.00              0.00             2.61               117367.30
0.65            2.38             0.00              0.00             3.03               117370.33
0.73            3.49             0.00              0.00             4.22               117374.55
0.96            1.95             0.00              0.00             2.91               117377.46
0.49            1.76             0.00              0.00             2.25               117379.71
0.52            2.19             0.00              0.00             2.71               117382.42
0.57            1.86             0.00              0.00             2.43               117384.85
0.34            2.21             0.00              0.00             2.55               117387.40
0.43            1.78             0.00              0.00             2.21               117389.61
0.29            2.13             0.00              0.00             2.42               117392.03
0.37            1.78             0.00              0.00             2.15               117394.18
0.17            1.73             0.00              0.00             1.90               117396.08
0.19            1.71             0.00              0.00             1.90               117397.98
0.16            1.75             0.00              0.00             1.91               117399.89
0.09            0.85             0.00              0.00             0.94               117400.83
0.24            0.73             0.00              0.00             0.97               117401.80
0.24            1.99             0.00              0.00             2.23               117404.03
0.76            0.75             0.00              0.00             1.51               117405.54
0.13            0.71             0.00              0.00             0.84               117406.38
0.14            0.75             0.00              0.00             0.89               117407.27
0.15            0.69             0.00              0.00             0.84               117408.11
0.14            0.70             0.00              0.00             0.84               117408.95
0.15            0.72             0.00              0.00             0.87               117409.82
0.16            1.59             0.00              0.00             1.75               117411.57
0.18            0.57             0.00              0.00             0.75               117412.32
0.05            0.74             0.00              0.00             0.79               117413.11
0.24            0.93             0.00              0.00             1.17               117414.28
0.24            1.98             0.00              0.00             2.22               117416.50
0.76            0.73             0.00              0.00             1.49               117417.99
0.15            0.62             0.00              0.00             0.77               117418.76
0.14            0.85             0.00              0.00             0.99               117419.75
0.16            0.85             0.00              0.00             1.01               117420.76
0.15            0.76             0.00              0.00             0.91               117421.67
0.16            0.83             0.00              0.00             0.99               117422.66
0.16            1.62             0.00              0.00             1.78               117424.44
0.17            0.77             0.00              0.00             0.94               117425.38
0.05            9.09             0.00              0.00             9.14               117434.52
0.94            2.33             0.00              0.00             3.27               117437.79
0.66            2.29             0.00              0.00             2.95               117440.74
0.68            2.08             0.00              0.00             2.76               117443.50
0.70            1.94             0.00              0.00             2.64               117446.14
0.68            3.50             0.00              0.00             4.18               117450.32
0.99            2.02             0.00              0.00             3.01               117453.33
0.52            1.79             0.00              0.00             2.31               117455.64
0.48            1.66             0.00              0.00             2.14               117457.78
0.42            1.83             0.00              0.00             2.25               117460.03
0.42            1.61             0.00              0.00             2.03               117462.06
0.35            1.90             0.00              0.00             2.25               117464.31
0.37            1.71             0.00              0.00             2.08               117466.39
0.34            1.98             0.00              0.00             2.32               117468.71
0.33            1.53             0.00              0.00             1.86               117470.57
0.07            1.42             0.00              0.00             1.49               117472.06
0.07            1.53             0.00              0.00             1.60               117473.66
0.07            0.82             0.00              0.00             0.89               117474.55
0.15            0.78             0.00              0.00             0.93               117475.48
0.14            2.04             0.00              0.00             2.18               117477.66
0.53            0.59             0.00              0.00             1.12               117478.78
0.06            0.71             0.00              0.00             0.77               117479.55
0.04            0.75             0.00              0.00             0.79               117480.34
0.05            0.74             0.00              0.00             0.79               117481.13
0.05            0.73             0.00              0.00             0.78               117481.91
0.05            0.78             0.00              0.00             0.83               117482.74
0.15            0.86             0.00              0.00             1.01               117483.75
0.17            0.85             0.00              0.00             1.02               117484.77
0.15            0.65             0.00              0.00             0.80               117485.57
0.14            0.89             0.00              0.00             1.03               117486.60
0.15            0.67             0.00              0.00             0.82               117487.42
0.15            1.65             0.00              0.00             1.80               117489.22
0.24            0.74             0.00              0.00             0.98               117490.20
0.06            0.80             0.00              0.00             0.86               117491.06
0.05            0.65             0.00              0.00             0.70               117491.76
0.15            0.75             0.00              0.00             0.90               117492.66
0.15            1.81             0.00              0.00             1.96               117494.62
0.45            0.68             0.00              0.00             1.13               117495.75
0.05            0.65             0.00              0.00             0.70               117496.45
0.05            0.66             0.00              0.00             0.71               117497.16
0.07            0.66             0.00              0.00             0.73               117497.89
0.05            0.67             0.00              0.00             0.72               117498.61
