Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             9.91              0.00             9.91               38.32    
0.54            0.22             0.00              0.00             0.76               39.08    
0.19            0.20             0.00              0.00             0.39               39.47    
0.10            0.17             0.00              0.00             0.27               39.74    
0.09            0.15             0.00              0.00             0.24               39.98    
0.10            0.14             0.00              0.00             0.24               40.22    
0.07            0.12             0.00              0.00             0.19               40.41    
0.08            0.11             0.00              0.00             0.19               40.60    
0.07            0.09             0.00              0.00             0.16               40.76    
0.07            0.12             0.00              0.00             0.19               40.95    
0.09            0.11             0.00              0.00             0.20               41.15    
0.09            0.14             0.00              0.00             0.23               41.38    
0.06            0.06             0.00              0.00             0.12               41.50    
0.06            0.07             0.00              0.00             0.13               41.63    
0.05            0.05             0.00              0.00             0.10               41.73    
0.04            0.05             0.00              0.00             0.09               41.82    
0.05            0.01             0.00              0.00             0.06               41.88    
0.00            0.00             0.00              0.35             0.35               42.23    
