Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             58.14             0.00             58.14              217.74   
0.85            0.42             0.00              0.00             1.27               219.01   
0.21            0.27             0.00              0.00             0.48               219.49   
0.18            0.26             0.00              0.00             0.44               219.93   
0.16            0.23             0.00              0.00             0.39               220.32   
0.13            0.19             0.00              0.00             0.32               220.64   
0.09            0.20             0.00              0.00             0.29               220.93   
0.11            0.20             0.00              0.00             0.31               221.24   
0.10            0.19             0.00              0.00             0.29               221.53   
0.12            0.17             0.00              0.00             0.29               221.82   
0.10            0.21             0.00              0.00             0.31               222.13   
0.11            0.21             0.00              0.00             0.32               222.45   
0.10            0.16             0.00              0.00             0.26               222.71   
0.07            0.16             0.00              0.00             0.23               222.94   
0.09            0.17             0.00              0.00             0.26               223.20   
0.10            0.16             0.00              0.00             0.26               223.46   
0.08            0.17             0.00              0.00             0.25               223.71   
0.07            0.12             0.00              0.00             0.19               223.90   
0.06            0.14             0.00              0.00             0.20               224.10   
0.07            0.14             0.00              0.00             0.21               224.31   
0.06            0.11             0.00              0.00             0.17               224.48   
0.07            0.14             0.00              0.00             0.21               224.69   
0.10            0.10             0.00              0.00             0.20               224.89   
0.06            0.09             0.00              0.00             0.15               225.04   
0.06            0.10             0.00              0.00             0.16               225.20   
0.08            0.18             0.00              0.00             0.26               225.46   
0.07            0.29             0.00              0.00             0.36               225.82   
0.08            0.14             0.00              0.00             0.22               226.04   
0.11            0.12             0.00              0.00             0.23               226.27   
0.08            0.14             0.00              0.00             0.22               226.49   
0.06            0.09             0.00              0.00             0.15               226.64   
0.05            0.09             0.00              0.00             0.14               226.78   
0.05            0.08             0.00              0.00             0.13               226.91   
0.07            0.04             0.00              0.00             0.11               227.02   
0.11            0.03             0.00              0.00             0.14               227.16   
0.12            0.03             0.00              0.00             0.15               227.31   
0.11            0.03             0.00              0.00             0.14               227.45   
0.00            0.00             0.00              7.46             7.46               234.91   
