Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             24.72             0.00             24.72              88.95    
0.37            0.26             0.00              0.00             0.63               89.58    
0.14            0.23             0.00              0.00             0.37               89.95    
0.12            0.17             0.00              0.00             0.29               90.24    
0.09            0.15             0.00              0.00             0.24               90.48    
0.07            0.12             0.00              0.00             0.19               90.67    
0.05            0.11             0.00              0.00             0.16               90.83    
0.04            0.16             0.00              0.00             0.20               91.03    
0.09            0.16             0.00              0.00             0.25               91.28    
0.08            0.14             0.00              0.00             0.22               91.50    
0.06            0.14             0.00              0.00             0.20               91.70    
0.06            0.10             0.00              0.00             0.16               91.86    
0.06            0.11             0.00              0.00             0.17               92.03    
0.06            0.10             0.00              0.00             0.16               92.19    
0.06            0.12             0.00              0.00             0.18               92.37    
0.05            0.09             0.00              0.00             0.14               92.51    
0.04            0.09             0.00              0.00             0.13               92.64    
0.04            0.13             0.00              0.00             0.17               92.81    
0.08            0.11             0.00              0.00             0.19               93.00    
0.06            0.10             0.00              0.00             0.16               93.16    
0.10            0.10             0.00              0.00             0.20               93.36    
0.04            0.09             0.00              0.00             0.13               93.49    
0.05            0.11             0.00              0.00             0.16               93.65    
0.06            0.10             0.00              0.00             0.16               93.81    
0.05            0.09             0.00              0.00             0.14               93.95    
0.04            0.08             0.00              0.00             0.12               94.07    
0.05            0.07             0.00              0.00             0.12               94.19    
0.04            0.07             0.00              0.00             0.11               94.30    
0.04            0.08             0.00              0.00             0.12               94.42    
0.05            0.07             0.00              0.00             0.12               94.54    
0.05            0.08             0.00              0.00             0.13               94.67    
0.04            0.07             0.00              0.00             0.11               94.78    
0.04            0.06             0.00              0.00             0.10               94.88    
0.06            0.04             0.00              0.00             0.10               94.98    
0.07            0.04             0.00              0.00             0.11               95.09    
0.04            0.05             0.00              0.00             0.09               95.18    
0.04            0.03             0.00              0.00             0.07               95.25    
0.00            0.00             0.00              2.23             2.23               97.48    
