Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             47.87             0.00             47.87              549.64   
0.39            0.10             0.00              0.00             0.49               550.13   
0.07            0.07             0.00              0.00             0.14               550.27   
0.05            0.06             0.00              0.00             0.11               550.38   
0.03            0.05             0.00              0.00             0.08               550.46   
0.05            0.05             0.00              0.00             0.10               550.56   
0.03            0.05             0.00              0.00             0.08               550.64   
0.04            0.05             0.00              0.00             0.09               550.73   
0.03            0.04             0.00              0.00             0.07               550.80   
0.03            0.04             0.00              0.00             0.07               550.87   
0.04            0.04             0.00              0.00             0.08               550.95   
0.03            0.05             0.00              0.00             0.08               551.03   
0.03            0.10             0.00              0.00             0.13               551.16   
0.03            0.04             0.00              0.00             0.07               551.23   
0.03            0.04             0.00              0.00             0.07               551.30   
0.03            0.03             0.00              0.00             0.06               551.36   
0.03            0.03             0.00              0.00             0.06               551.42   
0.03            0.03             0.00              0.00             0.06               551.48   
0.03            0.02             0.00              0.00             0.05               551.53   
0.03            0.03             0.00              0.00             0.06               551.59   
0.03            0.02             0.00              0.00             0.05               551.64   
0.03            0.03             0.00              0.00             0.06               551.70   
0.03            0.02             0.00              0.00             0.05               551.75   
0.03            0.01             0.00              0.00             0.04               551.79   
0.03            0.01             0.00              0.00             0.04               551.83   
0.03            0.02             0.00              0.00             0.05               551.88   
0.04            0.02             0.00              0.00             0.06               551.94   
0.03            0.03             0.00              0.00             0.06               552.00   
0.04            0.03             0.00              0.00             0.07               552.07   
0.03            0.01             0.00              0.00             0.04               552.11   
0.03            0.01             0.00              0.00             0.04               552.15   
0.03            0.01             0.00              0.00             0.04               552.19   
0.03            0.01             0.00              0.00             0.04               552.23   
0.03            0.00             0.00              0.00             0.03               552.26   
0.03            0.00             0.00              0.00             0.03               552.29   
0.03            0.00             0.00              0.00             0.03               552.32   
0.03            0.00             0.00              0.00             0.03               552.35   
0.00            0.00             0.00              0.38             0.38               552.73   
