Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            608.92        0.00             0.00             608.92             13109.00 
1.12            0.00          0.96             0.00             2.08               13111.08 
0.03            0.00          0.49             0.00             0.52               13111.60 
0.02            0.00          0.46             0.00             0.48               13112.08 
0.02            0.00          0.86             0.00             0.88               13112.96 
0.02            0.00          0.43             0.00             0.45               13113.41 
0.02            0.00          0.49             0.00             0.51               13113.92 
0.02            0.00          0.43             0.00             0.45               13114.37 
0.02            0.00          0.44             0.00             0.46               13114.83 
0.02            0.00          0.85             0.00             0.87               13115.70 
0.03            0.00          0.43             0.00             0.46               13116.16 
0.02            0.00          0.44             0.00             0.46               13116.62 
0.02            0.00          0.46             0.00             0.48               13117.10 
0.02            0.00          0.47             0.00             0.49               13117.59 
0.02            0.00          0.45             0.00             0.47               13118.06 
0.02            0.00          0.46             0.00             0.48               13118.54 
0.02            0.00          0.48             0.00             0.50               13119.04 
0.02            0.00          0.46             0.00             0.48               13119.52 
0.02            0.00          0.42             0.00             0.44               13119.96 
0.02            0.00          0.46             0.00             0.48               13120.44 
0.02            0.00          0.48             0.00             0.50               13120.94 
0.02            0.00          0.09             0.00             0.11               13121.05 
0.02            0.00          0.09             0.00             0.11               13121.16 
0.01            0.00          0.08             0.00             0.09               13121.25 
0.01            0.00          0.09             0.00             0.10               13121.35 
0.02            0.00          0.09             0.00             0.11               13121.46 
0.01            0.00          0.08             0.00             0.09               13121.55 
0.01            0.00          0.08             0.00             0.09               13121.64 
0.01            0.00          0.41             0.00             0.42               13122.06 
0.02            0.00          0.08             0.00             0.10               13122.16 
0.01            0.00          0.08             0.00             0.09               13122.25 
0.01            0.00          0.08             0.00             0.09               13122.34 
0.01            0.00          0.09             0.00             0.10               13122.44 
0.01            0.00          0.09             0.00             0.10               13122.54 
0.01            0.00          0.08             0.00             0.09               13122.63 
0.01            0.00          0.09             0.00             0.10               13122.73 
0.02            0.00          0.39             0.00             0.41               13123.14 
0.02            0.00          0.08             0.00             0.10               13123.24 
0.02            0.00          0.38             0.00             0.40               13123.64 
0.02            0.00          0.38             0.00             0.40               13124.04 
0.02            0.00          0.42             0.00             0.44               13124.48 
0.02            0.00          0.44             0.00             0.46               13124.94 
0.02            0.00          0.40             0.00             0.42               13125.36 
0.02            0.00          0.39             0.00             0.41               13125.77 
0.03            0.00          0.37             0.00             0.40               13126.17 
0.02            0.00          0.37             0.00             0.39               13126.56 
0.02            0.00          0.40             0.00             0.42               13126.98 
0.02            0.00          0.39             0.00             0.41               13127.39 
0.02            0.00          0.41             0.00             0.43               13127.82 
0.02            0.00          0.38             0.00             0.40               13128.22 
0.02            0.00          0.43             0.00             0.45               13128.67 
0.02            0.00          0.85             0.00             0.87               13129.54 
0.02            0.00          0.40             0.00             0.42               13129.96 
0.02            0.00          0.41             0.00             0.43               13130.39 
0.02            0.00          0.08             0.00             0.10               13130.49 
0.01            0.00          0.37             0.00             0.38               13130.87 
0.02            0.00          0.08             0.00             0.10               13130.97 
0.01            0.00          0.07             0.00             0.08               13131.05 
0.01            0.00          0.07             0.00             0.08               13131.13 
0.01            0.00          0.07             0.00             0.08               13131.21 
0.01            0.00          0.08             0.00             0.09               13131.30 
0.01            0.00          0.08             0.00             0.09               13131.39 
0.01            0.00          0.43             0.00             0.44               13131.83 
0.02            0.00          0.09             0.00             0.11               13131.94 
0.01            0.00          0.08             0.00             0.09               13132.03 
0.01            0.00          0.08             0.00             0.09               13132.12 
0.01            0.00          0.08             0.00             0.09               13132.21 
0.01            0.00          0.09             0.00             0.10               13132.31 
0.01            0.00          0.08             0.00             0.09               13132.40 
0.01            0.00          0.08             0.00             0.09               13132.49 
0.01            0.00          0.08             0.00             0.09               13132.58 
0.02            0.00          0.08             0.00             0.10               13132.68 
0.02            0.00          0.38             0.00             0.40               13133.08 
0.02            0.00          0.08             0.00             0.10               13133.18 
0.01            0.00          0.08             0.00             0.09               13133.27 
0.01            0.00          0.08             0.00             0.09               13133.36 
0.01            0.00          0.08             0.00             0.09               13133.45 
0.01            0.00          0.08             0.00             0.09               13133.54 
0.01            0.00          0.39             0.00             0.40               13133.94 
0.02            0.00          0.08             0.00             0.10               13134.04 
0.01            0.00          0.08             0.00             0.09               13134.13 
0.01            0.00          0.07             0.00             0.08               13134.21 
0.01            0.00          0.41             0.00             0.42               13134.63 
0.02            0.00          0.41             0.00             0.43               13135.06 
0.02            0.00          0.42             0.00             0.44               13135.50 
0.02            0.00          0.40             0.00             0.42               13135.92 
0.02            0.00          0.40             0.00             0.42               13136.34 
0.02            0.00          0.40             0.00             0.42               13136.76 
0.03            0.00          0.45             0.00             0.48               13137.24 
0.02            0.00          0.43             0.00             0.45               13137.69 
0.02            0.00          0.48             0.00             0.50               13138.19 
0.02            0.00          0.44             0.00             0.46               13138.65 
0.02            0.00          0.09             0.00             0.11               13138.76 
0.02            0.00          0.08             0.00             0.10               13138.86 
0.02            0.00          0.08             0.00             0.10               13138.96 
0.01            0.00          0.09             0.00             0.10               13139.06 
0.01            0.00          0.09             0.00             0.10               13139.16 
0.02            0.00          0.10             0.00             0.12               13139.28 
0.02            0.00          0.09             0.00             0.11               13139.39 
0.02            0.00          0.09             0.00             0.11               13139.50 
0.02            0.00          0.09             0.00             0.11               13139.61 
0.02            0.00          0.08             0.00             0.10               13139.71 
0.01            0.00          0.08             0.00             0.09               13139.80 
0.01            0.00          0.09             0.00             0.10               13139.90 
0.01            0.00          0.08             0.00             0.09               13139.99 
0.01            0.00          0.08             0.00             0.09               13140.08 
0.01            0.00          0.09             0.00             0.10               13140.18 
0.02            0.00          0.09             0.00             0.11               13140.29 
0.01            0.00          0.09             0.00             0.10               13140.39 
0.02            0.00          0.08             0.00             0.10               13140.49 
0.01            0.00          0.09             0.00             0.10               13140.59 
0.02            0.00          0.08             0.00             0.10               13140.69 
0.01            0.00          0.09             0.00             0.10               13140.79 
0.02            0.00          0.09             0.00             0.11               13140.90 
0.01            0.00          0.08             0.00             0.09               13140.99 
0.02            0.00          0.08             0.00             0.10               13141.09 
0.01            0.00          0.09             0.00             0.10               13141.19 
0.02            0.00          0.05             0.00             0.07               13141.26 
0.01            0.00          0.38             0.00             0.39               13141.65 
0.02            0.00          0.05             0.00             0.07               13141.72 
0.01            0.00          0.04             0.00             0.05               13141.77 
0.01            0.00          0.05             0.00             0.06               13141.83 
0.01            0.00          0.05             0.00             0.06               13141.89 
0.01            0.00          0.04             0.00             0.05               13141.94 
0.01            0.00          0.04             0.00             0.05               13141.99 
0.01            0.00          0.05             0.00             0.06               13142.05 
0.01            0.00          0.04             0.00             0.05               13142.10 
0.01            0.00          0.04             0.00             0.05               13142.15 
0.01            0.00          0.04             0.00             0.05               13142.20 
0.01            0.00          0.04             0.00             0.05               13142.25 
0.01            0.00          0.04             0.00             0.05               13142.30 
0.01            0.00          0.04             0.00             0.05               13142.35 
0.02            0.00          0.04             0.00             0.06               13142.41 
0.02            0.00          0.04             0.00             0.06               13142.47 
0.02            0.00          0.04             0.00             0.06               13142.53 
0.02            0.00          0.04             0.00             0.06               13142.59 
0.01            0.00          0.04             0.00             0.05               13142.64 
0.01            0.00          0.04             0.00             0.05               13142.69 
0.01            0.00          0.05             0.00             0.06               13142.75 
0.01            0.00          0.04             0.00             0.05               13142.80 
0.01            0.00          0.04             0.00             0.05               13142.85 
0.01            0.00          0.04             0.00             0.05               13142.90 
0.01            0.00          0.05             0.00             0.06               13142.96 
0.01            0.00          0.04             0.00             0.05               13143.01 
0.01            0.00          0.05             0.00             0.06               13143.07 
0.01            0.00          0.04             0.00             0.05               13143.12 
0.01            0.00          0.35             0.00             0.36               13143.48 
0.02            0.00          0.04             0.00             0.06               13143.54 
0.02            0.00          0.04             0.00             0.06               13143.60 
0.02            0.00          0.33             0.00             0.35               13143.95 
0.02            0.00          0.04             0.00             0.06               13144.01 
0.01            0.00          0.04             0.00             0.05               13144.06 
0.01            0.00          0.04             0.00             0.05               13144.11 
0.01            0.00          0.04             0.00             0.05               13144.16 
0.01            0.00          0.04             0.00             0.05               13144.21 
0.01            0.00          0.04             0.00             0.05               13144.26 
0.01            0.00          0.06             0.00             0.07               13144.33 
0.02            0.00          0.05             0.00             0.07               13144.40 
0.01            0.00          0.06             0.00             0.07               13144.47 
0.03            0.00          0.05             0.00             0.08               13144.55 
0.01            0.00          0.05             0.00             0.06               13144.61 
0.01            0.00          0.39             0.00             0.40               13145.01 
0.02            0.00          0.05             0.00             0.07               13145.08 
0.02            0.00          0.05             0.00             0.07               13145.15 
