Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            340.26        0.00             0.00             340.26             7214.10  
0.56            0.00          0.43             0.00             0.99               7215.09  
0.03            0.00          0.22             0.00             0.25               7215.34  
0.02            0.00          0.20             0.00             0.22               7215.56  
0.02            0.00          0.35             0.00             0.37               7215.93  
0.02            0.00          0.19             0.00             0.21               7216.14  
0.02            0.00          0.20             0.00             0.22               7216.36  
0.02            0.00          0.20             0.00             0.22               7216.58  
0.02            0.00          0.20             0.00             0.22               7216.80  
0.02            0.00          0.34             0.00             0.36               7217.16  
0.02            0.00          0.21             0.00             0.23               7217.39  
0.02            0.00          0.20             0.00             0.22               7217.61  
0.02            0.00          0.18             0.00             0.20               7217.81  
0.02            0.00          0.20             0.00             0.22               7218.03  
0.02            0.00          0.21             0.00             0.23               7218.26  
0.02            0.00          0.20             0.00             0.22               7218.48  
0.02            0.00          0.18             0.00             0.20               7218.68  
0.02            0.00          0.05             0.00             0.07               7218.75  
0.01            0.00          0.04             0.00             0.05               7218.80  
0.01            0.00          0.05             0.00             0.06               7218.86  
0.01            0.00          0.05             0.00             0.06               7218.92  
0.01            0.00          0.05             0.00             0.06               7218.98  
0.01            0.00          0.17             0.00             0.18               7219.16  
0.02            0.00          0.04             0.00             0.06               7219.22  
0.01            0.00          0.05             0.00             0.06               7219.28  
0.02            0.00          0.05             0.00             0.07               7219.35  
0.02            0.00          0.05             0.00             0.07               7219.42  
0.01            0.00          0.05             0.00             0.06               7219.48  
0.01            0.00          0.17             0.00             0.18               7219.66  
0.02            0.00          0.05             0.00             0.07               7219.73  
0.01            0.00          0.16             0.00             0.17               7219.90  
0.02            0.00          0.16             0.00             0.18               7220.08  
0.01            0.00          0.17             0.00             0.18               7220.26  
0.02            0.00          0.18             0.00             0.20               7220.46  
0.02            0.00          0.17             0.00             0.19               7220.65  
0.01            0.00          0.16             0.00             0.17               7220.82  
0.01            0.00          0.16             0.00             0.17               7220.99  
0.02            0.00          0.16             0.00             0.18               7221.17  
0.02            0.00          0.17             0.00             0.19               7221.36  
0.02            0.00          0.32             0.00             0.34               7221.70  
0.02            0.00          0.17             0.00             0.19               7221.89  
0.02            0.00          0.17             0.00             0.19               7222.08  
0.02            0.00          0.05             0.00             0.07               7222.15  
0.01            0.00          0.16             0.00             0.17               7222.32  
0.03            0.00          0.04             0.00             0.07               7222.39  
0.01            0.00          0.04             0.00             0.05               7222.44  
0.01            0.00          0.04             0.00             0.05               7222.49  
0.01            0.00          0.04             0.00             0.05               7222.54  
0.01            0.00          0.17             0.00             0.18               7222.72  
0.02            0.00          0.04             0.00             0.06               7222.78  
0.01            0.00          0.04             0.00             0.05               7222.83  
0.01            0.00          0.04             0.00             0.05               7222.88  
0.01            0.00          0.04             0.00             0.05               7222.93  
0.01            0.00          0.04             0.00             0.05               7222.98  
0.01            0.00          0.16             0.00             0.17               7223.15  
0.01            0.00          0.04             0.00             0.05               7223.20  
0.02            0.00          0.04             0.00             0.06               7223.26  
0.01            0.00          0.04             0.00             0.05               7223.31  
0.01            0.00          0.05             0.00             0.06               7223.37  
0.01            0.00          0.05             0.00             0.06               7223.43  
0.01            0.00          0.16             0.00             0.17               7223.60  
0.01            0.00          0.05             0.00             0.06               7223.66  
0.01            0.00          0.17             0.00             0.18               7223.84  
0.01            0.00          0.18             0.00             0.19               7224.03  
0.01            0.00          0.18             0.00             0.19               7224.22  
0.02            0.00          0.18             0.00             0.20               7224.42  
0.02            0.00          0.17             0.00             0.19               7224.61  
0.01            0.00          0.16             0.00             0.17               7224.78  
0.01            0.00          0.05             0.00             0.06               7224.84  
0.02            0.00          0.05             0.00             0.07               7224.91  
0.01            0.00          0.04             0.00             0.05               7224.96  
0.01            0.00          0.05             0.00             0.06               7225.02  
0.02            0.00          0.05             0.00             0.07               7225.09  
0.01            0.00          0.04             0.00             0.05               7225.14  
0.02            0.00          0.05             0.00             0.07               7225.21  
0.02            0.00          0.05             0.00             0.07               7225.28  
0.02            0.00          0.05             0.00             0.07               7225.35  
0.02            0.00          0.03             0.00             0.05               7225.40  
0.01            0.00          0.15             0.00             0.16               7225.56  
0.01            0.00          0.02             0.00             0.03               7225.59  
0.01            0.00          0.02             0.00             0.03               7225.62  
0.01            0.00          0.02             0.00             0.03               7225.65  
0.01            0.00          0.02             0.00             0.03               7225.68  
0.01            0.00          0.02             0.00             0.03               7225.71  
0.01            0.00          0.02             0.00             0.03               7225.74  
0.01            0.00          0.02             0.00             0.03               7225.77  
