Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             1980.48           0.00             1980.48            986175.46
12.86           26.70            0.00              0.00             39.56              986215.02
9.17            13.15            0.00              0.00             22.32              986237.34
5.19            13.13            0.00              0.00             18.32              986255.66
4.93            12.85            0.00              0.00             17.78              986273.44
4.74            12.54            0.00              0.00             17.28              986290.72
4.52            15.48            0.00              0.00             20.00              986310.72
16.72           12.12            0.00              0.00             28.84              986339.56
4.38            14.20            0.00              0.00             18.58              986358.14
4.45            11.97            0.00              0.00             16.42              986374.56
4.00            11.89            0.00              0.00             15.89              986390.45
4.05            12.57            0.00              0.00             16.62              986407.07
3.73            14.94            0.00              0.00             18.67              986425.74
3.67            11.15            0.00              0.00             14.82              986440.56
3.49            14.30            0.00              0.00             17.79              986458.35
3.68            10.91            0.00              0.00             14.59              986472.94
3.20            13.69            0.00              0.00             16.89              986489.83
3.22            19.15            0.00              0.00             22.37              986512.20
4.62            11.85            0.00              0.00             16.47              986528.67
2.95            18.85            0.00              0.00             21.80              986550.47
4.31            9.93             0.00              0.00             14.24              986564.71
2.02            10.03            0.00              0.00             12.05              986576.76
2.36            10.14            0.00              0.00             12.50              986589.26
1.83            11.33            0.00              0.00             13.16              986602.42
2.08            12.22            0.00              0.00             14.30              986616.72
2.12            8.40             0.00              0.00             10.52              986627.24
2.00            8.70             0.00              0.00             10.70              986637.94
0.96            8.64             0.00              0.00             9.60               986647.54
0.96            12.01            0.00              0.00             12.97              986660.51
1.57            8.84             0.00              0.00             10.41              986670.92
0.68            9.38             0.00              0.00             10.06              986680.98
0.67            11.36            0.00              0.00             12.03              986693.01
0.96            8.97             0.00              0.00             9.93               986702.94
0.39            16.96            0.00              0.00             17.35              986720.29
0.69            8.74             0.00              0.00             9.43               986729.72
0.07            4.11             0.00              0.00             4.18               986733.90
0.93            12.01            0.00              0.00             12.94              986746.84
4.38            3.51             0.00              0.00             7.89               986754.73
0.63            12.34            0.00              0.00             12.97              986767.70
4.35            3.56             0.00              0.00             7.91               986775.61
0.35            3.49             0.00              0.00             3.84               986779.45
0.37            2.70             0.00              0.00             3.07               986782.52
0.40            3.69             0.00              0.00             4.09               986786.61
0.37            3.13             0.00              0.00             3.50               986790.11
0.34            3.59             0.00              0.00             3.93               986794.04
0.36            3.11             0.00              0.00             3.47               986797.51
0.36            3.53             0.00              0.00             3.89               986801.40
0.35            9.88             0.00              0.00             10.23              986811.63
1.59            3.39             0.00              0.00             4.98               986816.61
0.05            3.43             0.00              0.00             3.48               986820.09
0.04            3.06             0.00              0.00             3.10               986823.19
0.04            3.27             0.00              0.00             3.31               986826.50
0.04            2.82             0.00              0.00             2.86               986829.36
0.04            4.59             0.00              0.00             4.63               986833.99
0.96            3.72             0.00              0.00             4.68               986838.67
0.89            4.86             0.00              0.00             5.75               986844.42
1.01            11.99            0.00              0.00             13.00              986857.42
