Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             74.85             0.00             74.85              2747.45  
0.72            1.05             0.00              0.00             1.77               2749.22  
0.34            0.67             0.00              0.00             1.01               2750.23  
0.23            0.64             0.00              0.00             0.87               2751.10  
0.24            0.54             0.00              0.00             0.78               2751.88  
0.18            0.79             0.00              0.00             0.97               2752.85  
0.28            0.56             0.00              0.00             0.84               2753.69  
0.18            0.81             0.00              0.00             0.99               2754.68  
0.20            0.51             0.00              0.00             0.71               2755.39  
0.13            0.50             0.00              0.00             0.63               2756.02  
0.10            0.48             0.00              0.00             0.58               2756.60  
0.10            0.79             0.00              0.00             0.89               2757.49  
0.11            0.51             0.00              0.00             0.62               2758.11  
0.05            0.61             0.00              0.00             0.66               2758.77  
0.21            0.33             0.00              0.00             0.54               2759.31  
0.10            0.63             0.00              0.00             0.73               2760.04  
0.19            0.29             0.00              0.00             0.48               2760.52  
0.07            0.27             0.00              0.00             0.34               2760.86  
0.07            0.51             0.00              0.00             0.58               2761.44  
0.08            0.27             0.00              0.00             0.35               2761.79  
0.04            0.30             0.00              0.00             0.34               2762.13  
0.14            0.60             0.00              0.00             0.74               2762.87  
0.21            0.31             0.00              0.00             0.52               2763.39  
0.10            0.51             0.00              0.00             0.61               2764.00  
0.15            0.27             0.00              0.00             0.42               2764.42  
0.07            0.27             0.00              0.00             0.34               2764.76  
0.07            0.54             0.00              0.00             0.61               2765.37  
0.08            0.55             0.00              0.00             0.63               2766.00  
0.19            0.31             0.00              0.00             0.50               2766.50  
0.10            0.28             0.00              0.00             0.38               2766.88  
0.09            0.44             0.00              0.00             0.53               2767.41  
0.08            0.42             0.00              0.00             0.50               2767.91  
0.04            0.47             0.00              0.00             0.51               2768.42  
0.18            0.86             0.00              0.00             1.04               2769.46  
0.23            0.71             0.00              0.00             0.94               2770.40  
0.16            0.48             0.00              0.00             0.64               2771.04  
0.11            0.42             0.00              0.00             0.53               2771.57  
0.08            0.52             0.00              0.00             0.60               2772.17  
0.08            0.38             0.00              0.00             0.46               2772.63  
0.05            0.54             0.00              0.00             0.59               2773.22  
0.16            0.28             0.00              0.00             0.44               2773.66  
