Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            3425.45        0.00             0.00             3425.45            80519.51 
7.97            0.00          6.91             0.00             14.88              80534.39 
0.04            0.00          3.25             0.00             3.29               80537.68 
0.03            0.00          3.24             0.00             3.27               80540.95 
0.03            0.00          3.36             0.00             3.39               80544.34 
0.03            0.00          6.63             0.00             6.66               80551.00 
0.04            0.00          2.87             0.00             2.91               80553.91 
0.03            0.00          6.60             0.00             6.63               80560.54 
0.04            0.00          2.85             0.00             2.89               80563.43 
0.03            0.00          3.06             0.00             3.09               80566.52 
0.03            0.00          3.15             0.00             3.18               80569.70 
0.03            0.00          3.08             0.00             3.11               80572.81 
0.03            0.00          2.91             0.00             2.94               80575.75 
0.03            0.00          3.34             0.00             3.37               80579.12 
0.04            0.00          3.35             0.00             3.39               80582.51 
0.03            0.00          3.42             0.00             3.45               80585.96 
0.03            0.00          3.57             0.00             3.60               80589.56 
0.04            0.00          3.29             0.00             3.33               80592.89 
0.03            0.00          3.30             0.00             3.33               80596.22 
0.03            0.00          3.07             0.00             3.10               80599.32 
0.03            0.00          3.25             0.00             3.28               80602.60 
0.03            0.00          3.32             0.00             3.35               80605.95 
0.03            0.00          2.90             0.00             2.93               80608.88 
0.03            0.00          3.00             0.00             3.03               80611.91 
0.03            0.00          3.43             0.00             3.46               80615.37 
0.03            0.00          3.42             0.00             3.45               80618.82 
0.03            0.00          3.05             0.00             3.08               80621.90 
0.03            0.00          3.22             0.00             3.25               80625.15 
0.03            0.00          3.30             0.00             3.33               80628.48 
0.03            0.00          3.52             0.00             3.55               80632.03 
0.03            0.00          3.22             0.00             3.25               80635.28 
0.04            0.00          3.27             0.00             3.31               80638.59 
0.03            0.00          3.31             0.00             3.34               80641.93 
0.03            0.00          3.34             0.00             3.37               80645.30 
0.03            0.00          0.36             0.00             0.39               80645.69 
0.02            0.00          0.40             0.00             0.42               80646.11 
0.02            0.00          0.35             0.00             0.37               80646.48 
0.02            0.00          0.38             0.00             0.40               80646.88 
0.02            0.00          0.37             0.00             0.39               80647.27 
0.02            0.00          0.38             0.00             0.40               80647.67 
0.02            0.00          0.37             0.00             0.39               80648.06 
0.02            0.00          3.02             0.00             3.04               80651.10 
0.03            0.00          0.37             0.00             0.40               80651.50 
0.02            0.00          0.35             0.00             0.37               80651.87 
0.03            0.00          0.38             0.00             0.41               80652.28 
0.02            0.00          0.33             0.00             0.35               80652.63 
0.02            0.00          0.35             0.00             0.37               80653.00 
0.01            0.00          0.37             0.00             0.38               80653.38 
0.02            0.00          0.37             0.00             0.39               80653.77 
0.02            0.00          2.96             0.00             2.98               80656.75 
0.03            0.00          0.33             0.00             0.36               80657.11 
0.02            0.00          0.34             0.00             0.36               80657.47 
0.02            0.00          0.37             0.00             0.39               80657.86 
0.01            0.00          0.37             0.00             0.38               80658.24 
0.02            0.00          0.36             0.00             0.38               80658.62 
0.02            0.00          0.34             0.00             0.36               80658.98 
0.02            0.00          0.36             0.00             0.38               80659.36 
0.02            0.00          2.98             0.00             3.00               80662.36 
0.03            0.00          0.32             0.00             0.35               80662.71 
0.02            0.00          0.36             0.00             0.38               80663.09 
0.02            0.00          0.34             0.00             0.36               80663.45 
0.02            0.00          0.36             0.00             0.38               80663.83 
0.01            0.00          0.31             0.00             0.32               80664.15 
0.02            0.00          0.34             0.00             0.36               80664.51 
0.01            0.00          0.36             0.00             0.37               80664.88 
0.01            0.00          0.36             0.00             0.37               80665.25 
0.02            0.00          2.90             0.00             2.92               80668.17 
0.03            0.00          0.37             0.00             0.40               80668.57 
0.02            0.00          0.39             0.00             0.41               80668.98 
0.02            0.00          3.22             0.00             3.24               80672.22 
0.03            0.00          0.34             0.00             0.37               80672.59 
0.02            0.00          0.36             0.00             0.38               80672.97 
0.02            0.00          0.38             0.00             0.40               80673.37 
0.02            0.00          0.37             0.00             0.39               80673.76 
0.01            0.00          0.39             0.00             0.40               80674.16 
0.02            0.00          0.36             0.00             0.38               80674.54 
0.01            0.00          0.35             0.00             0.36               80674.90 
0.01            0.00          0.38             0.00             0.39               80675.29 
0.02            0.00          0.34             0.00             0.36               80675.65 
0.02            0.00          0.37             0.00             0.39               80676.04 
0.02            0.00          0.33             0.00             0.35               80676.39 
0.02            0.00          0.35             0.00             0.37               80676.76 
0.01            0.00          3.03             0.00             3.04               80679.80 
0.03            0.00          0.36             0.00             0.39               80680.19 
0.02            0.00          0.37             0.00             0.39               80680.58 
0.02            0.00          2.69             0.00             2.71               80683.29 
0.03            0.00          2.96             0.00             2.99               80686.28 
0.03            0.00          3.11             0.00             3.14               80689.42 
0.04            0.00          3.11             0.00             3.15               80692.57 
0.03            0.00          2.97             0.00             3.00               80695.57 
0.03            0.00          3.04             0.00             3.07               80698.64 
0.03            0.00          2.72             0.00             2.75               80701.39 
0.03            0.00          2.96             0.00             2.99               80704.38 
0.03            0.00          2.94             0.00             2.97               80707.35 
0.03            0.00          6.42             0.00             6.45               80713.80 
0.04            0.00          3.20             0.00             3.24               80717.04 
0.03            0.00          2.89             0.00             2.92               80719.96 
0.04            0.00          2.87             0.00             2.91               80722.87 
0.03            0.00          3.11             0.00             3.14               80726.01 
0.03            0.00          3.05             0.00             3.08               80729.09 
0.03            0.00          3.15             0.00             3.18               80732.27 
0.03            0.00          2.81             0.00             2.84               80735.11 
0.03            0.00          3.20             0.00             3.23               80738.34 
