Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             224.92            0.00             224.92             2530.39  
0.58            0.35             0.00              0.00             0.93               2531.32  
0.04            0.18             0.00              0.00             0.22               2531.54  
0.03            0.32             0.00              0.00             0.35               2531.89  
0.02            0.16             0.00              0.00             0.18               2532.07  
0.02            0.16             0.00              0.00             0.18               2532.25  
0.02            0.16             0.00              0.00             0.18               2532.43  
0.02            0.30             0.00              0.00             0.32               2532.75  
0.02            0.19             0.00              0.00             0.21               2532.96  
0.02            0.15             0.00              0.00             0.17               2533.13  
0.02            0.17             0.00              0.00             0.19               2533.32  
0.02            0.18             0.00              0.00             0.20               2533.52  
0.02            0.16             0.00              0.00             0.18               2533.70  
0.02            0.18             0.00              0.00             0.20               2533.90  
0.02            0.14             0.00              0.00             0.16               2534.06  
0.02            0.16             0.00              0.00             0.18               2534.24  
0.02            0.16             0.00              0.00             0.18               2534.42  
0.02            0.16             0.00              0.00             0.18               2534.60  
0.02            0.04             0.00              0.00             0.06               2534.66  
0.02            0.14             0.00              0.00             0.16               2534.82  
0.02            0.03             0.00              0.00             0.05               2534.87  
0.04            0.03             0.00              0.00             0.07               2534.94  
0.02            0.04             0.00              0.00             0.06               2535.00  
0.02            0.04             0.00              0.00             0.06               2535.06  
0.02            0.04             0.00              0.00             0.06               2535.12  
0.02            0.15             0.00              0.00             0.17               2535.29  
0.02            0.03             0.00              0.00             0.05               2535.34  
0.02            0.15             0.00              0.00             0.17               2535.51  
0.02            0.15             0.00              0.00             0.17               2535.68  
0.02            0.13             0.00              0.00             0.15               2535.83  
0.02            0.14             0.00              0.00             0.16               2535.99  
0.02            0.15             0.00              0.00             0.17               2536.16  
0.02            0.29             0.00              0.00             0.31               2536.47  
0.02            0.15             0.00              0.00             0.17               2536.64  
0.04            0.15             0.00              0.00             0.19               2536.83  
0.02            0.13             0.00              0.00             0.15               2536.98  
0.02            0.15             0.00              0.00             0.17               2537.15  
0.02            0.15             0.00              0.00             0.17               2537.32  
0.02            0.16             0.00              0.00             0.18               2537.50  
0.02            0.15             0.00              0.00             0.17               2537.67  
0.02            0.18             0.00              0.00             0.20               2537.87  
0.02            0.04             0.00              0.00             0.06               2537.93  
0.03            0.15             0.00              0.00             0.18               2538.11  
0.02            0.04             0.00              0.00             0.06               2538.17  
0.02            0.04             0.00              0.00             0.06               2538.23  
0.02            0.04             0.00              0.00             0.06               2538.29  
0.02            0.04             0.00              0.00             0.06               2538.35  
0.02            0.04             0.00              0.00             0.06               2538.41  
0.01            0.04             0.00              0.00             0.05               2538.46  
0.02            0.04             0.00              0.00             0.06               2538.52  
0.02            0.04             0.00              0.00             0.06               2538.58  
0.02            0.03             0.00              0.00             0.05               2538.63  
0.01            0.04             0.00              0.00             0.05               2538.68  
0.02            0.14             0.00              0.00             0.16               2538.84  
0.02            0.03             0.00              0.00             0.05               2538.89  
0.02            0.04             0.00              0.00             0.06               2538.95  
0.02            0.04             0.00              0.00             0.06               2539.01  
0.02            0.16             0.00              0.00             0.18               2539.19  
0.02            0.03             0.00              0.00             0.05               2539.24  
0.01            0.04             0.00              0.00             0.05               2539.29  
0.01            0.03             0.00              0.00             0.04               2539.33  
0.02            0.13             0.00              0.00             0.15               2539.48  
