Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             651.93            0.00             651.93             7367.22  
1.71            1.37             0.00              0.00             3.08               7370.30  
0.04            0.60             0.00              0.00             0.64               7370.94  
0.03            0.59             0.00              0.00             0.62               7371.56  
0.02            0.62             0.00              0.00             0.64               7372.20  
0.02            1.27             0.00              0.00             1.29               7373.49  
0.03            0.59             0.00              0.00             0.62               7374.11  
0.02            0.65             0.00              0.00             0.67               7374.78  
0.02            0.57             0.00              0.00             0.59               7375.37  
0.02            0.55             0.00              0.00             0.57               7375.94  
0.02            0.57             0.00              0.00             0.59               7376.53  
0.02            1.18             0.00              0.00             1.20               7377.73  
0.03            0.59             0.00              0.00             0.62               7378.35  
0.02            0.48             0.00              0.00             0.50               7378.85  
0.03            0.63             0.00              0.00             0.66               7379.51  
0.02            0.62             0.00              0.00             0.64               7380.15  
0.02            0.60             0.00              0.00             0.62               7380.77  
0.02            0.52             0.00              0.00             0.54               7381.31  
0.02            0.59             0.00              0.00             0.61               7381.92  
0.02            0.58             0.00              0.00             0.60               7382.52  
0.02            0.58             0.00              0.00             0.60               7383.12  
0.02            0.59             0.00              0.00             0.61               7383.73  
0.02            0.58             0.00              0.00             0.60               7384.33  
0.02            0.59             0.00              0.00             0.61               7384.94  
0.02            0.52             0.00              0.00             0.54               7385.48  
0.02            0.47             0.00              0.00             0.49               7385.97  
0.02            0.09             0.00              0.00             0.11               7386.08  
0.02            0.08             0.00              0.00             0.10               7386.18  
0.02            0.09             0.00              0.00             0.11               7386.29  
0.02            0.09             0.00              0.00             0.11               7386.40  
0.02            0.09             0.00              0.00             0.11               7386.51  
0.02            0.07             0.00              0.00             0.09               7386.60  
0.02            0.09             0.00              0.00             0.11               7386.71  
0.02            0.52             0.00              0.00             0.54               7387.25  
0.02            0.09             0.00              0.00             0.11               7387.36  
0.02            0.08             0.00              0.00             0.10               7387.46  
0.02            0.08             0.00              0.00             0.10               7387.56  
0.01            0.52             0.00              0.00             0.53               7388.09  
0.02            0.07             0.00              0.00             0.09               7388.18  
0.02            0.08             0.00              0.00             0.10               7388.28  
0.02            0.53             0.00              0.00             0.55               7388.83  
0.02            0.08             0.00              0.00             0.10               7388.93  
0.03            0.07             0.00              0.00             0.10               7389.03  
0.03            0.08             0.00              0.00             0.11               7389.14  
0.02            0.10             0.00              0.00             0.12               7389.26  
0.02            0.56             0.00              0.00             0.58               7389.84  
0.02            0.09             0.00              0.00             0.11               7389.95  
0.02            0.08             0.00              0.00             0.10               7390.05  
0.02            0.11             0.00              0.00             0.13               7390.18  
0.02            0.09             0.00              0.00             0.11               7390.29  
0.02            0.11             0.00              0.00             0.13               7390.42  
0.02            0.09             0.00              0.00             0.11               7390.53  
0.02            0.08             0.00              0.00             0.10               7390.63  
0.02            0.07             0.00              0.00             0.09               7390.72  
0.02            0.09             0.00              0.00             0.11               7390.83  
0.01            0.10             0.00              0.00             0.11               7390.94  
0.02            0.09             0.00              0.00             0.11               7391.05  
0.02            0.09             0.00              0.00             0.11               7391.16  
0.02            0.09             0.00              0.00             0.11               7391.27  
0.02            0.09             0.00              0.00             0.11               7391.38  
0.02            0.56             0.00              0.00             0.58               7391.96  
0.02            0.08             0.00              0.00             0.10               7392.06  
0.02            0.53             0.00              0.00             0.55               7392.61  
0.02            0.08             0.00              0.00             0.10               7392.71  
0.01            0.10             0.00              0.00             0.11               7392.82  
0.02            0.58             0.00              0.00             0.60               7393.42  
0.02            0.58             0.00              0.00             0.60               7394.02  
0.02            0.55             0.00              0.00             0.57               7394.59  
