Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             334.34            0.00             334.34             3571.98  
0.89            0.59             0.00              0.00             1.48               3573.46  
0.04            0.29             0.00              0.00             0.33               3573.79  
0.03            0.50             0.00              0.00             0.53               3574.32  
0.03            0.26             0.00              0.00             0.29               3574.61  
0.02            0.29             0.00              0.00             0.31               3574.92  
0.02            0.24             0.00              0.00             0.26               3575.18  
0.02            0.26             0.00              0.00             0.28               3575.46  
0.02            0.51             0.00              0.00             0.53               3575.99  
0.03            0.27             0.00              0.00             0.30               3576.29  
0.02            0.22             0.00              0.00             0.24               3576.53  
0.02            0.28             0.00              0.00             0.30               3576.83  
0.02            0.25             0.00              0.00             0.27               3577.10  
0.02            0.26             0.00              0.00             0.28               3577.38  
0.02            0.26             0.00              0.00             0.28               3577.66  
0.02            0.24             0.00              0.00             0.26               3577.92  
0.02            0.25             0.00              0.00             0.27               3578.19  
0.02            0.26             0.00              0.00             0.28               3578.47  
0.02            0.26             0.00              0.00             0.28               3578.75  
0.02            0.25             0.00              0.00             0.27               3579.02  
0.02            0.05             0.00              0.00             0.07               3579.09  
0.02            0.23             0.00              0.00             0.25               3579.34  
0.03            0.05             0.00              0.00             0.08               3579.42  
0.02            0.04             0.00              0.00             0.06               3579.48  
0.02            0.05             0.00              0.00             0.07               3579.55  
0.02            0.05             0.00              0.00             0.07               3579.62  
0.02            0.05             0.00              0.00             0.07               3579.69  
0.02            0.05             0.00              0.00             0.07               3579.76  
0.02            0.23             0.00              0.00             0.25               3580.01  
0.02            0.05             0.00              0.00             0.07               3580.08  
0.02            0.24             0.00              0.00             0.26               3580.34  
0.02            0.23             0.00              0.00             0.25               3580.59  
0.02            0.21             0.00              0.00             0.23               3580.82  
0.02            0.20             0.00              0.00             0.22               3581.04  
0.02            0.23             0.00              0.00             0.25               3581.29  
0.02            0.44             0.00              0.00             0.46               3581.75  
0.02            0.21             0.00              0.00             0.23               3581.98  
0.02            0.22             0.00              0.00             0.24               3582.22  
0.02            0.21             0.00              0.00             0.23               3582.45  
0.02            0.18             0.00              0.00             0.20               3582.65  
0.05            0.21             0.00              0.00             0.26               3582.91  
0.02            0.18             0.00              0.00             0.20               3583.11  
0.03            0.22             0.00              0.00             0.25               3583.36  
0.02            0.21             0.00              0.00             0.23               3583.59  
0.02            0.22             0.00              0.00             0.24               3583.83  
0.02            0.21             0.00              0.00             0.23               3584.06  
0.02            0.05             0.00              0.00             0.07               3584.13  
0.02            0.05             0.00              0.00             0.07               3584.20  
0.01            0.21             0.00              0.00             0.22               3584.42  
0.02            0.05             0.00              0.00             0.07               3584.49  
0.02            0.05             0.00              0.00             0.07               3584.56  
0.01            0.05             0.00              0.00             0.06               3584.62  
0.02            0.07             0.00              0.00             0.09               3584.71  
0.02            0.05             0.00              0.00             0.07               3584.78  
0.02            0.05             0.00              0.00             0.07               3584.85  
0.02            0.05             0.00              0.00             0.07               3584.92  
0.02            0.05             0.00              0.00             0.07               3584.99  
0.02            0.04             0.00              0.00             0.06               3585.05  
0.01            0.05             0.00              0.00             0.06               3585.11  
0.02            0.22             0.00              0.00             0.24               3585.35  
0.02            0.05             0.00              0.00             0.07               3585.42  
0.02            0.04             0.00              0.00             0.06               3585.48  
0.03            0.04             0.00              0.00             0.07               3585.55  
0.03            0.04             0.00              0.00             0.07               3585.62  
0.02            0.20             0.00              0.00             0.22               3585.84  
0.02            0.04             0.00              0.00             0.06               3585.90  
0.02            0.04             0.00              0.00             0.06               3585.96  
0.02            0.04             0.00              0.00             0.06               3586.02  
0.02            0.04             0.00              0.00             0.06               3586.08  
0.02            0.05             0.00              0.00             0.07               3586.15  
0.02            0.06             0.00              0.00             0.08               3586.23  
0.01            0.05             0.00              0.00             0.06               3586.29  
