SingleRound,AllRound,WholeTime
0.0143,0.0143,13.1188
0.0067,0.0210,13.1188
0.0071,0.0281,13.1188
0.0091,0.0371,13.1188
0.0079,0.0451,13.1188
0.0107,0.0558,13.1188
0.0203,0.0761,13.1188
0.0096,0.0858,13.1188
0.0125,0.0983,13.1188
0.0139,0.1122,13.1188
0.0135,0.1257,13.1188
0.0099,0.1356,13.1188
0.0147,0.1502,13.1188
0.0217,0.1719,13.1188
0.0544,0.2263,13.1188
0.1007,0.3270,13.1188
0.1121,0.4392,13.1188
0.0733,0.5124,13.1188
0.1080,0.6204,13.1188
0.0600,0.6804,13.1188
0.0829,0.7633,13.1188
0.1588,0.9221,13.1188
0.2127,1.1348,13.1188
0.1943,1.3290,13.1188
0.1697,1.4987,13.1188
0.2137,1.7124,13.1188
0.1900,1.9024,13.1188
0.2981,2.2005,13.1188
0.3114,2.5119,13.1188
0.2725,2.7844,13.1188
0.2608,3.0452,13.1188
0.3051,3.3503,13.1188
0.4117,3.7621,13.1188
0.3693,4.1314,13.1188
0.4437,4.5751,13.1188
0.3413,4.9164,13.1188
0.5170,5.4334,13.1188
0.5127,5.9461,13.1188
0.4266,6.3727,13.1188
0.4841,6.8567,13.1188
0.5494,7.4061,13.1188
0.4894,7.8955,13.1188
0.4717,8.3672,13.1188
0.4145,8.7817,13.1188
0.4290,9.2106,13.1188
0.4796,9.6902,13.1188
0.7009,10.3910,13.1188
0.7707,11.1617,13.1188
0.8584,12.0201,13.1188
