SingleRound,AllRound,WholeTime
0.0716,0.0716,3210.8474
0.0606,0.1322,3210.8474
0.0647,0.1969,3210.8474
0.0689,0.2658,3210.8474
0.0728,0.3386,3210.8474
0.0780,0.4166,3210.8474
0.0775,0.4942,3210.8474
0.0944,0.5885,3210.8474
0.1279,0.7165,3210.8474
0.0788,0.7953,3210.8474
0.0799,0.8752,3210.8474
0.0839,0.9591,3210.8474
0.0904,1.0495,3210.8474
0.0882,1.1377,3210.8474
0.0911,1.2289,3210.8474
0.0902,1.3191,3210.8474
0.0931,1.4122,3210.8474
0.0954,1.5075,3210.8474
0.1011,1.6086,3210.8474
0.1161,1.7247,3210.8474
0.1023,1.8270,3210.8474
0.1047,1.9317,3210.8474
0.1059,2.0376,3210.8474
0.1083,2.1459,3210.8474
0.1103,2.2561,3210.8474
0.1195,2.3756,3210.8474
0.1151,2.4907,3210.8474
0.1170,2.6078,3210.8474
0.1195,2.7272,3210.8474
0.1194,2.8466,3210.8474
0.1373,2.9839,3210.8474
0.1607,3.1445,3210.8474
0.1843,3.3288,3210.8474
0.2208,3.5496,3210.8474
0.2267,3.7764,3210.8474
0.2459,4.0223,3210.8474
0.2700,4.2923,3210.8474
0.2870,4.5792,3210.8474
0.3091,4.8884,3210.8474
0.3413,5.2296,3210.8474
0.3518,5.5814,3210.8474
0.3846,5.9660,3210.8474
0.3996,6.3656,3210.8474
0.3636,6.7293,3210.8474
0.3845,7.1137,3210.8474
0.3988,7.5125,3210.8474
0.4358,7.9483,3210.8474
0.4466,8.3948,3210.8474
0.4711,8.8659,3210.8474
0.5056,9.3715,3210.8474
0.6018,9.9733,3210.8474
0.5706,10.5438,3210.8474
0.8364,11.3802,3210.8474
0.9544,12.3346,3210.8474
0.9968,13.3314,3210.8474
0.7479,14.0793,3210.8474
0.7122,14.7915,3210.8474
0.6558,15.4473,3210.8474
0.7018,16.1491,3210.8474
0.7326,16.8816,3210.8474
0.7998,17.6814,3210.8474
0.8207,18.5021,3210.8474
0.8355,19.3375,3210.8474
0.8908,20.2283,3210.8474
1.0079,21.2362,3210.8474
1.0266,22.2628,3210.8474
1.0264,23.2891,3210.8474
1.0843,24.3734,3210.8474
1.0940,25.4674,3210.8474
1.1752,26.6426,3210.8474
1.3178,27.9604,3210.8474
1.7108,29.6712,3210.8474
1.7360,31.4072,3210.8474
2.0537,33.4610,3210.8474
2.1117,35.5727,3210.8474
2.1322,37.7049,3210.8474
2.4298,40.1347,3210.8474
2.3998,42.5345,3210.8474
2.5557,45.0902,3210.8474
2.2972,47.3875,3210.8474
2.0883,49.4758,3210.8474
2.7091,52.1849,3210.8474
2.6725,54.8574,3210.8474
2.9440,57.8014,3210.8474
3.1644,60.9658,3210.8474
2.6955,63.6613,3210.8474
2.8781,66.5394,3210.8474
3.0472,69.5867,3210.8474
3.2284,72.8151,3210.8474
2.7417,75.5568,3210.8474
2.2837,77.8405,3210.8474
2.3077,80.1482,3210.8474
2.3918,82.5400,3210.8474
2.5407,85.0806,3210.8474
2.6255,87.7062,3210.8474
2.7515,90.4577,3210.8474
2.7450,93.2027,3210.8474
2.8686,96.0713,3210.8474
2.9278,98.9991,3210.8474
2.7721,101.7712,3210.8474
2.9066,104.6778,3210.8474
2.9864,107.6642,3210.8474
3.3012,110.9655,3210.8474
3.1967,114.1622,3210.8474
