SingleRound,AllRound,WholeTime
0.0131,0.0131,22.0582
0.0102,0.0233,22.0582
0.0128,0.0361,22.0582
0.0083,0.0444,22.0582
0.0114,0.0558,22.0582
0.0137,0.0695,22.0582
0.0107,0.0802,22.0582
0.0167,0.0968,22.0582
0.0085,0.1053,22.0582
0.0123,0.1175,22.0582
0.0126,0.1301,22.0582
0.0099,0.1401,22.0582
0.0246,0.1647,22.0582
0.0173,0.1819,22.0582
0.0203,0.2022,22.0582
0.0717,0.2739,22.0582
0.0820,0.3559,22.0582
0.0487,0.4046,22.0582
0.0708,0.4754,22.0582
0.0760,0.5514,22.0582
0.0920,0.6434,22.0582
0.1553,0.7987,22.0582
0.0830,0.8817,22.0582
0.0981,0.9798,22.0582
0.1293,1.1091,22.0582
0.1268,1.2359,22.0582
0.1387,1.3746,22.0582
0.1493,1.5240,22.0582
0.1764,1.7004,22.0582
0.1514,1.8518,22.0582
0.1823,2.0341,22.0582
0.2076,2.2418,22.0582
0.2377,2.4795,22.0582
0.2390,2.7185,22.0582
0.2598,2.9783,22.0582
0.2871,3.2653,22.0582
0.2932,3.5585,22.0582
0.3184,3.8769,22.0582
0.3534,4.2303,22.0582
0.4030,4.6332,22.0582
0.3998,5.0330,22.0582
0.4185,5.4515,22.0582
0.4607,5.9122,22.0582
0.4359,6.3481,22.0582
0.4464,6.7945,22.0582
0.5035,7.2980,22.0582
0.5551,7.8531,22.0582
0.5547,8.4079,22.0582
0.5992,9.0070,22.0582
0.9311,9.9381,22.0582
0.6436,10.5817,22.0582
0.5904,11.1721,22.0582
0.6754,11.8475,22.0582
0.7244,12.5719,22.0582
0.7310,13.3029,22.0582
0.7890,14.0919,22.0582
0.7792,14.8712,22.0582
0.7870,15.6582,22.0582
0.7458,16.4040,22.0582
0.8593,17.2633,22.0582
0.8837,18.1469,22.0582
0.9094,19.0564,22.0582
0.9797,20.0360,22.0582
0.9982,21.0342,22.0582
