SingleRound,AllRound,WholeTime
0.0678,0.0678,844.5674
0.0663,0.1340,844.5674
0.0617,0.1957,844.5674
0.0378,0.2335,844.5674
0.0397,0.2733,844.5674
0.0396,0.3129,844.5674
0.0422,0.3551,844.5674
0.0796,0.4347,844.5674
0.0483,0.4830,844.5674
0.0868,0.5698,844.5674
0.0813,0.6511,844.5674
0.0451,0.6962,844.5674
0.0468,0.7431,844.5674
0.0499,0.7930,844.5674
0.0780,0.8710,844.5674
0.0872,0.9583,844.5674
0.0842,1.0425,844.5674
0.0723,1.1147,844.5674
0.1089,1.2237,844.5674
0.1057,1.3293,844.5674
0.0996,1.4289,844.5674
0.0655,1.4944,844.5674
0.0639,1.5582,844.5674
0.1083,1.6666,844.5674
0.0877,1.7543,844.5674
0.0875,1.8418,844.5674
0.1297,1.9715,844.5674
0.1635,2.1350,844.5674
0.1659,2.3008,844.5674
0.2126,2.5134,844.5674
0.1817,2.6951,844.5674
0.2002,2.8953,844.5674
0.2017,3.0970,844.5674
0.2192,3.3162,844.5674
0.2609,3.5771,844.5674
0.2700,3.8471,844.5674
0.2768,4.1239,844.5674
0.2134,4.3373,844.5674
0.2371,4.5745,844.5674
0.2762,4.8506,844.5674
0.2919,5.1425,844.5674
0.3167,5.4592,844.5674
0.3430,5.8022,844.5674
0.3695,6.1717,844.5674
0.3761,6.5478,844.5674
0.4098,6.9575,844.5674
0.4523,7.4098,844.5674
0.4535,7.8633,844.5674
0.4874,8.3507,844.5674
0.5056,8.8563,844.5674
0.5295,9.3858,844.5674
0.5675,9.9534,844.5674
0.6011,10.5545,844.5674
0.6448,11.1993,844.5674
0.6560,11.8554,844.5674
0.6984,12.5538,844.5674
0.7238,13.2775,844.5674
0.8097,14.0873,844.5674
0.8786,14.9658,844.5674
0.8236,15.7895,844.5674
0.8998,16.6892,844.5674
1.0021,17.6914,844.5674
1.2816,18.9730,844.5674
1.2444,20.2173,844.5674
1.5252,21.7425,844.5674
1.2920,23.0345,844.5674
1.0583,24.0928,844.5674
1.1365,25.2293,844.5674
1.1395,26.3688,844.5674
1.1839,27.5527,844.5674
1.2941,28.8468,844.5674
1.2774,30.1242,844.5674
1.3501,31.4743,844.5674
1.3458,32.8202,844.5674
1.4100,34.2301,844.5674
1.5770,35.8072,844.5674
1.6310,37.4381,844.5674
1.6218,39.0599,844.5674
1.6886,40.7485,844.5674
1.7485,42.4970,844.5674
1.8094,44.3064,844.5674
1.8802,46.1865,844.5674
2.5275,48.7141,844.5674
2.8729,51.5869,844.5674
3.1374,54.7243,844.5674
3.1870,57.9113,844.5674
3.3697,61.2810,844.5674
3.2261,64.5071,844.5674
3.6213,68.1284,844.5674
3.6558,71.7841,844.5674
3.9920,75.7761,844.5674
3.9920,79.7681,844.5674
4.1677,83.9358,844.5674
4.0812,88.0170,844.5674
4.2969,92.3139,844.5674
4.4535,96.7674,844.5674
4.5943,101.3617,844.5674
4.4020,105.7637,844.5674
4.7100,110.4736,844.5674
4.8960,115.3696,844.5674
5.0231,120.3927,844.5674
5.2024,125.5951,844.5674
5.4410,131.0362,844.5674
5.6736,136.7097,844.5674
5.5458,142.2556,844.5674
5.6774,147.9329,844.5674
6.1987,154.1317,844.5674
6.2589,160.3906,844.5674
6.7111,167.1018,844.5674
6.0987,173.2004,844.5674
6.3591,179.5595,844.5674
6.8516,186.4110,844.5674
6.5454,192.9565,844.5674
4.7402,197.6966,844.5674
5.0274,202.7240,844.5674
5.0606,207.7846,844.5674
5.3457,213.1304,844.5674
5.3976,218.5279,844.5674
6.1235,224.6515,844.5674
5.6964,230.3478,844.5674
5.9471,236.2949,844.5674
5.8478,242.1427,844.5674
6.1238,248.2665,844.5674
6.4515,254.7179,844.5674
6.5676,261.2856,844.5674
6.8723,268.1579,844.5674
7.0443,275.2023,844.5674
7.3087,282.5110,844.5674
7.6524,290.1634,844.5674
7.7741,297.9375,844.5674
7.9358,305.8733,844.5674
8.2218,314.0952,844.5674
8.4051,322.5002,844.5674
8.2528,330.7530,844.5674
8.3522,339.1053,844.5674
8.8788,347.9840,844.5674
9.4350,357.4190,844.5674
9.5734,366.9925,844.5674
10.0105,377.0030,844.5674
10.3147,387.3177,844.5674
10.4079,397.7256,844.5674
10.7292,408.4548,844.5674
11.2325,419.6873,844.5674
11.4348,431.1221,844.5674
11.9716,443.0937,844.5674
11.8560,454.9498,844.5674
11.9909,466.9407,844.5674
12.2756,479.2164,844.5674
12.6731,491.8895,844.5674
13.1461,505.0356,844.5674
13.3390,518.3746,844.5674
13.7712,532.1458,844.5674
14.3552,546.5010,844.5674
14.5403,561.0412,844.5674
15.2852,576.3265,844.5674
15.5860,591.9125,844.5674
15.6888,607.6013,844.5674
16.1756,623.7769,844.5674
16.9286,640.7055,844.5674
18.0022,658.7077,844.5674
18.5792,677.2869,844.5674
19.4466,696.7335,844.5674
19.6430,716.3765,844.5674
19.3214,735.6979,844.5674
19.8524,755.5503,844.5674
20.4610,776.0113,844.5674
21.3800,797.3913,844.5674
21.6089,819.0002,844.5674
22.5091,841.5093,844.5674
