SingleRound,AllRound,WholeTime
0.0420,0.0420,100.4723
0.0236,0.0656,100.4723
0.0287,0.0943,100.4723
0.0330,0.1273,100.4723
0.0338,0.1611,100.4723
0.0313,0.1924,100.4723
0.0354,0.2278,100.4723
0.0394,0.2672,100.4723
0.0380,0.3051,100.4723
0.0390,0.3442,100.4723
0.0327,0.3769,100.4723
0.0355,0.4123,100.4723
0.0419,0.4542,100.4723
0.0346,0.4888,100.4723
0.0406,0.5295,100.4723
0.0317,0.5611,100.4723
0.0372,0.5984,100.4723
0.0336,0.6320,100.4723
0.0185,0.6505,100.4723
0.0400,0.6906,100.4723
0.0718,0.7624,100.4723
0.0635,0.8259,100.4723
0.0905,0.9163,100.4723
0.1617,1.0780,100.4723
0.1024,1.1804,100.4723
0.2059,1.3863,100.4723
0.1567,1.5430,100.4723
0.2444,1.7874,100.4723
0.1352,1.9225,100.4723
0.1897,2.1122,100.4723
0.2698,2.3820,100.4723
0.1765,2.5586,100.4723
0.1814,2.7400,100.4723
0.1992,2.9392,100.4723
0.2126,3.1518,100.4723
0.2491,3.4009,100.4723
0.2662,3.6671,100.4723
0.2297,3.8969,100.4723
0.2515,4.1483,100.4723
0.3024,4.4508,100.4723
0.3126,4.7633,100.4723
0.3538,5.1171,100.4723
0.3593,5.4764,100.4723
0.3964,5.8727,100.4723
0.4351,6.3078,100.4723
0.4524,6.7603,100.4723
0.4196,7.1799,100.4723
0.4490,7.6289,100.4723
0.5142,8.1431,100.4723
0.5360,8.6791,100.4723
0.5952,9.2742,100.4723
0.5911,9.8654,100.4723
0.5914,10.4568,100.4723
0.6797,11.1365,100.4723
0.6711,11.8076,100.4723
0.6149,12.4225,100.4723
0.6564,13.0789,100.4723
0.7397,13.8186,100.4723
0.7430,14.5615,100.4723
0.8123,15.3739,100.4723
0.7868,16.1607,100.4723
0.8239,16.9846,100.4723
0.9298,17.9144,100.4723
0.8932,18.8076,100.4723
0.8577,19.6653,100.4723
0.9013,20.5666,100.4723
1.0144,21.5810,100.4723
1.0058,22.5868,100.4723
1.0545,23.6413,100.4723
1.0905,24.7318,100.4723
1.1524,25.8842,100.4723
1.2254,27.1096,100.4723
1.2288,28.3384,100.4723
1.1882,29.5266,100.4723
1.2004,30.7269,100.4723
1.4585,32.1855,100.4723
1.5160,33.7015,100.4723
1.4667,35.1682,100.4723
1.4884,36.6567,100.4723
1.5534,38.2101,100.4723
1.6513,39.8615,100.4723
1.6273,41.4888,100.4723
1.6883,43.1771,100.4723
1.6625,44.8396,100.4723
1.8580,46.6976,100.4723
2.5537,49.2513,100.4723
3.0606,52.3119,100.4723
3.2116,55.5235,100.4723
3.1033,58.6268,100.4723
2.8687,61.4955,100.4723
3.4912,64.9866,100.4723
3.3673,68.3539,100.4723
3.2197,71.5736,100.4723
3.4456,75.0192,100.4723
3.8165,78.8356,100.4723
3.7044,82.5400,100.4723
3.9646,86.5046,100.4723
3.9675,90.4721,100.4723
4.0228,94.4949,100.4723
4.2084,98.7033,100.4723
