SingleRound,AllRound,WholeTime
0.0606,0.0606,1555.3479
0.0721,0.1327,1555.3479
0.0538,0.1865,1555.3479
0.0538,0.2404,1555.3479
0.0596,0.2999,1555.3479
0.0747,0.3746,1555.3479
0.1254,0.5000,1555.3479
0.0666,0.5666,1555.3479
0.0765,0.6431,1555.3479
0.0555,0.6986,1555.3479
0.0570,0.7556,1555.3479
0.0583,0.8139,1555.3479
0.0614,0.8753,1555.3479
0.0674,0.9427,1555.3479
0.0625,1.0052,1555.3479
0.0636,1.0688,1555.3479
0.0683,1.1371,1555.3479
0.0694,1.2065,1555.3479
0.0793,1.2857,1555.3479
0.0721,1.3578,1555.3479
0.1065,1.4644,1555.3479
0.0807,1.5450,1555.3479
0.1055,1.6505,1555.3479
0.1497,1.8002,1555.3479
0.1517,1.9519,1555.3479
0.1469,2.0988,1555.3479
0.1396,2.2384,1555.3479
0.1190,2.3574,1555.3479
0.1708,2.5281,1555.3479
0.2233,2.7514,1555.3479
0.1956,2.9470,1555.3479
0.3194,3.2665,1555.3479
0.2658,3.5323,1555.3479
0.2416,3.7739,1555.3479
0.3236,4.0974,1555.3479
0.4575,4.5549,1555.3479
0.3682,4.9231,1555.3479
0.4029,5.3260,1555.3479
0.4005,5.7265,1555.3479
0.5034,6.2299,1555.3479
0.3752,6.6052,1555.3479
0.4924,7.0975,1555.3479
0.4294,7.5269,1555.3479
0.4527,7.9796,1555.3479
0.4862,8.4658,1555.3479
0.5075,8.9733,1555.3479
0.6463,9.6196,1555.3479
0.6327,10.2523,1555.3479
0.5911,10.8434,1555.3479
0.8441,11.6875,1555.3479
0.7174,12.4049,1555.3479
0.8630,13.2679,1555.3479
0.8746,14.1426,1555.3479
0.8697,15.0123,1555.3479
0.9140,15.9263,1555.3479
0.8714,16.7976,1555.3479
0.8803,17.6779,1555.3479
0.9371,18.6150,1555.3479
0.9169,19.5319,1555.3479
1.0313,20.5632,1555.3479
1.1036,21.6669,1555.3479
1.2973,22.9642,1555.3479
1.2781,24.2423,1555.3479
1.2715,25.5138,1555.3479
1.4592,26.9730,1555.3479
1.3557,28.3287,1555.3479
1.5163,29.8450,1555.3479
1.5206,31.3656,1555.3479
1.6751,33.0407,1555.3479
1.7153,34.7560,1555.3479
1.7376,36.4936,1555.3479
1.7846,38.2782,1555.3479
1.8182,40.0964,1555.3479
1.9959,42.0923,1555.3479
2.0673,44.1596,1555.3479
2.2373,46.3970,1555.3479
2.0335,48.4305,1555.3479
1.7389,50.1694,1555.3479
1.6792,51.8486,1555.3479
1.5236,53.3722,1555.3479
2.4589,55.8311,1555.3479
2.3566,58.1878,1555.3479
1.7785,59.9663,1555.3479
1.7960,61.7623,1555.3479
1.8964,63.6587,1555.3479
1.9220,65.5807,1555.3479
2.0785,67.6592,1555.3479
