SingleRound,AllRound,WholeTime
0.0113,0.0113,5.8338
0.0077,0.0190,5.8338
0.0067,0.0257,5.8338
0.0115,0.0372,5.8338
0.0040,0.0412,5.8338
0.0047,0.0460,5.8338
0.0039,0.0498,5.8338
0.0092,0.0590,5.8338
0.0068,0.0658,5.8338
0.0078,0.0737,5.8338
0.0079,0.0816,5.8338
0.0470,0.1286,5.8338
0.0617,0.1903,5.8338
0.0799,0.2702,5.8338
0.0558,0.3261,5.8338
0.0943,0.4204,5.8338
0.0894,0.5098,5.8338
0.1217,0.6315,5.8338
0.0804,0.7119,5.8338
0.1138,0.8257,5.8338
0.0985,0.9241,5.8338
0.1057,1.0298,5.8338
0.1001,1.1299,5.8338
0.1452,1.2751,5.8338
0.1759,1.4510,5.8338
0.1802,1.6312,5.8338
0.1582,1.7894,5.8338
0.1925,1.9819,5.8338
0.2894,2.2713,5.8338
0.3971,2.6684,5.8338
0.2589,2.9273,5.8338
0.3342,3.2615,5.8338
0.2759,3.5374,5.8338
0.3729,3.9104,5.8338
0.4802,4.3906,5.8338
0.4260,4.8166,5.8338
