SingleRound,AllRound,WholeTime
0.0186,0.0186,52.7105
0.0111,0.0297,52.7105
0.0098,0.0395,52.7105
0.0151,0.0546,52.7105
0.0200,0.0746,52.7105
0.0119,0.0866,52.7105
0.0134,0.0999,52.7105
0.0228,0.1227,52.7105
0.0259,0.1487,52.7105
0.0215,0.1702,52.7105
0.0253,0.1955,52.7105
0.0230,0.2185,52.7105
0.0149,0.2333,52.7105
0.0171,0.2504,52.7105
0.0311,0.2815,52.7105
0.0161,0.2976,52.7105
0.0137,0.3113,52.7105
0.0290,0.3403,52.7105
0.0694,0.4096,52.7105
0.0480,0.4576,52.7105
0.0659,0.5235,52.7105
0.0722,0.5957,52.7105
0.0899,0.6857,52.7105
0.1039,0.7895,52.7105
0.1225,0.9120,52.7105
0.0909,1.0029,52.7105
0.1057,1.1086,52.7105
0.1319,1.2405,52.7105
0.1389,1.3794,52.7105
0.1483,1.5277,52.7105
0.1702,1.6979,52.7105
0.1992,1.8971,52.7105
0.2000,2.0971,52.7105
0.1840,2.2811,52.7105
0.2028,2.4839,52.7105
0.2452,2.7291,52.7105
0.2853,3.0144,52.7105
0.2713,3.2857,52.7105
0.2994,3.5851,52.7105
0.3537,3.9389,52.7105
0.3509,4.2897,52.7105
0.3669,4.6566,52.7105
0.3759,5.0325,52.7105
0.4439,5.4763,52.7105
0.4592,5.9356,52.7105
0.4764,6.4120,52.7105
0.4756,6.8876,52.7105
0.5829,7.4705,52.7105
0.5637,8.0342,52.7105
0.5281,8.5623,52.7105
0.5261,9.0884,52.7105
0.6224,9.7108,52.7105
0.6375,10.3484,52.7105
0.6326,10.9809,52.7105
0.6660,11.6469,52.7105
0.7600,12.4070,52.7105
0.7560,13.1630,52.7105
0.7252,13.8882,52.7105
0.7328,14.6210,52.7105
0.7835,15.4046,52.7105
0.8293,16.2338,52.7105
0.8679,17.1017,52.7105
0.8794,17.9811,52.7105
0.9617,18.9429,52.7105
0.9860,19.9289,52.7105
1.5059,21.4347,52.7105
1.5122,22.9470,52.7105
1.6662,24.6131,52.7105
1.7621,26.3753,52.7105
1.7079,28.0832,52.7105
1.8382,29.9214,52.7105
1.9153,31.8367,52.7105
1.7684,33.6051,52.7105
1.9214,35.5266,52.7105
1.8775,37.4040,52.7105
2.0330,39.4371,52.7105
2.2425,41.6795,52.7105
2.4665,44.1460,52.7105
2.3122,46.4582,52.7105
2.4925,48.9507,52.7105
2.5525,51.5032,52.7105
