Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            1003.07        0.00             0.00             1003.07            29514.95 
2.33            0.00          0.35             0.00             2.68               29517.63 
0.06            0.00          0.08             0.00             0.14               29517.77 
0.02            0.00          0.26             0.00             0.28               29518.05 
0.02            0.00          0.23             0.00             0.25               29518.30 
0.04            0.00          0.07             0.00             0.11               29518.41 
0.04            0.00          0.07             0.00             0.11               29518.52 
0.02            0.00          0.26             0.00             0.28               29518.80 
0.02            0.00          0.25             0.00             0.27               29519.07 
0.04            0.00          0.08             0.00             0.12               29519.19 
0.05            0.00          0.07             0.00             0.12               29519.31 
0.02            0.00          0.25             0.00             0.27               29519.58 
0.04            0.00          0.07             0.00             0.11               29519.69 
0.02            0.00          0.25             0.00             0.27               29519.96 
0.04            0.00          0.07             0.00             0.11               29520.07 
0.03            0.00          0.30             0.00             0.33               29520.40 
0.04            0.00          0.07             0.00             0.11               29520.51 
0.02            0.00          0.30             0.00             0.32               29520.83 
0.02            0.00          0.26             0.00             0.28               29521.11 
0.04            0.00          0.08             0.00             0.12               29521.23 
0.02            0.00          0.25             0.00             0.27               29521.50 
0.06            0.00          0.08             0.00             0.14               29521.64 
0.02            0.00          0.27             0.00             0.29               29521.93 
0.04            0.00          0.08             0.00             0.12               29522.05 
0.02            0.00          0.26             0.00             0.28               29522.33 
0.04            0.00          0.08             0.00             0.12               29522.45 
0.02            0.00          0.26             0.00             0.28               29522.73 
0.03            0.00          0.31             0.00             0.34               29523.07 
0.02            0.00          0.24             0.00             0.26               29523.33 
0.02            0.00          0.03             0.00             0.05               29523.38 
0.04            0.00          0.09             0.00             0.13               29523.51 
0.02            0.00          0.02             0.00             0.04               29523.55 
0.02            0.00          0.07             0.00             0.09               29523.64 
0.04            0.00          0.02             0.00             0.06               29523.70 
0.02            0.00          0.02             0.00             0.04               29523.74 
0.02            0.00          0.02             0.00             0.04               29523.78 
0.02            0.00          0.03             0.00             0.05               29523.83 
0.02            0.00          0.02             0.00             0.04               29523.87 
0.02            0.00          0.03             0.00             0.05               29523.92 
0.02            0.00          0.06             0.00             0.08               29524.00 
0.02            0.00          0.02             0.00             0.04               29524.04 
0.02            0.00          0.02             0.00             0.04               29524.08 
0.02            0.00          0.02             0.00             0.04               29524.12 
0.02            0.00          0.02             0.00             0.04               29524.16 
0.03            0.00          0.02             0.00             0.05               29524.21 
0.02            0.00          0.02             0.00             0.04               29524.25 
0.02            0.00          0.29             0.00             0.31               29524.56 
0.02            0.00          0.25             0.00             0.27               29524.83 
0.02            0.00          0.02             0.00             0.04               29524.87 
0.02            0.00          0.02             0.00             0.04               29524.91 
0.02            0.00          0.23             0.00             0.25               29525.16 
0.02            0.00          0.02             0.00             0.04               29525.20 
0.02            0.00          0.02             0.00             0.04               29525.24 
0.02            0.00          0.02             0.00             0.04               29525.28 
0.02            0.00          0.02             0.00             0.04               29525.32 
0.02            0.00          0.02             0.00             0.04               29525.36 
0.02            0.00          0.02             0.00             0.04               29525.40 
0.02            0.00          0.03             0.00             0.05               29525.45 
0.02            0.00          0.02             0.00             0.04               29525.49 
0.02            0.00          0.02             0.00             0.04               29525.53 
0.02            0.00          0.26             0.00             0.28               29525.81 
0.03            0.00          0.02             0.00             0.05               29525.86 
0.02            0.00          0.02             0.00             0.04               29525.90 
0.02            0.00          0.02             0.00             0.04               29525.94 
0.02            0.00          0.02             0.00             0.04               29525.98 
0.02            0.00          0.02             0.00             0.04               29526.02 
0.02            0.00          0.02             0.00             0.04               29526.06 
0.02            0.00          0.23             0.00             0.25               29526.31 
0.02            0.00          0.03             0.00             0.05               29526.36 
0.02            0.00          0.22             0.00             0.24               29526.60 
0.02            0.00          0.02             0.00             0.04               29526.64 
0.02            0.00          0.02             0.00             0.04               29526.68 
0.02            0.00          0.02             0.00             0.04               29526.72 
0.02            0.00          0.02             0.00             0.04               29526.76 
0.03            0.00          0.08             0.00             0.11               29526.87 
0.02            0.00          0.02             0.00             0.04               29526.91 
0.02            0.00          0.02             0.00             0.04               29526.95 
0.02            0.00          0.02             0.00             0.04               29526.99 
0.02            0.00          0.02             0.00             0.04               29527.03 
0.02            0.00          0.02             0.00             0.04               29527.07 
0.02            0.00          0.02             0.00             0.04               29527.11 
0.02            0.00          0.06             0.00             0.08               29527.19 
0.02            0.00          0.02             0.00             0.04               29527.23 
0.02            0.00          0.05             0.00             0.07               29527.30 
0.02            0.00          0.02             0.00             0.04               29527.34 
0.04            0.00          0.07             0.00             0.11               29527.45 
0.02            0.00          0.02             0.00             0.04               29527.49 
0.02            0.00          0.02             0.00             0.04               29527.53 
0.02            0.00          0.07             0.00             0.09               29527.62 
0.02            0.00          0.02             0.00             0.04               29527.66 
0.02            0.00          0.02             0.00             0.04               29527.70 
0.02            0.00          0.02             0.00             0.04               29527.74 
0.02            0.00          0.02             0.00             0.04               29527.78 
0.02            0.00          0.02             0.00             0.04               29527.82 
0.02            0.00          0.02             0.00             0.04               29527.86 
0.02            0.00          0.02             0.00             0.04               29527.90 
0.03            0.00          0.02             0.00             0.05               29527.95 
0.02            0.00          0.06             0.00             0.08               29528.03 
0.02            0.00          0.02             0.00             0.04               29528.07 
0.02            0.00          0.02             0.00             0.04               29528.11 
0.02            0.00          0.03             0.00             0.05               29528.16 
0.02            0.00          0.02             0.00             0.04               29528.20 
0.02            0.00          0.02             0.00             0.04               29528.24 
0.02            0.00          0.02             0.00             0.04               29528.28 
0.02            0.00          0.02             0.00             0.04               29528.32 
0.02            0.00          0.27             0.00             0.29               29528.61 
0.02            0.00          0.03             0.00             0.05               29528.66 
0.02            0.00          0.22             0.00             0.24               29528.90 
0.03            0.00          0.22             0.00             0.25               29529.15 
0.02            0.00          0.02             0.00             0.04               29529.19 
0.02            0.00          0.02             0.00             0.04               29529.23 
0.02            0.00          0.02             0.00             0.04               29529.27 
0.02            0.00          0.02             0.00             0.04               29529.31 
0.02            0.00          0.25             0.00             0.27               29529.58 
0.02            0.00          0.22             0.00             0.24               29529.82 
0.02            0.00          0.02             0.00             0.04               29529.86 
0.02            0.00          0.02             0.00             0.04               29529.90 
0.02            0.00          0.02             0.00             0.04               29529.94 
0.02            0.00          0.02             0.00             0.04               29529.98 
0.02            0.00          0.02             0.00             0.04               29530.02 
0.02            0.00          0.23             0.00             0.25               29530.27 
0.02            0.00          0.03             0.00             0.05               29530.32 
0.02            0.00          0.02             0.00             0.04               29530.36 
0.02            0.00          0.02             0.00             0.04               29530.40 
0.02            0.00          0.02             0.00             0.04               29530.44 
0.02            0.00          0.02             0.00             0.04               29530.48 
0.03            0.00          0.07             0.00             0.10               29530.58 
0.02            0.00          0.02             0.00             0.04               29530.62 
0.02            0.00          0.02             0.00             0.04               29530.66 
0.02            0.00          0.06             0.00             0.08               29530.74 
0.02            0.00          0.02             0.00             0.04               29530.78 
0.02            0.00          0.02             0.00             0.04               29530.82 
0.02            0.00          0.06             0.00             0.08               29530.90 
0.02            0.00          0.03             0.00             0.05               29530.95 
0.02            0.00          0.02             0.00             0.04               29530.99 
0.02            0.00          0.02             0.00             0.04               29531.03 
0.03            0.00          0.07             0.00             0.10               29531.13 
0.02            0.00          0.02             0.00             0.04               29531.17 
0.02            0.00          0.06             0.00             0.08               29531.25 
0.02            0.00          0.02             0.00             0.04               29531.29 
0.02            0.00          0.02             0.00             0.04               29531.33 
0.02            0.00          0.06             0.00             0.08               29531.41 
0.02            0.00          0.02             0.00             0.04               29531.45 
0.02            0.00          0.02             0.00             0.04               29531.49 
0.02            0.00          0.02             0.00             0.04               29531.53 
0.02            0.00          0.02             0.00             0.04               29531.57 
0.02            0.00          0.02             0.00             0.04               29531.61 
0.02            0.00          0.27             0.00             0.29               29531.90 
0.02            0.00          0.23             0.00             0.25               29532.15 
0.02            0.00          0.02             0.00             0.04               29532.19 
0.02            0.00          0.02             0.00             0.04               29532.23 
0.02            0.00          0.02             0.00             0.04               29532.27 
0.02            0.00          0.02             0.00             0.04               29532.31 
0.02            0.00          0.23             0.00             0.25               29532.56 
0.02            0.00          0.02             0.00             0.04               29532.60 
0.02            0.00          0.02             0.00             0.04               29532.64 
0.02            0.00          0.02             0.00             0.04               29532.68 
0.02            0.00          0.02             0.00             0.04               29532.72 
0.03            0.00          0.07             0.00             0.10               29532.82 
0.02            0.00          0.02             0.00             0.04               29532.86 
0.02            0.00          0.06             0.00             0.08               29532.94 
0.02            0.00          0.02             0.00             0.04               29532.98 
0.02            0.00          0.06             0.00             0.08               29533.06 
0.02            0.00          0.02             0.00             0.04               29533.10 
0.02            0.00          0.27             0.00             0.29               29533.39 
0.02            0.00          0.02             0.00             0.04               29533.43 
0.02            0.00          0.02             0.00             0.04               29533.47 
0.02            0.00          0.22             0.00             0.24               29533.71 
0.02            0.00          0.02             0.00             0.04               29533.75 
0.02            0.00          0.02             0.00             0.04               29533.79 
0.02            0.00          0.02             0.00             0.04               29533.83 
0.02            0.00          0.02             0.00             0.04               29533.87 
0.02            0.00          0.24             0.00             0.26               29534.13 
0.03            0.00          0.02             0.00             0.05               29534.18 
0.04            0.00          0.07             0.00             0.11               29534.29 
0.02            0.00          0.07             0.00             0.09               29534.38 
0.02            0.00          0.06             0.00             0.08               29534.46 
0.02            0.00          0.02             0.00             0.04               29534.50 
0.02            0.00          0.02             0.00             0.04               29534.54 
0.02            0.00          0.02             0.00             0.04               29534.58 
0.02            0.00          0.02             0.00             0.04               29534.62 
0.02            0.00          0.02             0.00             0.04               29534.66 
0.03            0.00          0.07             0.00             0.10               29534.76 
0.03            0.00          0.07             0.00             0.10               29534.86 
0.02            0.00          0.27             0.00             0.29               29535.15 
0.03            0.00          0.30             0.00             0.33               29535.48 
0.02            0.00          0.23             0.00             0.25               29535.73 
0.03            0.00          0.07             0.00             0.10               29535.83 
0.02            0.00          0.24             0.00             0.26               29536.09 
0.04            0.00          0.07             0.00             0.11               29536.20 
