Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            124.95        0.00             0.00             124.95             2670.85  
0.33            0.00          0.18             0.00             0.51               2671.36  
0.03            0.00          0.10             0.00             0.13               2671.49  
0.02            0.00          0.09             0.00             0.11               2671.60  
0.02            0.00          0.09             0.00             0.11               2671.71  
0.02            0.00          0.15             0.00             0.17               2671.88  
0.02            0.00          0.11             0.00             0.13               2672.01  
0.02            0.00          0.09             0.00             0.11               2672.12  
0.03            0.00          0.08             0.00             0.11               2672.23  
0.02            0.00          0.13             0.00             0.15               2672.38  
0.02            0.00          0.08             0.00             0.10               2672.48  
0.02            0.00          0.10             0.00             0.12               2672.60  
0.02            0.00          0.08             0.00             0.10               2672.70  
0.02            0.00          0.08             0.00             0.10               2672.80  
0.02            0.00          0.07             0.00             0.09               2672.89  
0.02            0.00          0.02             0.00             0.04               2672.93  
0.01            0.00          0.02             0.00             0.03               2672.96  
0.02            0.00          0.07             0.00             0.09               2673.05  
0.02            0.00          0.02             0.00             0.04               2673.09  
0.02            0.00          0.02             0.00             0.04               2673.13  
0.01            0.00          0.02             0.00             0.03               2673.16  
0.01            0.00          0.07             0.00             0.08               2673.24  
0.02            0.00          0.07             0.00             0.09               2673.33  
0.02            0.00          0.02             0.00             0.04               2673.37  
0.01            0.00          0.02             0.00             0.03               2673.40  
0.02            0.00          0.02             0.00             0.04               2673.44  
0.01            0.00          0.02             0.00             0.03               2673.47  
0.01            0.00          0.03             0.00             0.04               2673.51  
0.01            0.00          0.07             0.00             0.08               2673.59  
0.02            0.00          0.02             0.00             0.04               2673.63  
0.01            0.00          0.02             0.00             0.03               2673.66  
0.02            0.00          0.02             0.00             0.04               2673.70  
0.01            0.00          0.07             0.00             0.08               2673.78  
0.02            0.00          0.07             0.00             0.09               2673.87  
0.02            0.00          0.09             0.00             0.11               2673.98  
0.02            0.00          0.07             0.00             0.09               2674.07  
0.02            0.00          0.12             0.00             0.14               2674.21  
0.02            0.00          0.07             0.00             0.09               2674.30  
0.02            0.00          0.06             0.00             0.08               2674.38  
0.02            0.00          0.07             0.00             0.09               2674.47  
0.02            0.00          0.07             0.00             0.09               2674.56  
0.02            0.00          0.02             0.00             0.04               2674.60  
0.01            0.00          0.07             0.00             0.08               2674.68  
0.01            0.00          0.02             0.00             0.03               2674.71  
0.02            0.00          0.02             0.00             0.04               2674.75  
0.02            0.00          0.02             0.00             0.04               2674.79  
0.01            0.00          0.07             0.00             0.08               2674.87  
0.01            0.00          0.02             0.00             0.03               2674.90  
0.02            0.00          0.02             0.00             0.04               2674.94  
0.02            0.00          0.07             0.00             0.09               2675.03  
0.01            0.00          0.02             0.00             0.03               2675.06  
0.01            0.00          0.02             0.00             0.03               2675.09  
0.02            0.00          0.06             0.00             0.08               2675.17  
0.01            0.00          0.07             0.00             0.08               2675.25  
0.01            0.00          0.07             0.00             0.08               2675.33  
0.01            0.00          0.07             0.00             0.08               2675.41  
