SingleRound,AllRound,WholeTime
0.0164,0.0164,258.2376
0.0145,0.0309,258.2376
0.0139,0.0448,258.2376
0.0138,0.0586,258.2376
0.0134,0.0720,258.2376
0.0135,0.0856,258.2376
0.0135,0.0991,258.2376
0.0138,0.1128,258.2376
0.0132,0.1260,258.2376
0.0132,0.1392,258.2376
0.0136,0.1528,258.2376
0.0155,0.1683,258.2376
0.0164,0.1847,258.2376
0.0159,0.2006,258.2376
0.0156,0.2162,258.2376
0.0132,0.2294,258.2376
0.0152,0.2446,258.2376
0.0150,0.2596,258.2376
0.0151,0.2747,258.2376
0.0151,0.2898,258.2376
0.0134,0.3032,258.2376
0.0131,0.3163,258.2376
0.0130,0.3293,258.2376
0.0132,0.3424,258.2376
0.0131,0.3555,258.2376
0.0139,0.3694,258.2376
0.0158,0.3852,258.2376
0.0157,0.4009,258.2376
0.0160,0.4169,258.2376
0.0163,0.4332,258.2376
0.0142,0.4474,258.2376
0.0137,0.4610,258.2376
0.0133,0.4744,258.2376
0.0134,0.4878,258.2376
0.0137,0.5015,258.2376
0.0185,0.5200,258.2376
0.0137,0.5337,258.2376
0.0129,0.5465,258.2376
0.0129,0.5594,258.2376
0.0126,0.5720,258.2376
0.0129,0.5849,258.2376
0.0166,0.6015,258.2376
0.0155,0.6170,258.2376
0.0152,0.6322,258.2376
0.0155,0.6477,258.2376
0.0133,0.6610,258.2376
0.0252,0.6863,258.2376
0.0926,0.7789,258.2376
0.2091,0.9880,258.2376
0.1670,1.1550,258.2376
0.3210,1.4760,258.2376
0.0156,1.4916,258.2376
0.0150,1.5066,258.2376
0.0148,1.5213,258.2376
0.0154,1.5367,258.2376
0.0889,1.6256,258.2376
0.0877,1.7133,258.2376
0.0852,1.7986,258.2376
0.0679,1.8665,258.2376
0.0694,1.9359,258.2376
0.1520,2.0879,258.2376
0.1988,2.2866,258.2376
0.1980,2.4846,258.2376
0.1729,2.6575,258.2376
0.4168,3.0743,258.2376
0.2733,3.3475,258.2376
0.1637,3.5113,258.2376
0.1646,3.6759,258.2376
0.1500,3.8259,258.2376
0.1141,3.9400,258.2376
0.7027,4.6426,258.2376
0.2223,4.8649,258.2376
0.1741,5.0391,258.2376
0.1719,5.2110,258.2376
0.1497,5.3607,258.2376
0.1104,5.4711,258.2376
0.3018,5.7729,258.2376
0.4611,6.2340,258.2376
0.3985,6.6325,258.2376
0.4746,7.1071,258.2376
0.0131,7.1202,258.2376
0.2993,7.4194,258.2376
0.2911,7.7105,258.2376
0.2469,7.9575,258.2376
0.2588,8.2162,258.2376
0.2879,8.5041,258.2376
0.7645,9.2686,258.2376
0.7354,10.0040,258.2376
0.3716,10.3756,258.2376
0.2944,10.6700,258.2376
0.3140,10.9840,258.2376
0.2610,11.2450,258.2376
0.0126,11.2576,258.2376
0.1555,11.4131,258.2376
0.8349,12.2480,258.2376
0.4580,12.7059,258.2376
0.6495,13.3554,258.2376
0.4119,13.7673,258.2376
0.3429,14.1102,258.2376
0.4217,14.5318,258.2376
0.4395,14.9713,258.2376
