SingleRound,AllRound,WholeTime
0.0153,0.0153,25.6922
0.0139,0.0293,25.6922
0.0136,0.0429,25.6922
0.0135,0.0564,25.6922
0.0135,0.0698,25.6922
0.0135,0.0833,25.6922
0.0134,0.0967,25.6922
0.0130,0.1098,25.6922
0.0130,0.1228,25.6922
0.0150,0.1378,25.6922
0.0158,0.1535,25.6922
0.0151,0.1687,25.6922
0.0135,0.1822,25.6922
0.0149,0.1971,25.6922
0.0149,0.2120,25.6922
0.0152,0.2272,25.6922
0.0129,0.2402,25.6922
0.0126,0.2527,25.6922
0.0130,0.2657,25.6922
0.0140,0.2797,25.6922
0.0145,0.2942,25.6922
0.0134,0.3076,25.6922
0.0129,0.3205,25.6922
0.0131,0.3337,25.6922
0.0129,0.3465,25.6922
0.0131,0.3596,25.6922
0.0129,0.3726,25.6922
0.0127,0.3853,25.6922
0.0133,0.3986,25.6922
0.0153,0.4138,25.6922
0.0152,0.4290,25.6922
0.0163,0.4454,25.6922
0.0137,0.4590,25.6922
0.0251,0.4842,25.6922
0.1325,0.6167,25.6922
0.1159,0.7326,25.6922
0.0744,0.8070,25.6922
0.0776,0.8846,25.6922
0.0588,0.9434,25.6922
0.0132,0.9567,25.6922
0.1235,1.0801,25.6922
0.1380,1.2181,25.6922
0.1270,1.3451,25.6922
0.1797,1.5249,25.6922
0.1562,1.6810,25.6922
0.1265,1.8075,25.6922
0.1008,1.9083,25.6922
0.0127,1.9210,25.6922
0.2428,2.1638,25.6922
0.0455,2.2093,25.6922
0.1447,2.3540,25.6922
0.2483,2.6024,25.6922
0.2166,2.8190,25.6922
0.1601,2.9791,25.6922
0.2228,3.2018,25.6922
