Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            19.54         0.00             0.00             19.54              1556.52  
0.54            0.00          0.10             0.00             0.64               1557.16  
0.06            0.00          0.13             0.00             0.19               1557.35  
0.04            0.00          0.08             0.00             0.12               1557.47  
0.04            0.00          0.06             0.00             0.10               1557.57  
0.03            0.00          0.06             0.00             0.09               1557.66  
0.03            0.00          0.06             0.00             0.09               1557.75  
0.03            0.00          0.11             0.00             0.14               1557.89  
0.04            0.00          0.05             0.00             0.09               1557.98  
0.03            0.00          0.05             0.00             0.08               1558.06  
0.03            0.00          0.05             0.00             0.08               1558.14  
0.04            0.00          0.05             0.00             0.09               1558.23  
0.03            0.00          0.11             0.00             0.14               1558.37  
0.05            0.00          0.05             0.00             0.10               1558.47  
0.03            0.00          0.09             0.00             0.12               1558.59  
0.04            0.00          0.05             0.00             0.09               1558.68  
0.03            0.00          0.05             0.00             0.08               1558.76  
0.04            0.00          0.03             0.00             0.07               1558.83  
0.03            0.00          0.04             0.00             0.07               1558.90  
0.03            0.00          0.04             0.00             0.07               1558.97  
0.03            0.00          0.04             0.00             0.07               1559.04  
0.03            0.00          0.03             0.00             0.06               1559.10  
0.03            0.00          0.04             0.00             0.07               1559.17  
0.03            0.00          0.04             0.00             0.07               1559.24  
0.03            0.00          0.03             0.00             0.06               1559.30  
0.03            0.00          0.06             0.00             0.09               1559.39  
0.04            0.00          0.03             0.00             0.07               1559.46  
0.04            0.00          0.02             0.00             0.06               1559.52  
0.03            0.00          0.02             0.00             0.05               1559.57  
0.03            0.00          0.03             0.00             0.06               1559.63  
0.03            0.00          0.02             0.00             0.05               1559.68  
0.04            0.00          0.02             0.00             0.06               1559.74  
0.04            0.00          0.01             0.00             0.05               1559.79  
0.00            0.00          0.00             2.49             2.49               1562.28  
