Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            342.41        0.00             0.00             342.41             15033.30 
0.96            0.00          0.81             0.00             1.77               15035.07 
0.04            0.00          0.38             0.00             0.42               15035.49 
0.02            0.00          0.42             0.00             0.44               15035.93 
0.02            0.00          0.40             0.00             0.42               15036.35 
0.02            0.00          0.71             0.00             0.73               15037.08 
0.03            0.00          0.73             0.00             0.76               15037.84 
0.03            0.00          0.41             0.00             0.44               15038.28 
0.02            0.00          0.36             0.00             0.38               15038.66 
0.02            0.00          0.40             0.00             0.42               15039.08 
0.02            0.00          0.40             0.00             0.42               15039.50 
0.02            0.00          0.41             0.00             0.43               15039.93 
0.02            0.00          0.40             0.00             0.42               15040.35 
0.02            0.00          0.41             0.00             0.43               15040.78 
0.02            0.00          0.38             0.00             0.40               15041.18 
0.02            0.00          0.35             0.00             0.37               15041.55 
0.02            0.00          0.40             0.00             0.42               15041.97 
0.02            0.00          0.40             0.00             0.42               15042.39 
0.02            0.00          0.38             0.00             0.40               15042.79 
0.02            0.00          0.76             0.00             0.78               15043.57 
0.02            0.00          0.40             0.00             0.42               15043.99 
0.02            0.00          0.11             0.00             0.13               15044.12 
0.02            0.00          0.34             0.00             0.36               15044.48 
0.02            0.00          0.10             0.00             0.12               15044.60 
0.02            0.00          0.37             0.00             0.39               15044.99 
0.02            0.00          0.10             0.00             0.12               15045.11 
0.02            0.00          0.10             0.00             0.12               15045.23 
0.02            0.00          0.33             0.00             0.35               15045.58 
0.02            0.00          0.11             0.00             0.13               15045.71 
0.02            0.00          0.10             0.00             0.12               15045.83 
0.02            0.00          0.10             0.00             0.12               15045.95 
0.02            0.00          0.10             0.00             0.12               15046.07 
0.02            0.00          0.10             0.00             0.12               15046.19 
0.02            0.00          0.42             0.00             0.44               15046.63 
0.02            0.00          0.37             0.00             0.39               15047.02 
0.02            0.00          0.10             0.00             0.12               15047.14 
0.02            0.00          0.40             0.00             0.42               15047.56 
0.02            0.00          0.11             0.00             0.13               15047.69 
0.02            0.00          0.11             0.00             0.13               15047.82 
0.02            0.00          0.11             0.00             0.13               15047.95 
0.02            0.00          0.11             0.00             0.13               15048.08 
0.02            0.00          0.11             0.00             0.13               15048.21 
0.02            0.00          0.12             0.00             0.14               15048.35 
0.02            0.00          0.11             0.00             0.13               15048.48 
0.03            0.00          0.43             0.00             0.46               15048.94 
0.02            0.00          0.11             0.00             0.13               15049.07 
0.02            0.00          0.10             0.00             0.12               15049.19 
0.02            0.00          0.11             0.00             0.13               15049.32 
0.02            0.00          0.10             0.00             0.12               15049.44 
0.03            0.00          0.35             0.00             0.38               15049.82 
0.02            0.00          0.34             0.00             0.36               15050.18 
0.02            0.00          0.10             0.00             0.12               15050.30 
0.02            0.00          0.73             0.00             0.75               15051.05 
0.02            0.00          0.38             0.00             0.40               15051.45 
0.02            0.00          0.36             0.00             0.38               15051.83 
0.02            0.00          0.34             0.00             0.36               15052.19 
0.02            0.00          0.38             0.00             0.40               15052.59 
0.02            0.00          0.36             0.00             0.38               15052.97 
0.02            0.00          0.36             0.00             0.38               15053.35 
0.02            0.00          0.39             0.00             0.41               15053.76 
0.02            0.00          0.32             0.00             0.34               15054.10 
0.02            0.00          0.38             0.00             0.40               15054.50 
0.02            0.00          0.68             0.00             0.70               15055.20 
0.02            0.00          0.32             0.00             0.34               15055.54 
0.02            0.00          0.35             0.00             0.37               15055.91 
0.02            0.00          0.36             0.00             0.38               15056.29 
0.02            0.00          0.35             0.00             0.37               15056.66 
0.02            0.00          0.37             0.00             0.39               15057.05 
