Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            3.23          0.00             0.00             3.23               74.73    
0.10            0.00          0.02             0.00             0.12               74.85    
0.02            0.00          0.01             0.00             0.03               74.88    
0.02            0.00          0.01             0.00             0.03               74.91    
0.02            0.00          0.01             0.00             0.03               74.94    
0.02            0.00          0.01             0.00             0.03               74.97    
0.02            0.00          0.01             0.00             0.03               75.00    
0.02            0.00          0.01             0.00             0.03               75.03    
0.02            0.00          0.01             0.00             0.03               75.06    
0.00            0.00          0.02             0.00             0.02               75.08    
0.02            0.00          0.00             0.00             0.02               75.10    
0.02            0.00          0.00             0.00             0.02               75.12    
0.00            0.00          0.02             0.00             0.02               75.14    
0.02            0.00          0.00             0.00             0.02               75.16    
0.00            0.00          0.02             0.00             0.02               75.18    
0.00            0.00          0.01             0.00             0.01               75.19    
0.01            0.00          0.00             0.00             0.01               75.20    
0.02            0.00          0.00             0.00             0.02               75.22    
0.02            0.00          0.00             0.00             0.02               75.24    
0.02            0.00          0.00             0.00             0.02               75.26    
0.02            0.00          0.00             0.00             0.02               75.28    
0.00            0.00          0.00             0.13             0.13               75.41    
