NumberStatement	NumberMCI	NumberRRI	MCISolvingRoundAverage	TotalTimeAverage	MCILabelsTimeAverage	MCIOperationsTimeAverage	RRIOperationsTimeAverage	RRIILPSolvingTimeAverage
1	12	12	20	1.91	1.28	0.44	0.20	0.00
2	14	14	32	2.64	1.34	1.03	0.28	0.00
1	2	2	12	1.93	1.58	0.25	0.10	0.00
2	14	14	32	2.82	1.51	1.04	0.27	0.00
1	21	21	32	2.35	1.39	0.68	0.29	0.00
2	24	24	67	4.27	1.40	2.33	0.55	0.00
2	8	8	20	2.30	1.45	0.66	0.19	0.00
2	8	8	20	2.20	1.37	0.64	0.19	0.00
1	12	12	20	2.18	1.55	0.43	0.20	0.00
1	2	2	12	1.95	1.59	0.25	0.10	0.00
1	15	15	28	2.39	1.28	0.82	0.29	0.00
1	2	2	12	1.90	1.54	0.26	0.10	0.00
1	2	2	12	1.67	1.32	0.26	0.10	0.00
1	12	12	20	1.81	1.17	0.44	0.20	0.00
2	14	14	32	2.48	1.19	1.02	0.26	0.00
1	2	2	12	2.58	2.22	0.26	0.10	0.00
2	14	14	32	2.36	1.05	1.04	0.27	0.00
1	9	9	32	1.96	1.14	0.65	0.17	0.00
2	8	8	20	3.17	2.32	0.66	0.19	0.00
