Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            35.43         0.00             0.00             35.43              35.43    
0.01            0.00          0.00             0.00             1.55               36.98    
0.02            0.00          0.00             0.00             0.13               37.11    
0.01            0.00          0.00             0.00             0.61               37.72    
0.01            0.00          0.00             0.00             0.07               37.79    
0.01            0.00          0.00             0.00             0.05               37.84    
0.01            0.00          0.00             0.00             0.07               37.91    
0.02            0.00          0.00             0.00             0.06               37.97    
0.01            0.00          0.00             0.00             0.06               38.03    
0.04            0.00          0.00             0.58             0.62               38.65    
