Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            41.82         0.00             0.00             41.82              41.82    
0.01            0.00          0.00             0.00             1.22               43.04    
0.02            0.00          0.00             0.00             0.17               43.21    
0.05            0.00          0.00             0.00             0.05               43.26    
0.01            0.00          0.00             0.00             0.13               43.39    
0.09            0.00          0.00             0.00             0.34               43.73    
0.05            0.00          0.00             0.00             0.05               43.78    
0.01            0.00          0.00             0.00             0.05               43.83    
0.04            0.00          0.00             0.00             0.04               43.87    
0.01            0.00          0.00             0.71             0.90               44.77    
