Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            40.46         0.00             0.00             40.46              40.46    
0.01            0.00          0.00             0.00             1.18               41.64    
0.01            0.00          0.00             0.00             0.09               41.73    
0.01            0.00          0.00             0.00             0.12               41.85    
0.01            0.00          0.00             0.00             0.18               42.03    
0.04            0.00          0.00             0.00             0.04               42.07    
0.04            0.00          0.00             0.00             0.04               42.11    
0.05            0.00          0.00             0.00             0.05               42.16    
0.01            0.00          0.00             0.00             0.05               42.21    
0.04            0.00          0.00             0.00             0.04               42.25    
0.04            0.00          0.00             0.00             0.04               42.29    
0.04            0.00          0.00             0.00             0.04               42.33    
0.04            0.00          0.00             0.00             0.04               42.37    
0.01            0.00          0.00             0.00             0.23               42.60    
0.04            0.00          0.00             0.00             0.04               42.64    
0.00            0.00          0.00             0.61             0.61               43.25    
