Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            723.65        0.00             0.00             723.65             45789.50 
1.92            0.00          1.66             0.00             3.58               45793.08 
0.04            0.00          0.73             0.00             0.77               45793.85 
0.03            0.00          0.82             0.00             0.85               45794.70 
0.03            0.00          0.81             0.00             0.84               45795.54 
0.02            0.00          0.78             0.00             0.80               45796.34 
0.04            0.00          0.69             0.00             0.73               45797.07 
0.02            0.00          0.79             0.00             0.81               45797.88 
0.02            0.00          0.78             0.00             0.80               45798.68 
0.02            0.00          0.73             0.00             0.75               45799.43 
0.02            0.00          0.64             0.00             0.66               45800.09 
0.02            0.00          0.75             0.00             0.77               45800.86 
0.02            0.00          0.78             0.00             0.80               45801.66 
0.02            0.00          0.77             0.00             0.79               45802.45 
0.02            0.00          1.47             0.00             1.49               45803.94 
0.03            0.00          1.51             0.00             1.54               45805.48 
0.03            0.00          0.82             0.00             0.85               45806.33 
0.03            0.00          0.65             0.00             0.68               45807.01 
0.02            0.00          0.78             0.00             0.80               45807.81 
0.02            0.00          0.74             0.00             0.76               45808.57 
0.04            0.00          0.78             0.00             0.82               45809.39 
0.02            0.00          0.77             0.00             0.79               45810.18 
0.02            0.00          0.78             0.00             0.80               45810.98 
0.02            0.00          0.75             0.00             0.77               45811.75 
0.02            0.00          0.78             0.00             0.80               45812.55 
0.03            0.00          1.53             0.00             1.56               45814.11 
0.03            0.00          0.78             0.00             0.81               45814.92 
0.02            0.00          0.16             0.00             0.18               45815.10 
0.02            0.00          0.65             0.00             0.67               45815.77 
0.02            0.00          0.15             0.00             0.17               45815.94 
0.02            0.00          0.70             0.00             0.72               45816.66 
0.02            0.00          0.15             0.00             0.17               45816.83 
0.02            0.00          0.15             0.00             0.17               45817.00 
0.02            0.00          0.15             0.00             0.17               45817.17 
0.02            0.00          0.15             0.00             0.17               45817.34 
0.02            0.00          0.15             0.00             0.17               45817.51 
0.02            0.00          0.15             0.00             0.17               45817.68 
0.02            0.00          0.62             0.00             0.64               45818.32 
0.02            0.00          0.15             0.00             0.17               45818.49 
0.02            0.00          0.15             0.00             0.17               45818.66 
0.02            0.00          0.15             0.00             0.17               45818.83 
0.02            0.00          0.17             0.00             0.19               45819.02 
0.02            0.00          0.80             0.00             0.82               45819.84 
0.02            0.00          0.72             0.00             0.74               45820.58 
0.03            0.00          0.14             0.00             0.17               45820.75 
0.02            0.00          0.15             0.00             0.17               45820.92 
0.02            0.00          0.70             0.00             0.72               45821.64 
0.02            0.00          0.17             0.00             0.19               45821.83 
0.02            0.00          0.17             0.00             0.19               45822.02 
0.02            0.00          0.17             0.00             0.19               45822.21 
0.02            0.00          0.17             0.00             0.19               45822.40 
0.02            0.00          0.17             0.00             0.19               45822.59 
0.02            0.00          0.14             0.00             0.16               45822.75 
0.01            0.00          0.16             0.00             0.17               45822.92 
0.02            0.00          0.17             0.00             0.19               45823.11 
0.01            0.00          0.80             0.00             0.81               45823.92 
0.02            0.00          0.17             0.00             0.19               45824.11 
0.02            0.00          0.14             0.00             0.16               45824.27 
0.01            0.00          0.16             0.00             0.17               45824.44 
0.01            0.00          0.16             0.00             0.17               45824.61 
0.02            0.00          0.28             0.00             0.30               45824.91 
0.02            0.00          0.15             0.00             0.17               45825.08 
0.02            0.00          0.72             0.00             0.74               45825.82 
0.02            0.00          0.15             0.00             0.17               45825.99 
0.02            0.00          0.70             0.00             0.72               45826.71 
0.02            0.00          0.17             0.00             0.19               45826.90 
0.02            0.00          0.16             0.00             0.18               45827.08 
0.01            0.00          0.16             0.00             0.17               45827.25 
0.02            0.00          0.16             0.00             0.18               45827.43 
0.01            0.00          0.73             0.00             0.74               45828.17 
0.02            0.00          0.16             0.00             0.18               45828.35 
0.02            0.00          0.18             0.00             0.20               45828.55 
0.02            0.00          0.19             0.00             0.21               45828.76 
0.02            0.00          0.16             0.00             0.18               45828.94 
0.01            0.00          0.16             0.00             0.17               45829.11 
0.01            0.00          0.67             0.00             0.68               45829.79 
0.02            0.00          0.16             0.00             0.18               45829.97 
0.02            0.00          0.66             0.00             0.68               45830.65 
0.02            0.00          0.16             0.00             0.18               45830.83 
0.02            0.00          0.65             0.00             0.67               45831.50 
0.02            0.00          0.15             0.00             0.17               45831.67 
0.02            0.00          0.15             0.00             0.17               45831.84 
0.02            0.00          0.70             0.00             0.72               45832.56 
0.02            0.00          0.15             0.00             0.17               45832.73 
0.02            0.00          0.15             0.00             0.17               45832.90 
0.02            0.00          0.15             0.00             0.17               45833.07 
0.01            0.00          0.15             0.00             0.16               45833.23 
0.01            0.00          0.15             0.00             0.16               45833.39 
0.02            0.00          0.15             0.00             0.17               45833.56 
0.02            0.00          0.15             0.00             0.17               45833.73 
0.02            0.00          0.63             0.00             0.65               45834.38 
0.02            0.00          0.17             0.00             0.19               45834.57 
0.02            0.00          0.16             0.00             0.18               45834.75 
0.01            0.00          0.15             0.00             0.16               45834.91 
0.02            0.00          0.17             0.00             0.19               45835.10 
0.02            0.00          0.17             0.00             0.19               45835.29 
0.02            0.00          0.15             0.00             0.17               45835.46 
0.02            0.00          0.72             0.00             0.74               45836.20 
0.02            0.00          0.17             0.00             0.19               45836.39 
0.02            0.00          0.77             0.00             0.79               45837.18 
0.02            0.00          0.71             0.00             0.73               45837.91 
0.02            0.00          0.17             0.00             0.19               45838.10 
0.02            0.00          0.17             0.00             0.19               45838.29 
0.01            0.00          0.15             0.00             0.16               45838.45 
0.02            0.00          0.80             0.00             0.82               45839.27 
0.02            0.00          0.71             0.00             0.73               45840.00 
0.02            0.00          0.15             0.00             0.17               45840.17 
0.02            0.00          0.16             0.00             0.18               45840.35 
0.01            0.00          0.17             0.00             0.18               45840.53 
0.02            0.00          0.18             0.00             0.20               45840.73 
0.02            0.00          0.16             0.00             0.18               45840.91 
0.01            0.00          0.69             0.00             0.70               45841.61 
0.02            0.00          0.16             0.00             0.18               45841.79 
0.02            0.00          0.16             0.00             0.18               45841.97 
0.02            0.00          0.16             0.00             0.18               45842.15 
0.01            0.00          0.16             0.00             0.17               45842.32 
0.01            0.00          0.68             0.00             0.69               45843.01 
0.02            0.00          0.16             0.00             0.18               45843.19 
0.02            0.00          0.16             0.00             0.18               45843.37 
0.02            0.00          0.73             0.00             0.75               45844.12 
0.02            0.00          0.16             0.00             0.18               45844.30 
0.02            0.00          0.15             0.00             0.17               45844.47 
0.02            0.00          0.65             0.00             0.67               45845.14 
0.02            0.00          0.14             0.00             0.16               45845.30 
0.02            0.00          0.14             0.00             0.16               45845.46 
0.01            0.00          0.15             0.00             0.16               45845.62 
0.02            0.00          0.59             0.00             0.61               45846.23 
0.02            0.00          0.14             0.00             0.16               45846.39 
0.01            0.00          0.61             0.00             0.62               45847.01 
0.02            0.00          0.14             0.00             0.16               45847.17 
0.02            0.00          0.64             0.00             0.66               45847.83 
0.02            0.00          0.14             0.00             0.16               45847.99 
0.02            0.00          0.14             0.00             0.16               45848.15 
0.01            0.00          0.16             0.00             0.17               45848.32 
0.02            0.00          0.16             0.00             0.18               45848.50 
0.02            0.00          0.16             0.00             0.18               45848.68 
0.02            0.00          0.16             0.00             0.18               45848.86 
0.01            0.00          0.70             0.00             0.71               45849.57 
0.02            0.00          0.16             0.00             0.18               45849.75 
0.01            0.00          0.69             0.00             0.70               45850.45 
0.02            0.00          0.17             0.00             0.19               45850.64 
0.02            0.00          0.74             0.00             0.76               45851.40 
0.02            0.00          0.17             0.00             0.19               45851.59 
0.02            0.00          0.74             0.00             0.76               45852.35 
0.02            0.00          0.17             0.00             0.19               45852.54 
0.02            0.00          0.15             0.00             0.17               45852.71 
0.02            0.00          0.70             0.00             0.72               45853.43 
0.02            0.00          0.17             0.00             0.19               45853.62 
0.02            0.00          0.16             0.00             0.18               45853.80 
0.02            0.00          0.17             0.00             0.19               45853.99 
0.01            0.00          0.77             0.00             0.78               45854.77 
0.02            0.00          0.18             0.00             0.20               45854.97 
0.02            0.00          0.71             0.00             0.73               45855.70 
0.02            0.00          0.78             0.00             0.80               45856.50 
0.02            0.00          0.71             0.00             0.73               45857.23 
0.02            0.00          0.16             0.00             0.18               45857.41 
0.02            0.00          0.17             0.00             0.19               45857.60 
0.02            0.00          0.18             0.00             0.20               45857.80 
0.02            0.00          0.16             0.00             0.18               45857.98 
0.02            0.00          0.16             0.00             0.18               45858.16 
0.02            0.00          0.73             0.00             0.75               45858.91 
0.02            0.00          1.54             0.00             1.56               45860.47 
0.03            0.00          0.71             0.00             0.74               45861.21 
0.02            0.00          0.71             0.00             0.73               45861.94 
0.03            0.00          0.74             0.00             0.77               45862.71 
0.02            0.00          0.69             0.00             0.71               45863.42 
0.02            0.00          0.71             0.00             0.73               45864.15 
0.02            0.00          1.39             0.00             1.41               45865.56 
0.03            0.00          0.72             0.00             0.75               45866.31 
0.02            0.00          0.60             0.00             0.62               45866.93 
0.02            0.00          0.71             0.00             0.73               45867.66 
0.02            0.00          0.71             0.00             0.73               45868.39 
0.02            0.00          0.74             0.00             0.76               45869.15 
0.02            0.00          0.73             0.00             0.75               45869.90 
0.02            0.00          0.69             0.00             0.71               45870.61 
0.02            0.00          0.72             0.00             0.74               45871.35 
0.03            0.00          1.48             0.00             1.51               45872.86 
0.03            0.00          0.72             0.00             0.75               45873.61 
0.02            0.00          0.70             0.00             0.72               45874.33 
0.02            0.00          0.72             0.00             0.74               45875.07 
0.02            0.00          0.71             0.00             0.73               45875.80 
0.03            0.00          0.61             0.00             0.64               45876.44 
0.02            0.00          0.71             0.00             0.73               45877.17 
0.02            0.00          0.17             0.00             0.19               45877.36 
0.02            0.00          0.14             0.00             0.16               45877.52 
0.02            0.00          0.77             0.00             0.79               45878.31 
0.02            0.00          0.17             0.00             0.19               45878.50 
0.02            0.00          0.17             0.00             0.19               45878.69 
0.02            0.00          0.14             0.00             0.16               45878.85 
0.02            0.00          0.66             0.00             0.68               45879.53 
0.02            0.00          0.15             0.00             0.17               45879.70 
0.02            0.00          0.14             0.00             0.16               45879.86 
0.01            0.00          0.14             0.00             0.15               45880.01 
0.03            0.00          0.15             0.00             0.18               45880.19 
0.02            0.00          0.81             0.00             0.83               45881.02 
0.02            0.00          0.17             0.00             0.19               45881.21 
0.02            0.00          0.17             0.00             0.19               45881.40 
0.01            0.00          0.17             0.00             0.18               45881.58 
0.02            0.00          0.16             0.00             0.18               45881.76 
0.01            0.00          0.16             0.00             0.17               45881.93 
0.02            0.00          0.16             0.00             0.18               45882.11 
0.02            0.00          0.16             0.00             0.18               45882.29 
0.01            0.00          0.75             0.00             0.76               45883.05 
0.03            0.00          0.17             0.00             0.20               45883.25 
0.02            0.00          0.79             0.00             0.81               45884.06 
0.02            0.00          0.17             0.00             0.19               45884.25 
0.02            0.00          0.18             0.00             0.20               45884.45 
0.02            0.00          0.78             0.00             0.80               45885.25 
0.02            0.00          0.18             0.00             0.20               45885.45 
0.02            0.00          0.17             0.00             0.19               45885.64 
0.02            0.00          0.18             0.00             0.20               45885.84 
0.02            0.00          0.78             0.00             0.80               45886.64 
0.03            0.00          0.77             0.00             0.80               45887.44 
0.02            0.00          0.17             0.00             0.19               45887.63 
0.02            0.00          0.16             0.00             0.18               45887.81 
0.03            0.00          0.78             0.00             0.81               45888.62 
0.02            0.00          1.54             0.00             1.56               45890.18 
0.04            0.00          0.79             0.00             0.83               45891.01 
0.04            0.00          0.11             0.00             0.15               45891.16 
0.02            0.00          0.15             0.00             0.17               45891.33 
0.02            0.00          0.11             0.00             0.13               45891.46 
0.02            0.00          0.11             0.00             0.13               45891.59 
0.02            0.00          0.11             0.00             0.13               45891.72 
0.01            0.00          0.65             0.00             0.66               45892.38 
