Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            68.53         0.00             0.00             68.53              2064.14  
0.30            0.00          0.20             0.00             0.50               2064.64  
0.03            0.00          0.11             0.00             0.14               2064.78  
0.02            0.00          0.10             0.00             0.12               2064.90  
0.02            0.00          0.10             0.00             0.12               2065.02  
0.02            0.00          0.20             0.00             0.22               2065.24  
0.02            0.00          0.29             0.00             0.31               2065.55  
0.02            0.00          0.15             0.00             0.17               2065.72  
0.02            0.00          0.10             0.00             0.12               2065.84  
0.02            0.00          0.10             0.00             0.12               2065.96  
0.02            0.00          0.10             0.00             0.12               2066.08  
0.02            0.00          0.17             0.00             0.19               2066.27  
0.02            0.00          0.10             0.00             0.12               2066.39  
0.02            0.00          0.09             0.00             0.11               2066.50  
0.02            0.00          0.04             0.00             0.06               2066.56  
0.02            0.00          0.10             0.00             0.12               2066.68  
0.02            0.00          0.04             0.00             0.06               2066.74  
0.02            0.00          0.04             0.00             0.06               2066.80  
0.03            0.00          0.08             0.00             0.11               2066.91  
0.02            0.00          0.04             0.00             0.06               2066.97  
0.02            0.00          0.04             0.00             0.06               2067.03  
0.02            0.00          0.09             0.00             0.11               2067.14  
0.02            0.00          0.04             0.00             0.06               2067.20  
0.02            0.00          0.08             0.00             0.10               2067.30  
0.02            0.00          0.05             0.00             0.07               2067.37  
0.02            0.00          0.05             0.00             0.07               2067.44  
0.02            0.00          0.09             0.00             0.11               2067.55  
0.02            0.00          0.11             0.00             0.13               2067.68  
0.02            0.00          0.05             0.00             0.07               2067.75  
0.02            0.00          0.04             0.00             0.06               2067.81  
0.02            0.00          0.09             0.00             0.11               2067.92  
0.02            0.00          0.08             0.00             0.10               2068.02  
0.02            0.00          0.09             0.00             0.11               2068.13  
0.02            0.00          0.16             0.00             0.18               2068.31  
0.02            0.00          0.13             0.00             0.15               2068.46  
0.02            0.00          0.08             0.00             0.10               2068.56  
0.02            0.00          0.08             0.00             0.10               2068.66  
0.02            0.00          0.08             0.00             0.10               2068.76  
0.02            0.00          0.08             0.00             0.10               2068.86  
0.02            0.00          0.11             0.00             0.13               2068.99  
0.02            0.00          0.04             0.00             0.06               2069.05  
0.01            0.00          0.10             0.00             0.11               2069.16  
0.02            0.00          0.04             0.00             0.06               2069.22  
0.02            0.00          0.09             0.00             0.11               2069.33  
0.03            0.00          0.08             0.00             0.11               2069.44  
0.02            0.00          0.10             0.00             0.12               2069.56  
0.02            0.00          0.15             0.00             0.17               2069.73  
0.02            0.00          0.09             0.00             0.11               2069.84  
0.02            0.00          0.04             0.00             0.06               2069.90  
0.02            0.00          0.10             0.00             0.12               2070.02  
0.02            0.00          0.04             0.00             0.06               2070.08  
0.02            0.00          0.10             0.00             0.12               2070.20  
0.02            0.00          0.04             0.00             0.06               2070.26  
0.02            0.00          0.05             0.00             0.07               2070.33  
0.01            0.00          0.10             0.00             0.11               2070.44  
0.02            0.00          0.17             0.00             0.19               2070.63  
0.02            0.00          0.10             0.00             0.12               2070.75  
0.02            0.00          0.03             0.00             0.05               2070.80  
0.01            0.00          0.04             0.00             0.05               2070.85  
0.01            0.00          0.07             0.00             0.08               2070.93  
0.01            0.00          0.08             0.00             0.09               2071.02  
0.01            0.00          0.03             0.00             0.04               2071.06  
0.01            0.00          0.03             0.00             0.04               2071.10  
0.01            0.00          0.05             0.00             0.06               2071.16  
0.02            0.00          0.03             0.00             0.05               2071.21  
0.01            0.00          0.09             0.00             0.10               2071.31  
0.01            0.00          0.08             0.00             0.09               2071.40  
0.01            0.00          0.04             0.00             0.05               2071.45  
0.01            0.00          0.04             0.00             0.05               2071.50  
0.01            0.00          0.04             0.00             0.05               2071.55  
0.01            0.00          0.03             0.00             0.04               2071.59  
0.01            0.00          0.03             0.00             0.04               2071.63  
0.02            0.00          0.03             0.00             0.05               2071.68  
0.01            0.00          0.04             0.00             0.05               2071.73  
0.01            0.00          0.03             0.00             0.04               2071.77  
0.01            0.00          0.03             0.00             0.04               2071.81  
0.01            0.00          0.03             0.00             0.04               2071.85  
0.01            0.00          0.03             0.00             0.04               2071.89  
