Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             1504.90           0.00             1504.90            51526.86 
7.79            14.61            0.00              0.00             22.40              51549.26 
5.25            6.51             0.00              0.00             11.76              51561.02 
2.96            7.30             0.00              0.00             10.26              51571.28 
2.72            6.90             0.00              0.00             9.62               51580.90 
2.89            7.80             0.00              0.00             10.69              51591.59 
2.60            7.62             0.00              0.00             10.22              51601.81 
2.62            6.53             0.00              0.00             9.15               51610.96 
2.43            8.52             0.00              0.00             10.95              51621.91 
2.43            6.32             0.00              0.00             8.75               51630.66 
2.21            7.19             0.00              0.00             9.40               51640.06 
2.26            6.65             0.00              0.00             8.91               51648.97 
2.31            5.79             0.00              0.00             8.10               51657.07 
1.89            5.73             0.00              0.00             7.62               51664.69 
1.91            6.02             0.00              0.00             7.93               51672.62 
1.84            4.76             0.00              0.00             6.60               51679.22 
1.85            5.45             0.00              0.00             7.30               51686.52 
1.48            5.50             0.00              0.00             6.98               51693.50 
1.47            5.48             0.00              0.00             6.95               51700.45 
1.53            10.30            0.00              0.00             11.83              51712.28 
2.07            7.00             0.00              0.00             9.07               51721.35 
1.17            9.96             0.00              0.00             11.13              51732.48 
1.72            4.25             0.00              0.00             5.97               51738.45 
0.89            5.18             0.00              0.00             6.07               51744.52 
0.90            5.13             0.00              0.00             6.03               51750.55 
0.52            4.86             0.00              0.00             5.38               51755.93 
0.52            6.57             0.00              0.00             7.09               51763.02 
0.50            4.89             0.00              0.00             5.39               51768.41 
0.28            4.88             0.00              0.00             5.16               51773.57 
0.31            4.98             0.00              0.00             5.29               51778.86 
0.09            2.01             0.00              0.00             2.10               51780.96 
0.52            1.79             0.00              0.00             2.31               51783.27 
0.48            1.68             0.00              0.00             2.16               51785.43 
0.49            5.72             0.00              0.00             6.21               51791.64 
2.26            1.64             0.00              0.00             3.90               51795.54 
0.27            5.49             0.00              0.00             5.76               51801.30 
1.88            1.24             0.00              0.00             3.12               51804.42 
0.05            1.57             0.00              0.00             1.62               51806.04 
0.05            1.55             0.00              0.00             1.60               51807.64 
0.05            1.41             0.00              0.00             1.46               51809.10 
0.05            1.51             0.00              0.00             1.56               51810.66 
0.05            1.64             0.00              0.00             1.69               51812.35 
0.06            1.59             0.00              0.00             1.65               51814.00 
0.05            1.58             0.00              0.00             1.63               51815.63 
0.05            1.45             0.00              0.00             1.50               51817.13 
0.05            2.14             0.00              0.00             2.19               51819.32 
0.47            7.17             0.00              0.00             7.64               51826.96 
2.57            2.25             0.00              0.00             4.82               51831.78 
0.27            6.85             0.00              0.00             7.12               51838.90 
2.13            2.00             0.00              0.00             4.13               51843.03 
0.06            1.91             0.00              0.00             1.97               51845.00 
0.05            2.00             0.00              0.00             2.05               51847.05 
0.05            1.64             0.00              0.00             1.69               51848.74 
0.05            2.01             0.00              0.00             2.06               51850.80 
0.05            1.93             0.00              0.00             1.98               51852.78 
0.05            2.00             0.00              0.00             2.05               51854.83 
0.05            1.98             0.00              0.00             2.03               51856.86 
0.05            1.78             0.00              0.00             1.83               51858.69 
0.05            2.12             0.00              0.00             2.17               51860.86 
0.05            2.26             0.00              0.00             2.31               51863.17 
0.51            2.41             0.00              0.00             2.92               51866.09 
0.48            2.05             0.00              0.00             2.53               51868.62 
0.47            1.69             0.00              0.00             2.16               51870.78 
0.47            2.66             0.00              0.00             3.13               51873.91 
0.49            2.35             0.00              0.00             2.84               51876.75 
0.51            2.41             0.00              0.00             2.92               51879.67 
0.50            5.60             0.00              0.00             6.10               51885.77 
1.28            5.46             0.00              0.00             6.74               51892.51 
1.13            1.98             0.00              0.00             3.11               51895.62 
0.05            1.42             0.00              0.00             1.47               51897.09 
0.05            1.98             0.00              0.00             2.03               51899.12 
0.05            2.29             0.00              0.00             2.34               51901.46 
0.05            2.22             0.00              0.00             2.27               51903.73 
0.05            2.31             0.00              0.00             2.36               51906.09 
0.49            2.51             0.00              0.00             3.00               51909.09 
0.48            7.94             0.00              0.00             8.42               51917.51 
2.10            2.06             0.00              0.00             4.16               51921.67 
0.58            1.76             0.00              0.00             2.34               51924.01 
0.29            2.16             0.00              0.00             2.45               51926.46 
0.28            7.40             0.00              0.00             7.68               51934.14 
1.31            2.02             0.00              0.00             3.33               51937.47 
0.05            1.82             0.00              0.00             1.87               51939.34 
0.05            2.10             0.00              0.00             2.15               51941.49 
0.05            2.02             0.00              0.00             2.07               51943.56 
0.06            2.15             0.00              0.00             2.21               51945.77 
0.05            2.24             0.00              0.00             2.29               51948.06 
0.05            2.39             0.00              0.00             2.44               51950.50 
0.48            2.25             0.00              0.00             2.73               51953.23 
0.51            2.47             0.00              0.00             2.98               51956.21 
0.48            2.33             0.00              0.00             2.81               51959.02 
