Encoding        Operation        Labels        Reduction        SingleRound        AllRounds
0.00            0.00             253.38            0.00             253.38             4516.16  
1.58            2.63             0.00              0.00             4.21               4520.37  
0.84            1.32             0.00              0.00             2.16               4522.53  
0.53            2.13             0.00              0.00             2.66               4525.19  
0.75            1.33             0.00              0.00             2.08               4527.27  
0.44            1.15             0.00              0.00             1.59               4528.86  
0.44            1.43             0.00              0.00             1.87               4530.73  
0.40            1.93             0.00              0.00             2.33               4533.06  
0.62            1.15             0.00              0.00             1.77               4534.83  
0.35            1.07             0.00              0.00             1.42               4536.25  
0.30            1.16             0.00              0.00             1.46               4537.71  
0.28            1.03             0.00              0.00             1.31               4539.02  
0.26            1.19             0.00              0.00             1.45               4540.47  
0.26            0.99             0.00              0.00             1.25               4541.72  
0.17            1.03             0.00              0.00             1.20               4542.92  
0.18            1.01             0.00              0.00             1.19               4544.11  
0.13            0.98             0.00              0.00             1.11               4545.22  
0.13            0.97             0.00              0.00             1.10               4546.32  
0.06            0.54             0.00              0.00             0.60               4546.92  
0.15            1.07             0.00              0.00             1.22               4548.14  
0.43            0.47             0.00              0.00             0.90               4549.04  
0.10            0.40             0.00              0.00             0.50               4549.54  
0.12            0.45             0.00              0.00             0.57               4550.11  
0.10            0.54             0.00              0.00             0.64               4550.75  
0.10            0.49             0.00              0.00             0.59               4551.34  
0.10            0.86             0.00              0.00             0.96               4552.30  
0.12            0.38             0.00              0.00             0.50               4552.80  
0.04            1.13             0.00              0.00             1.17               4553.97  
0.46            1.19             0.00              0.00             1.65               4555.62  
0.39            1.03             0.00              0.00             1.42               4557.04  
0.37            1.21             0.00              0.00             1.58               4558.62  
0.38            1.05             0.00              0.00             1.43               4560.05  
0.34            1.85             0.00              0.00             2.19               4562.24  
0.48            1.13             0.00              0.00             1.61               4563.85  
0.30            0.98             0.00              0.00             1.28               4565.13  
0.22            0.94             0.00              0.00             1.16               4566.29  
0.23            1.15             0.00              0.00             1.38               4567.67  
0.23            1.12             0.00              0.00             1.35               4569.02  
0.26            0.80             0.00              0.00             1.06               4570.08  
0.06            0.83             0.00              0.00             0.89               4570.97  
0.07            0.86             0.00              0.00             0.93               4571.90  
0.07            0.49             0.00              0.00             0.56               4572.46  
0.11            1.23             0.00              0.00             1.34               4573.80  
0.35            0.40             0.00              0.00             0.75               4574.55  
0.04            0.42             0.00              0.00             0.46               4575.01  
0.03            0.45             0.00              0.00             0.48               4575.49  
0.04            0.38             0.00              0.00             0.42               4575.91  
0.03            0.43             0.00              0.00             0.46               4576.37  
0.03            0.45             0.00              0.00             0.48               4576.85  
0.10            0.47             0.00              0.00             0.57               4577.42  
0.10            0.46             0.00              0.00             0.56               4577.98  
0.10            0.41             0.00              0.00             0.51               4578.49  
0.10            0.45             0.00              0.00             0.55               4579.04  
0.09            0.87             0.00              0.00             0.96               4580.00  
0.12            0.37             0.00              0.00             0.49               4580.49  
0.04            0.53             0.00              0.00             0.57               4581.06  
0.10            0.45             0.00              0.00             0.55               4581.61  
0.10            1.11             0.00              0.00             1.21               4582.82  
0.23            0.43             0.00              0.00             0.66               4583.48  
0.04            0.44             0.00              0.00             0.48               4583.96  
0.03            0.42             0.00              0.00             0.45               4584.41  
0.03            1.05             0.00              0.00             1.08               4585.49  
0.33            1.00             0.00              0.00             1.33               4586.82  
0.28            0.99             0.00              0.00             1.27               4588.09  
0.27            1.11             0.00              0.00             1.38               4589.47  
0.25            0.95             0.00              0.00             1.20               4590.67  
0.23            1.04             0.00              0.00             1.27               4591.94  
0.23            0.87             0.00              0.00             1.10               4593.04  
0.12            0.97             0.00              0.00             1.09               4594.13  
0.15            1.00             0.00              0.00             1.15               4595.28  
0.14            0.82             0.00              0.00             0.96               4596.24  
0.06            0.35             0.00              0.00             0.41               4596.65  
0.04            0.36             0.00              0.00             0.40               4597.05  
0.03            0.42             0.00              0.00             0.45               4597.50  
0.04            0.44             0.00              0.00             0.48               4597.98  
0.03            0.46             0.00              0.00             0.49               4598.47  
0.04            0.36             0.00              0.00             0.40               4598.87  
0.03            0.34             0.00              0.00             0.37               4599.24  
0.03            0.36             0.00              0.00             0.39               4599.63  
0.04            0.33             0.00              0.00             0.37               4600.00  
0.03            0.41             0.00              0.00             0.44               4600.44  
0.04            0.42             0.00              0.00             0.46               4600.90  
0.03            0.40             0.00              0.00             0.43               4601.33  
0.03            0.39             0.00              0.00             0.42               4601.75  
0.04            0.42             0.00              0.00             0.46               4602.21  
0.04            0.45             0.00              0.00             0.49               4602.70  
0.03            0.37             0.00              0.00             0.40               4603.10  
0.03            0.39             0.00              0.00             0.42               4603.52  
0.04            0.37             0.00              0.00             0.41               4603.93  
0.03            0.46             0.00              0.00             0.49               4604.42  
0.04            0.35             0.00              0.00             0.39               4604.81  
0.03            0.35             0.00              0.00             0.38               4605.19  
0.04            0.33             0.00              0.00             0.37               4605.56  
0.03            0.36             0.00              0.00             0.39               4605.95  
0.04            0.42             0.00              0.00             0.46               4606.41  
0.04            0.38             0.00              0.00             0.42               4606.83  
0.04            0.43             0.00              0.00             0.47               4607.30  
0.10            0.36             0.00              0.00             0.46               4607.76  
0.03            1.13             0.00              0.00             1.16               4608.92  
0.37            0.36             0.00              0.00             0.73               4609.65  
0.03            0.28             0.00              0.00             0.31               4609.96  
0.05            0.37             0.00              0.00             0.42               4610.38  
0.03            0.37             0.00              0.00             0.40               4610.78  
0.03            0.28             0.00              0.00             0.31               4611.09  
0.03            0.35             0.00              0.00             0.38               4611.47  
0.03            0.36             0.00              0.00             0.39               4611.86  
0.03            0.29             0.00              0.00             0.32               4612.18  
0.03            0.34             0.00              0.00             0.37               4612.55  
0.03            0.37             0.00              0.00             0.40               4612.95  
0.03            0.36             0.00              0.00             0.39               4613.34  
0.04            0.28             0.00              0.00             0.32               4613.66  
0.03            0.40             0.00              0.00             0.43               4614.09  
0.09            1.09             0.00              0.00             1.18               4615.27  
0.38            0.29             0.00              0.00             0.67               4615.94  
0.03            0.37             0.00              0.00             0.40               4616.34  
0.03            0.28             0.00              0.00             0.31               4616.65  
0.03            0.41             0.00              0.00             0.44               4617.09  
0.03            0.36             0.00              0.00             0.39               4617.48  
0.03            0.35             0.00              0.00             0.38               4617.86  
0.03            0.35             0.00              0.00             0.38               4618.24  
0.09            0.41             0.00              0.00             0.50               4618.74  
0.09            0.42             0.00              0.00             0.51               4619.25  
0.09            0.96             0.00              0.00             1.05               4620.30  
0.19            0.38             0.00              0.00             0.57               4620.87  
0.03            0.32             0.00              0.00             0.35               4621.22  
0.03            0.35             0.00              0.00             0.38               4621.60  
0.09            0.32             0.00              0.00             0.41               4622.01  
0.09            0.33             0.00              0.00             0.42               4622.43  
0.09            0.32             0.00              0.00             0.41               4622.84  
0.09            0.77             0.00              0.00             0.86               4623.70  
0.12            0.28             0.00              0.00             0.40               4624.10  
0.03            0.37             0.00              0.00             0.40               4624.50  
0.09            1.07             0.00              0.00             1.16               4625.66  
0.27            0.35             0.00              0.00             0.62               4626.28  
0.03            0.35             0.00              0.00             0.38               4626.66  
0.03            0.29             0.00              0.00             0.32               4626.98  
0.03            0.33             0.00              0.00             0.36               4627.34  
0.03            0.41             0.00              0.00             0.44               4627.78  
0.09            0.33             0.00              0.00             0.42               4628.20  
0.10            0.41             0.00              0.00             0.51               4628.71  
0.09            0.86             0.00              0.00             0.95               4629.66  
0.12            0.33             0.00              0.00             0.45               4630.11  
0.03            1.02             0.00              0.00             1.05               4631.16  
0.29            0.98             0.00              0.00             1.27               4632.43  
0.29            1.01             0.00              0.00             1.30               4633.73  
0.20            0.98             0.00              0.00             1.18               4634.91  
0.23            1.05             0.00              0.00             1.28               4636.19  
0.23            0.90             0.00              0.00             1.13               4637.32  
0.06            0.77             0.00              0.00             0.83               4638.15  
0.06            0.84             0.00              0.00             0.90               4639.05  
0.06            0.30             0.00              0.00             0.36               4639.41  
0.03            0.34             0.00              0.00             0.37               4639.78  
0.03            0.33             0.00              0.00             0.36               4640.14  
0.03            0.32             0.00              0.00             0.35               4640.49  
0.03            0.35             0.00              0.00             0.38               4640.87  
0.03            0.28             0.00              0.00             0.31               4641.18  
0.03            0.36             0.00              0.00             0.39               4641.57  
0.03            0.28             0.00              0.00             0.31               4641.88  
0.03            0.26             0.00              0.00             0.29               4642.17  
0.03            0.28             0.00              0.00             0.31               4642.48  
0.03            0.29             0.00              0.00             0.32               4642.80  
0.03            0.32             0.00              0.00             0.35               4643.15  
0.03            0.38             0.00              0.00             0.41               4643.56  
0.03            0.30             0.00              0.00             0.33               4643.89  
0.03            0.30             0.00              0.00             0.33               4644.22  
0.03            0.35             0.00              0.00             0.38               4644.60  
0.07            0.36             0.00              0.00             0.43               4645.03  
0.03            0.31             0.00              0.00             0.34               4645.37  
0.04            0.32             0.00              0.00             0.36               4645.73  
0.03            0.34             0.00              0.00             0.37               4646.10  
0.03            0.37             0.00              0.00             0.40               4646.50  
0.03            0.36             0.00              0.00             0.39               4646.89  
