Encoding        Labels        Operation        Reduction        SingleRound        AllRounds
0.00            1270.34        0.00             0.00             1270.34            80169.82 
2.84            0.00          2.39             0.00             5.23               80175.05 
0.04            0.00          1.26             0.00             1.30               80176.35 
0.03            0.00          1.14             0.00             1.17               80177.52 
0.02            0.00          1.10             0.00             1.12               80178.64 
0.02            0.00          1.08             0.00             1.10               80179.74 
0.02            0.00          2.19             0.00             2.21               80181.95 
0.03            0.00          1.03             0.00             1.06               80183.01 
0.02            0.00          1.22             0.00             1.24               80184.25 
0.02            0.00          1.08             0.00             1.10               80185.35 
0.02            0.00          1.09             0.00             1.11               80186.46 
0.02            0.00          2.18             0.00             2.20               80188.66 
0.03            0.00          1.20             0.00             1.23               80189.89 
0.03            0.00          1.15             0.00             1.18               80191.07 
0.02            0.00          1.04             0.00             1.06               80192.13 
0.02            0.00          1.07             0.00             1.09               80193.22 
0.02            0.00          1.15             0.00             1.17               80194.39 
0.02            0.00          1.19             0.00             1.21               80195.60 
0.03            0.00          1.22             0.00             1.25               80196.85 
0.03            0.00          1.19             0.00             1.22               80198.07 
0.02            0.00          1.11             0.00             1.13               80199.20 
0.02            0.00          1.24             0.00             1.26               80200.46 
0.02            0.00          1.26             0.00             1.28               80201.74 
0.02            0.00          1.13             0.00             1.15               80202.89 
0.02            0.00          1.19             0.00             1.21               80204.10 
0.03            0.00          1.20             0.00             1.23               80205.33 
0.02            0.00          0.19             0.00             0.21               80205.54 
0.02            0.00          0.17             0.00             0.19               80205.73 
0.02            0.00          0.16             0.00             0.18               80205.91 
0.02            0.00          0.17             0.00             0.19               80206.10 
0.01            0.00          0.16             0.00             0.17               80206.27 
0.02            0.00          1.11             0.00             1.13               80207.40 
0.02            0.00          0.19             0.00             0.21               80207.61 
0.02            0.00          0.18             0.00             0.20               80207.81 
0.02            0.00          0.17             0.00             0.19               80208.00 
0.02            0.00          0.17             0.00             0.19               80208.19 
0.02            0.00          0.18             0.00             0.20               80208.39 
0.02            0.00          1.14             0.00             1.16               80209.55 
0.02            0.00          0.17             0.00             0.19               80209.74 
0.02            0.00          0.18             0.00             0.20               80209.94 
0.02            0.00          0.17             0.00             0.19               80210.13 
0.02            0.00          0.20             0.00             0.22               80210.35 
0.02            0.00          0.16             0.00             0.18               80210.53 
0.01            0.00          0.16             0.00             0.17               80210.70 
0.03            0.00          0.17             0.00             0.20               80210.90 
0.01            0.00          0.15             0.00             0.16               80211.06 
0.01            0.00          0.16             0.00             0.17               80211.23 
0.03            0.00          0.17             0.00             0.20               80211.43 
0.01            0.00          1.01             0.00             1.02               80212.45 
0.03            0.00          0.16             0.00             0.19               80212.64 
0.02            0.00          1.04             0.00             1.06               80213.70 
0.02            0.00          0.17             0.00             0.19               80213.89 
0.02            0.00          1.03             0.00             1.05               80214.94 
0.02            0.00          0.17             0.00             0.19               80215.13 
0.02            0.00          0.18             0.00             0.20               80215.33 
0.02            0.00          0.17             0.00             0.19               80215.52 
0.02            0.00          0.16             0.00             0.18               80215.70 
0.01            0.00          0.17             0.00             0.18               80215.88 
0.02            0.00          0.14             0.00             0.16               80216.04 
0.01            0.00          0.97             0.00             0.98               80217.02 
0.02            0.00          0.17             0.00             0.19               80217.21 
0.02            0.00          0.16             0.00             0.18               80217.39 
0.02            0.00          0.17             0.00             0.19               80217.58 
0.02            0.00          0.98             0.00             1.00               80218.58 
0.02            0.00          0.14             0.00             0.16               80218.74 
0.02            0.00          0.15             0.00             0.17               80218.91 
0.01            0.00          0.14             0.00             0.15               80219.06 
0.01            0.00          0.17             0.00             0.18               80219.24 
0.02            0.00          0.14             0.00             0.16               80219.40 
0.01            0.00          0.16             0.00             0.17               80219.57 
0.01            0.00          0.15             0.00             0.16               80219.73 
0.01            0.00          0.14             0.00             0.15               80219.88 
0.01            0.00          0.93             0.00             0.94               80220.82 
0.02            0.00          0.14             0.00             0.16               80220.98 
0.01            0.00          0.95             0.00             0.96               80221.94 
0.02            0.00          1.11             0.00             1.13               80223.07 
0.02            0.00          1.17             0.00             1.19               80224.26 
0.02            0.00          1.22             0.00             1.24               80225.50 
0.02            0.00          1.06             0.00             1.08               80226.58 
0.02            0.00          1.15             0.00             1.17               80227.75 
0.02            0.00          1.04             0.00             1.06               80228.81 
0.02            0.00          1.08             0.00             1.10               80229.91 
0.02            0.00          1.08             0.00             1.10               80231.01 
0.02            0.00          1.09             0.00             1.11               80232.12 
0.02            0.00          0.99             0.00             1.01               80233.13 
0.02            0.00          1.05             0.00             1.07               80234.20 
0.02            0.00          1.00             0.00             1.02               80235.22 
0.02            0.00          1.04             0.00             1.06               80236.28 
0.03            0.00          2.09             0.00             2.12               80238.40 
0.03            0.00          1.05             0.00             1.08               80239.48 
0.02            0.00          1.05             0.00             1.07               80240.55 
0.02            0.00          1.07             0.00             1.09               80241.64 
0.02            0.00          0.95             0.00             0.97               80242.61 
0.02            0.00          0.16             0.00             0.18               80242.79 
0.02            0.00          0.16             0.00             0.18               80242.97 
0.01            0.00          0.15             0.00             0.16               80243.13 
0.02            0.00          0.14             0.00             0.16               80243.29 
0.02            0.00          0.15             0.00             0.17               80243.46 
0.03            0.00          0.87             0.00             0.90               80244.36 
0.02            0.00          0.14             0.00             0.16               80244.52 
0.02            0.00          0.14             0.00             0.16               80244.68 
0.01            0.00          0.14             0.00             0.15               80244.83 
0.01            0.00          0.14             0.00             0.15               80244.98 
0.02            0.00          0.17             0.00             0.19               80245.17 
0.02            0.00          0.16             0.00             0.18               80245.35 
0.01            0.00          1.08             0.00             1.09               80246.44 
0.02            0.00          0.18             0.00             0.20               80246.64 
0.02            0.00          0.17             0.00             0.19               80246.83 
0.01            0.00          0.17             0.00             0.18               80247.01 
0.01            0.00          0.18             0.00             0.19               80247.20 
0.02            0.00          0.17             0.00             0.19               80247.39 
0.01            0.00          0.15             0.00             0.16               80247.55 
0.01            0.00          0.14             0.00             0.15               80247.70 
0.01            0.00          0.15             0.00             0.16               80247.86 
0.01            0.00          0.15             0.00             0.16               80248.02 
0.02            0.00          0.14             0.00             0.16               80248.18 
0.01            0.00          0.93             0.00             0.94               80249.12 
0.02            0.00          0.15             0.00             0.17               80249.29 
0.02            0.00          0.14             0.00             0.16               80249.45 
0.02            0.00          0.14             0.00             0.16               80249.61 
0.01            0.00          0.15             0.00             0.16               80249.77 
0.01            0.00          0.16             0.00             0.17               80249.94 
0.01            0.00          0.15             0.00             0.16               80250.10 
0.02            0.00          0.96             0.00             0.98               80251.08 
0.02            0.00          0.16             0.00             0.18               80251.26 
0.02            0.00          0.15             0.00             0.17               80251.43 
0.02            0.00          0.15             0.00             0.17               80251.60 
0.01            0.00          0.16             0.00             0.17               80251.77 
0.03            0.00          0.15             0.00             0.18               80251.95 
0.01            0.00          0.97             0.00             0.98               80252.93 
0.02            0.00          1.00             0.00             1.02               80253.95 
0.02            0.00          1.06             0.00             1.08               80255.03 
0.03            0.00          1.01             0.00             1.04               80256.07 
0.02            0.00          1.07             0.00             1.09               80257.16 
0.02            0.00          1.13             0.00             1.15               80258.31 
0.02            0.00          1.18             0.00             1.20               80259.51 
0.03            0.00          1.08             0.00             1.11               80260.62 
0.02            0.00          1.03             0.00             1.05               80261.67 
0.02            0.00          1.04             0.00             1.06               80262.73 
0.02            0.00          1.15             0.00             1.17               80263.90 
0.02            0.00          1.22             0.00             1.24               80265.14 
